City_Rank_by_Population(2021),State,State_Abbrieviation,City,Observation_Date,Median_Household_Income_Not_Seasonally_Adjusted_(weighted)_SAIPE,Estimated_Median_Household_Income_ACS,Estimated_Mean_Household_Income_ACS,Estimated_Median_Household_Income_Families_ACS,Estimated_Mean_Household_Income_Families_ACS,Estimated_Median_Household_Income_Married_Couples_ACS,Estimated_Mean_Household_Income_Married_Couples_ACS,Estimated_Median_Household_Income_Nonfamilies_ACS,Estimated_Mean_Household_Income_Nonfamilies_ACS,2021_estimated_population,2020_census,
60,Texas,TX,Corpus Christi,1/1/2014," $51,222.00 "," $52,066.00 "," $70,315.00 "," $61,188.00 "," $79,895.00 "," $76,063.00 "," $97,143.00 "," $31,207.00 "," $46,484.00 ",317773,317863,
60,Texas,TX,Corpus Christi,1/1/2015," $50,188.00 "," $51,255.00 "," $68,937.00 "," $61,675.00 "," $80,196.00 "," $77,074.00 "," $96,683.00 "," $28,900.00 "," $42,319.00 ",317773,317863,
60,Texas,TX,Corpus Christi,1/1/2016," $53,562.00 "," $54,344.00 "," $70,810.00 "," $64,039.00 "," $80,050.00 "," $79,374.00 "," $95,411.00 "," $32,351.00 "," $47,996.00 ",317773,317863,
60,Texas,TX,Corpus Christi,1/1/2017," $51,910.00 "," $53,605.00 "," $75,078.00 "," $64,649.00 "," $87,321.00 "," $85,815.00 "," $108,079.00 "," $31,432.00 "," $44,979.00 ",317773,317863,
60,Texas,TX,Corpus Christi,1/1/2018," $53,034.00 "," $56,602.00 "," $75,656.00 "," $69,004.00 "," $86,452.00 "," $85,846.00 ",," $38,641.00 "," $49,082.00 ",317773,317863,
60,Texas,TX,Corpus Christi,1/1/2019," $56,079.00 "," $55,564.00 "," $72,163.00 "," $71,505.00 "," $84,089.00 "," $89,463.00 "," $102,548.00 "," $29,869.00 "," $43,445.00 ",317773,317863,
60,Texas,TX,Corpus Christi,1/1/2020," $55,727.00 "," $57,387.00 "," $76,170.00 "," $68,907.00 "," $87,518.00 "," $87,939.00 "," $106,583.00 "," $35,770.00 "," $49,264.00 ",317773,317863,
60,Texas,TX,Corpus Christi,1/1/2021,," $59,812.00 "," $78,283.00 "," $70,986.00 "," $89,025.00 "," $87,113.00 "," $107,376.00 "," $37,524.00 "," $52,448.00 ",317773,317863,
61,California,CA,Riverside,1/1/2011," $52,491.00 "," $51,331.00 "," $68,641.00 "," $57,230.00 "," $74,196.00 "," $68,309.00 "," $86,033.00 "," $33,043.00 "," $46,776.00 ",317261,314998,
61,California,CA,Riverside,1/1/2012," $52,416.00 "," $52,697.00 "," $68,943.00 "," $60,792.00 "," $78,211.00 "," $73,305.00 "," $89,821.00 "," $33,465.00 "," $42,825.00 ",317261,314998,
61,California,CA,Riverside,1/1/2013," $53,909.00 "," $54,300.00 "," $69,258.00 "," $60,554.00 "," $76,668.00 "," $72,552.00 "," $89,600.00 "," $32,196.00 "," $43,768.00 ",317261,314998,
61,California,CA,Riverside,1/1/2014," $56,877.00 "," $58,368.00 "," $71,661.00 "," $65,295.00 "," $77,935.00 "," $76,101.00 "," $90,948.00 "," $34,118.00 "," $49,422.00 ",317261,314998,
61,California,CA,Riverside,1/1/2015," $57,895.00 "," $61,279.00 "," $76,920.00 "," $69,153.00 "," $84,445.00 "," $80,406.00 ",," $35,434.00 "," $51,149.00 ",317261,314998,
61,California,CA,Riverside,1/1/2016," $59,951.00 "," $63,548.00 "," $78,229.00 "," $70,871.00 "," $85,775.00 "," $80,685.00 ",," $33,021.00 "," $48,801.00 ",317261,314998,
61,California,CA,Riverside,1/1/2017," $63,776.00 "," $66,928.00 "," $83,928.00 "," $73,467.00 "," $91,042.00 "," $90,978.00 ",," $38,186.00 "," $51,943.00 ",317261,314998,
61,California,CA,Riverside,1/1/2018," $66,793.00 "," $67,850.00 "," $86,079.00 "," $75,360.00 "," $93,647.00 "," $90,243.00 ",," $41,934.00 "," $57,545.00 ",317261,314998,
61,California,CA,Riverside,1/1/2019," $72,905.00 "," $71,967.00 "," $89,636.00 "," $82,148.00 "," $98,166.00 "," $99,309.00 ",," $47,105.00 "," $56,681.00 ",317261,314998,
61,California,CA,Riverside,1/1/2020," $76,409.00 "," $72,738.00 "," $90,520.00 "," $80,586.00 "," $98,901.00 "," $97,761.00 "," $114,239.00 "," $41,976.00 "," $57,668.00 ",317261,314998,
61,California,CA,Riverside,1/1/2021,," $76,558.00 "," $95,658.00 "," $86,751.00 "," $102,817.00 "," $101,206.00 "," $117,175.00 "," $47,787.00 "," $64,221.00 ",317261,314998,
62,California,CA,Santa Ana,1/1/2011," $72,046.00 "," $51,264.00 "," $63,057.00 "," $51,151.00 "," $62,406.00 "," $60,157.00 "," $70,083.00 "," $35,773.00 "," $47,277.00 ",309441,310227,
62,California,CA,Santa Ana,1/1/2012," $71,866.00 "," $53,593.00 "," $66,912.00 "," $51,248.00 "," $63,544.00 "," $56,914.00 "," $71,281.00 "," $39,219.00 "," $58,786.00 ",309441,310227,
62,California,CA,Santa Ana,1/1/2013," $73,827.00 "," $47,914.00 "," $62,684.00 "," $44,214.00 "," $59,131.00 "," $50,814.00 ",," $36,586.00 "," $52,259.00 ",309441,310227,
62,California,CA,Santa Ana,1/1/2014," $76,061.00 "," $50,797.00 "," $64,503.00 "," $48,310.00 "," $61,805.00 "," $54,248.00 ",," $40,178.00 "," $55,733.00 ",309441,310227,
62,California,CA,Santa Ana,1/1/2015," $78,002.00 "," $54,392.00 "," $68,903.00 "," $51,954.00 "," $65,970.00 "," $59,508.00 "," $72,702.00 "," $34,343.00 "," $56,630.00 ",309441,310227,
62,California,CA,Santa Ana,1/1/2016," $81,642.00 "," $61,895.00 "," $77,009.00 "," $58,209.00 "," $71,536.00 "," $64,248.00 ",," $51,788.00 "," $67,895.00 ",309441,310227,
62,California,CA,Santa Ana,1/1/2017," $86,031.00 "," $65,655.00 "," $80,918.00 "," $64,156.00 "," $78,728.00 "," $72,231.00 "," $87,768.00 "," $49,661.00 "," $66,769.00 ",309441,310227,
62,California,CA,Santa Ana,1/1/2018," $89,373.00 "," $65,313.00 "," $81,504.00 "," $65,117.00 "," $81,530.00 "," $72,505.00 ",," $46,672.00 "," $57,933.00 ",309441,310227,
62,California,CA,Santa Ana,1/1/2019," $95,761.00 "," $70,084.00 "," $87,813.00 "," $70,231.00 "," $87,310.00 "," $74,523.00 ",," $53,251.00 "," $70,032.00 ",309441,310227,
62,California,CA,Santa Ana,1/1/2020," $98,786.00 "," $72,406.00 "," $88,829.00 "," $70,974.00 "," $87,867.00 "," $79,914.00 "," $97,731.00 "," $51,064.00 "," $67,151.00 ",309441,310227,
62,California,CA,Santa Ana,1/1/2021,," $80,265.00 "," $101,268.00 "," $78,717.00 "," $99,420.00 "," $89,003.00 "," $110,464.00 "," $51,384.00 "," $76,771.00 ",309441,310227,
63,Florida,FL,Orlando,1/1/2011," $44,635.00 "," $40,275.00 "," $54,284.00 "," $44,927.00 "," $60,132.00 "," $64,408.00 "," $83,079.00 "," $34,534.00 "," $44,709.00 ",309154,307573,
63,Florida,FL,Orlando,1/1/2012," $45,565.00 "," $41,695.00 "," $57,482.00 "," $48,323.00 "," $69,714.00 "," $62,353.00 "," $90,807.00 "," $32,086.00 "," $43,761.00 ",309154,307573,
63,Florida,FL,Orlando,1/1/2013," $46,675.00 "," $41,345.00 "," $57,832.00 "," $45,551.00 "," $66,631.00 "," $59,425.00 ",," $34,391.00 "," $46,330.00 ",309154,307573,
63,Florida,FL,Orlando,1/1/2014," $47,069.00 "," $41,081.00 "," $58,909.00 "," $50,422.00 "," $71,428.00 "," $67,241.00 "," $94,191.00 "," $31,904.00 "," $43,749.00 ",309154,307573,
63,Florida,FL,Orlando,1/1/2015," $50,593.00 "," $44,804.00 "," $63,014.00 "," $48,864.00 "," $69,610.00 "," $66,191.00 ",," $38,649.00 "," $53,135.00 ",309154,307573,
63,Florida,FL,Orlando,1/1/2016," $51,312.00 "," $46,761.00 "," $65,640.00 "," $49,976.00 "," $74,548.00 "," $75,636.00 ",," $40,635.00 "," $52,457.00 ",309154,307573,
63,Florida,FL,Orlando,1/1/2017," $54,021.00 "," $47,594.00 "," $70,027.00 "," $49,076.00 "," $77,710.00 "," $63,610.00 ",," $41,881.00 "," $57,770.00 ",309154,307573,
63,Florida,FL,Orlando,1/1/2018," $58,037.00 "," $51,820.00 "," $78,250.00 "," $59,977.00 "," $89,810.00 "," $77,670.00 "," $111,491.00 "," $39,789.00 "," $62,442.00 ",309154,307573,
63,Florida,FL,Orlando,1/1/2019," $63,133.00 "," $58,819.00 "," $85,398.00 "," $66,307.00 "," $96,065.00 "," $84,643.00 ",," $47,996.00 "," $69,461.00 ",309154,307573,
63,Florida,FL,Orlando,1/1/2020," $69,074.00 "," $55,183.00 "," $80,986.00 "," $62,143.00 "," $93,116.00 "," $83,227.00 "," $113,585.00 "," $46,973.00 "," $63,449.00 ",309154,307573,
63,Florida,FL,Orlando,1/1/2021,," $54,167.00 "," $83,264.00 "," $62,424.00 "," $94,111.00 "," $82,070.00 ",," $44,560.00 "," $60,696.00 ",309154,307573,
64,California,CA,Irvine,1/1/2011," $72,046.00 "," $87,484.00 "," $108,576.00 "," $104,954.00 "," $127,600.00 "," $120,971.00 ",  N  ," $60,506.00 "," $67,203.00 ",309031,307670,
64,California,CA,Irvine,1/1/2012," $71,866.00 "," $96,278.00 "," $116,146.00 "," $106,530.00 "," $127,967.00 "," $117,534.00 ",," $65,373.00 "," $91,711.00 ",309031,307670,
64,California,CA,Irvine,1/1/2013," $73,827.00 "," $87,830.00 "," $109,628.00 "," $102,071.00 "," $122,707.00 "," $118,330.00 ",," $63,391.00 "," $78,177.00 ",309031,307670,
64,California,CA,Irvine,1/1/2014," $76,061.00 "," $90,743.00 "," $117,039.00 "," $114,422.00 "," $137,125.00 "," $130,415.00 ",," $58,447.00 "," $73,472.00 ",309031,307670,
64,California,CA,Irvine,1/1/2015," $78,002.00 "," $93,781.00 "," $120,043.00 "," $114,425.00 "," $139,805.00 "," $136,428.00 ",," $56,709.00 "," $77,882.00 ",309031,307670,
64,California,CA,Irvine,1/1/2016," $81,642.00 "," $97,496.00 "," $136,133.00 "," $113,646.00 "," $160,360.00 "," $122,926.00 ",," $57,991.00 "," $79,189.00 ",309031,307670,
64,California,CA,Irvine,1/1/2017," $86,031.00 "," $104,185.00 "," $126,307.00 "," $123,501.00 "," $141,315.00 "," $136,011.00 ",," $71,866.00 "," $92,345.00 ",309031,307670,
64,California,CA,Irvine,1/1/2018," $89,373.00 "," $101,667.00 "," $130,211.00 "," $121,540.00 "," $154,621.00 "," $132,018.00 ",," $60,472.00 "," $76,076.00 ",309031,307670,
64,California,CA,Irvine,1/1/2019," $95,761.00 "," $111,574.00 "," $140,085.00 "," $137,419.00 "," $165,808.00 "," $155,579.00 ",," $72,947.00 "," $92,998.00 ",309031,307670,
64,California,CA,Irvine,1/1/2020," $98,786.00 "," $108,318.00 "," $140,764.00 "," $130,522.00 "," $164,862.00 "," $142,791.00 "," $182,732.00 "," $70,151.00 "," $90,952.00 ",309031,307670,
64,California,CA,Irvine,1/1/2021,," $105,774.00 "," $147,440.00 "," $145,743.00 "," $176,927.00 "," $162,125.00 ",," $72,447.00 "," $95,021.00 ",309031,307670,
65,Ohio,OH,Cincinnati,1/1/2011," $46,125.00 "," $31,301.00 "," $51,857.00 "," $40,516.00 "," $66,009.00 "," $72,404.00 ",  N  ," $23,310.00 "," $38,058.00 ",308935,309317,
65,Ohio,OH,Cincinnati,1/1/2012," $46,952.00 "," $30,188.00 "," $49,825.00 "," $40,537.00 "," $63,598.00 "," $75,931.00 "," $99,792.00 "," $24,159.00 "," $36,854.00 ",308935,309317,
65,Ohio,OH,Cincinnati,1/1/2013," $47,123.00 "," $34,605.00 "," $54,200.00 "," $42,430.00 "," $68,278.00 "," $73,251.00 "," $100,853.00 "," $27,008.00 "," $40,614.00 ",308935,309317,
65,Ohio,OH,Cincinnati,1/1/2014," $48,973.00 "," $32,688.00 "," $53,354.00 "," $43,949.00 "," $69,460.00 "," $78,547.00 ",," $24,031.00 "," $39,784.00 ",308935,309317,
65,Ohio,OH,Cincinnati,1/1/2015," $51,070.00 "," $35,001.00 "," $56,357.00 "," $45,596.00 "," $72,929.00 "," $77,030.00 "," $108,011.00 "," $27,192.00 "," $41,331.00 ",308935,309317,
65,Ohio,OH,Cincinnati,1/1/2016," $53,344.00 "," $38,539.00 "," $60,535.00 "," $52,237.00 "," $79,823.00 "," $81,012.00 ",," $29,715.00 "," $43,074.00 ",308935,309317,
65,Ohio,OH,Cincinnati,1/1/2017," $55,178.00 "," $38,938.00 "," $61,545.00 "," $55,434.00 "," $82,789.00 "," $91,908.00 ",," $30,112.00 "," $44,813.00 ",308935,309317,
65,Ohio,OH,Cincinnati,1/1/2018," $57,300.00 "," $43,585.00 "," $67,799.00 "," $58,549.00 "," $86,714.00 "," $92,039.00 "," $126,621.00 "," $31,271.00 "," $49,191.00 ",308935,309317,
65,Ohio,OH,Cincinnati,1/1/2019," $60,251.00 "," $46,260.00 "," $74,226.00 "," $62,941.00 "," $98,767.00 "," $99,785.00 ",," $31,843.00 "," $51,806.00 ",308935,309317,
65,Ohio,OH,Cincinnati,1/1/2020," $63,919.00 "," $42,663.00 "," $68,877.00 "," $58,437.00 "," $90,350.00 "," $93,106.00 "," $129,235.00 "," $33,510.00 "," $49,516.00 ",308935,309317,
65,Ohio,OH,Cincinnati,1/1/2021,," $42,733.00 "," $71,913.00 "," $61,707.00 "," $98,347.00 "," $100,690.00 "," $141,686.00 "," $32,643.00 "," $51,489.00 ",308935,309317,
66,New Jersey,NJ,Newark,1/1/2011," $51,021.00 "," $31,731.00 "," $43,726.00 "," $35,270.00 "," $48,286.00 "," $51,704.00 "," $65,591.00 "," $20,446.00 "," $30,361.00 ",307220,311549,
66,New Jersey,NJ,Newark,1/1/2012," $51,019.00 "," $31,293.00 "," $41,370.00 "," $36,553.00 "," $46,483.00 "," $50,730.00 "," $62,230.00 "," $17,386.00 "," $28,104.00 ",307220,311549,
66,New Jersey,NJ,Newark,1/1/2013," $53,358.00 "," $32,973.00 "," $45,374.00 "," $35,856.00 "," $47,893.00 "," $52,270.00 "," $66,340.00 "," $25,670.00 "," $36,409.00 ",307220,311549,
66,New Jersey,NJ,Newark,1/1/2014," $54,603.00 "," $35,947.00 "," $47,492.00 "," $39,264.00 "," $51,509.00 "," $56,769.00 ",," $22,321.00 "," $33,522.00 ",307220,311549,
66,New Jersey,NJ,Newark,1/1/2015," $52,206.00 "," $30,966.00 "," $45,358.00 "," $36,567.00 "," $50,581.00 "," $51,188.00 ",," $20,532.00 "," $34,232.00 ",307220,311549,
66,New Jersey,NJ,Newark,1/1/2016," $54,879.00 "," $31,100.00 "," $46,899.00 "," $38,798.00 "," $55,745.00 "," $58,768.00 ",," $19,164.00 "," $33,420.00 ",307220,311549,
66,New Jersey,NJ,Newark,1/1/2017," $60,284.00 "," $35,167.00 "," $49,703.00 "," $39,624.00 "," $54,930.00 "," $63,137.00 ",," $22,513.00 "," $36,181.00 ",307220,311549,
66,New Jersey,NJ,Newark,1/1/2018," $62,875.00 "," $37,642.00 "," $53,587.00 "," $47,523.00 "," $62,094.00 "," $60,735.00 "," $77,951.00 "," $24,450.00 "," $36,162.00 ",307220,311549,
66,New Jersey,NJ,Newark,1/1/2019," $64,522.00 "," $40,235.00 "," $53,081.00 "," $44,419.00 "," $57,672.00 "," $59,173.00 ",," $29,331.00 "," $40,738.00 ",307220,311549,
66,New Jersey,NJ,Newark,1/1/2020," $65,528.00 "," $37,476.00 "," $53,750.00 "," $45,507.00 "," $61,835.00 "," $63,142.00 "," $78,798.00 "," $25,456.00 "," $37,436.00 ",307220,311549,
66,New Jersey,NJ,Newark,1/1/2021,," $43,242.00 "," $60,480.00 "," $49,197.00 "," $70,520.00 "," $66,207.00 "," $85,932.00 "," $23,157.00 "," $38,476.00 ",307220,311549,
67,Minnesota,MN,Saint Paul,1/1/2011," $51,719.00 "," $42,069.00 "," $61,600.00 "," $57,396.00 "," $77,094.00 "," $74,740.00 "," $97,172.00 "," $30,952.00 "," $41,110.00 ",307193,311527,
67,Minnesota,MN,Saint Paul,1/1/2012," $53,707.00 "," $48,235.00 "," $64,021.00 "," $61,320.00 "," $77,364.00 "," $81,903.00 ",," $35,410.00 "," $43,558.00 ",307193,311527,
67,Minnesota,MN,Saint Paul,1/1/2013," $56,293.00 "," $49,469.00 "," $68,938.00 "," $61,570.00 "," $84,458.00 "," $83,557.00 "," $108,070.00 "," $35,223.00 "," $47,600.00 ",307193,311527,
67,Minnesota,MN,Saint Paul,1/1/2014," $55,070.00 "," $48,855.00 "," $67,357.00 "," $61,812.00 "," $81,946.00 "," $85,192.00 "," $105,381.00 "," $33,299.00 "," $46,503.00 ",307193,311527,
67,Minnesota,MN,Saint Paul,1/1/2015," $57,299.00 "," $50,267.00 "," $69,456.00 "," $63,173.00 "," $83,454.00 "," $84,854.00 "," $103,467.00 "," $37,330.00 "," $50,102.00 ",307193,311527,
67,Minnesota,MN,Saint Paul,1/1/2016," $60,287.00 "," $54,085.00 "," $75,115.00 "," $67,105.00 "," $92,010.00 "," $89,450.00 "," $113,752.00 "," $39,704.00 "," $51,333.00 ",307193,311527,
67,Minnesota,MN,Saint Paul,1/1/2017," $61,924.00 "," $54,290.00 "," $77,291.00 "," $67,552.00 "," $93,483.00 "," $88,460.00 ",," $39,933.00 "," $52,280.00 ",307193,311527,
67,Minnesota,MN,Saint Paul,1/1/2018," $62,937.00 "," $59,033.00 "," $84,719.00 "," $79,666.00 "," $104,522.00 "," $101,014.00 "," $130,063.00 "," $41,425.00 "," $60,549.00 ",307193,311527,
67,Minnesota,MN,Saint Paul,1/1/2019," $68,652.00 "," $63,174.00 "," $86,013.00 "," $80,676.00 "," $105,537.00 "," $108,509.00 "," $131,720.00 "," $44,358.00 "," $58,476.00 ",307193,311527,
67,Minnesota,MN,Saint Paul,1/1/2020," $66,123.00 "," $59,717.00 "," $83,750.00 "," $74,852.00 "," $101,681.00 "," $98,483.00 "," $125,202.00 "," $43,971.00 "," $59,109.00 ",307193,311527,
67,Minnesota,MN,Saint Paul,1/1/2021,," $66,098.00 "," $90,598.00 "," $87,023.00 "," $109,254.00 "," $113,668.00 ",," $50,085.00 "," $64,614.00 ",307193,311527,
68,Pennsylvania,PA,Pittsburgh,1/1/2011," $49,682.00 "," $35,947.00 "," $54,157.00 "," $49,632.00 "," $71,118.00 "," $70,464.00 "," $96,748.00 "," $24,795.00 "," $36,747.00 ",300431,302971,
68,Pennsylvania,PA,Pittsburgh,1/1/2012," $50,831.00 "," $39,884.00 "," $61,528.00 "," $56,158.00 "," $81,113.00 "," $75,664.00 "," $105,481.00 "," $28,880.00 "," $43,217.00 ",300431,302971,
68,Pennsylvania,PA,Pittsburgh,1/1/2013," $51,400.00 "," $42,004.00 "," $63,867.00 "," $57,276.00 "," $84,741.00 "," $79,016.00 "," $109,902.00 "," $29,542.00 "," $43,407.00 ",300431,302971,
68,Pennsylvania,PA,Pittsburgh,1/1/2014," $52,385.00 "," $41,074.00 "," $60,722.00 "," $56,753.00 "," $79,418.00 "," $77,744.00 "," $103,970.00 "," $29,931.00 "," $43,923.00 ",300431,302971,
68,Pennsylvania,PA,Pittsburgh,1/1/2015," $54,412.00 "," $41,293.00 "," $65,902.00 "," $58,677.00 "," $90,183.00 "," $81,534.00 "," $116,457.00 "," $29,418.00 "," $45,364.00 ",300431,302971,
68,Pennsylvania,PA,Pittsburgh,1/1/2016," $56,099.00 "," $44,707.00 "," $65,103.00 "," $62,450.00 "," $86,870.00 "," $83,607.00 "," $109,410.00 "," $32,179.00 "," $48,071.00 ",300431,302971,
68,Pennsylvania,PA,Pittsburgh,1/1/2017," $58,547.00 "," $45,851.00 "," $69,956.00 "," $66,263.00 "," $92,698.00 "," $86,838.00 ",," $32,064.00 "," $51,659.00 ",300431,302971,
68,Pennsylvania,PA,Pittsburgh,1/1/2018," $59,881.00 "," $47,417.00 "," $72,301.00 "," $72,654.00 "," $100,689.00 "," $95,524.00 ",," $32,122.00 "," $51,639.00 ",300431,302971,
68,Pennsylvania,PA,Pittsburgh,1/1/2019," $64,799.00 "," $53,799.00 "," $77,839.00 "," $74,938.00 "," $105,440.00 "," $100,728.00 ",," $39,582.00 "," $57,269.00 ",300431,302971,
68,Pennsylvania,PA,Pittsburgh,1/1/2020," $64,236.00 "," $50,536.00 "," $73,913.00 "," $71,453.00 "," $98,923.00 "," $94,644.00 "," $126,577.00 "," $36,418.00 "," $54,830.00 ",300431,302971,
68,Pennsylvania,PA,Pittsburgh,1/1/2021,," $57,821.00 "," $85,004.00 "," $81,448.00 "," $112,883.00 "," $109,563.00 "," $145,807.00 "," $40,148.00 "," $62,503.00 ",300431,302971,
69,North Carolina,NC,Greensboro,1/1/2011," $44,229.00 "," $39,637.00 "," $57,430.00 "," $51,785.00 "," $70,314.00 "," $73,268.00 "," $89,672.00 "," $26,413.00 "," $38,677.00 ",298263,299035,
69,North Carolina,NC,Greensboro,1/1/2012," $43,299.00 "," $39,336.00 "," $57,047.00 "," $47,345.00 "," $69,941.00 "," $67,247.00 ",," $27,888.00 "," $36,770.00 ",298263,299035,
69,North Carolina,NC,Greensboro,1/1/2013," $46,093.00 "," $41,150.00 "," $64,323.00 "," $54,430.00 "," $80,951.00 "," $74,031.00 "," $106,309.00 "," $29,163.00 "," $38,881.00 ",298263,299035,
69,North Carolina,NC,Greensboro,1/1/2014," $44,828.00 "," $41,181.00 "," $57,747.00 "," $52,511.00 "," $72,760.00 "," $70,394.00 ",," $28,016.00 "," $37,096.00 ",298263,299035,
69,North Carolina,NC,Greensboro,1/1/2015," $48,283.00 "," $44,934.00 "," $64,017.00 "," $53,250.00 "," $77,778.00 "," $70,363.00 "," $98,165.00 "," $31,345.00 "," $43,706.00 ",298263,299035,
69,North Carolina,NC,Greensboro,1/1/2016," $47,754.00 "," $45,064.00 "," $66,252.00 "," $55,738.00 "," $81,920.00 "," $80,300.00 ",," $31,959.00 "," $44,530.00 ",298263,299035,
69,North Carolina,NC,Greensboro,1/1/2017," $52,284.00 "," $47,043.00 "," $68,850.00 "," $60,993.00 "," $84,761.00 "," $78,926.00 "," $107,162.00 "," $34,484.00 "," $45,277.00 ",298263,299035,
69,North Carolina,NC,Greensboro,1/1/2018," $52,166.00 "," $45,787.00 "," $69,074.00 "," $60,233.00 "," $82,331.00 "," $85,618.00 "," $107,685.00 "," $33,496.00 "," $47,579.00 ",298263,299035,
69,North Carolina,NC,Greensboro,1/1/2019," $55,820.00 "," $49,748.00 "," $73,496.00 "," $63,841.00 "," $87,863.00 "," $86,650.00 ",," $35,269.00 "," $49,901.00 ",298263,299035,
69,North Carolina,NC,Greensboro,1/1/2020," $55,577.00 "," $49,492.00 "," $73,183.00 "," $64,570.00 "," $88,785.00 "," $86,932.00 "," $114,965.00 "," $35,553.00 "," $50,261.00 ",298263,299035,
69,North Carolina,NC,Greensboro,1/1/2021,," $51,825.00 "," $75,155.00 "," $66,600.00 "," $90,349.00 "," $90,506.00 ",," $38,632.00 "," $54,419.00 ",298263,299035,
70,Missouri,MO,St. Louis,1/1/2011," $32,576.00 "," $32,570.00 "," $47,348.00 "," $43,299.00 "," $59,883.00 "," $69,458.00 ",  N  ," $25,185.00 "," $35,328.00 ",293310,301578,
70,Missouri,MO,St. Louis,1/1/2012," $32,084.00 "," $31,997.00 "," $49,814.00 "," $42,698.00 "," $59,055.00 "," $65,906.00 "," $81,550.00 "," $25,101.00 "," $40,406.00 ",293310,301578,
70,Missouri,MO,St. Louis,1/1/2013," $34,346.00 "," $34,488.00 "," $49,527.00 "," $41,990.00 "," $59,870.00 "," $64,183.00 "," $83,455.00 "," $27,143.00 "," $39,701.00 ",293310,301578,
70,Missouri,MO,St. Louis,1/1/2014," $35,681.00 "," $35,959.00 "," $49,518.00 "," $45,324.00 "," $62,985.00 "," $70,410.00 "," $89,589.00 "," $26,201.00 "," $36,192.00 ",293310,301578,
70,Missouri,MO,St. Louis,1/1/2015," $37,948.00 "," $38,397.00 "," $57,200.00 "," $49,992.00 "," $71,253.00 "," $78,039.00 ",," $30,707.00 "," $44,066.00 ",293310,301578,
70,Missouri,MO,St. Louis,1/1/2016," $39,954.00 "," $40,346.00 "," $61,944.00 "," $48,062.00 "," $81,350.00 "," $86,649.00 ",," $32,184.00 "," $44,288.00 ",293310,301578,
70,Missouri,MO,St. Louis,1/1/2017," $40,876.00 "," $41,441.00 "," $61,530.00 "," $56,652.00 "," $79,776.00 "," $84,167.00 ",," $30,273.00 "," $43,582.00 ",293310,301578,
70,Missouri,MO,St. Louis,1/1/2018," $43,263.00 "," $43,889.00 "," $63,791.00 "," $60,075.00 "," $82,161.00 "," $92,093.00 ",," $33,844.00 "," $47,286.00 ",293310,301578,
70,Missouri,MO,St. Louis,1/1/2019," $46,309.00 "," $47,176.00 "," $64,422.00 "," $65,317.00 "," $87,189.00 "," $93,650.00 ",," $34,287.00 "," $45,758.00 ",293310,301578,
70,Missouri,MO,St. Louis,1/1/2020," $45,773.00 "," $45,782.00 "," $65,863.00 "," $60,978.00 "," $84,078.00 "," $91,587.00 "," $113,393.00 "," $34,523.00 "," $49,031.00 ",293310,301578,
70,Missouri,MO,St. Louis,1/1/2021,," $49,965.00 "," $68,460.00 "," $63,402.00 "," $87,499.00 "," $100,287.00 ",," $37,063.00 "," $53,106.00 ",293310,301578,
71,Nebraska,NE,Lincoln,1/1/2011," $49,046.00 "," $46,670.00 "," $63,362.00 "," $63,153.00 "," $78,852.00 "," $78,461.00 ",  N  ," $29,250.00 "," $36,714.00 ",292657,291082,
71,Nebraska,NE,Lincoln,1/1/2012," $50,478.00 "," $48,070.00 "," $63,279.00 "," $62,491.00 "," $79,023.00 "," $74,516.00 ",," $30,626.00 "," $39,207.00 ",292657,291082,
71,Nebraska,NE,Lincoln,1/1/2013," $52,275.00 "," $49,419.00 "," $63,822.00 "," $63,722.00 "," $79,013.00 "," $79,377.00 ",," $31,698.00 "," $39,637.00 ",292657,291082,
71,Nebraska,NE,Lincoln,1/1/2014," $52,011.00 "," $50,241.00 "," $66,150.00 "," $65,557.00 "," $82,371.00 "," $79,712.00 ",," $32,352.00 "," $39,232.00 ",292657,291082,
71,Nebraska,NE,Lincoln,1/1/2015," $54,422.00 "," $51,503.00 "," $67,465.00 "," $69,526.00 "," $84,916.00 "," $85,678.00 ",," $33,163.00 "," $42,821.00 ",292657,291082,
71,Nebraska,NE,Lincoln,1/1/2016," $58,873.00 "," $55,792.00 "," $72,144.00 "," $73,704.00 "," $89,799.00 "," $85,193.00 ",," $30,997.00 "," $43,439.00 ",292657,291082,
71,Nebraska,NE,Lincoln,1/1/2017," $59,681.00 "," $56,160.00 "," $75,073.00 "," $75,146.00 "," $93,685.00 "," $90,565.00 "," $107,448.00 "," $36,029.00 "," $45,516.00 ",292657,291082,
71,Nebraska,NE,Lincoln,1/1/2018," $58,618.00 "," $55,388.00 "," $72,809.00 "," $75,489.00 "," $91,721.00 "," $92,317.00 ",," $37,481.00 "," $45,473.00 ",292657,291082,
71,Nebraska,NE,Lincoln,1/1/2019," $61,383.00 "," $59,228.00 "," $81,029.00 "," $78,437.00 "," $103,185.00 "," $92,360.00 ",," $37,123.00 "," $49,399.00 ",292657,291082,
71,Nebraska,NE,Lincoln,1/1/2020," $65,819.00 "," $60,063.00 "," $79,255.00 "," $79,395.00 "," $99,258.00 "," $95,493.00 "," $114,216.00 "," $37,297.00 "," $48,619.00 ",292657,291082,
71,Nebraska,NE,Lincoln,1/1/2021,," $62,294.00 "," $81,837.00 "," $87,585.00 "," $104,727.00 "," $98,800.00 ",," $40,209.00 "," $49,996.00 ",292657,291082,
