Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Built 1970 to 1979',)","Memphis city, Tennessee","58,295","±3,504",19.60%,±1.2
"('Built 1970 to 1979',)","Mesa city, Arizona","45,176","±3,182",22.50%,±1.5
"('Built 1970 to 1979',)","Miami city, Florida","25,722","±2,493",13.60%,±1.3
"('Built 1970 to 1979',)","Milwaukee city, Wisconsin","21,638","±1,902",8.40%,±0.7
"('Built 1970 to 1979',)","Minneapolis city, Minnesota","17,319","±2,014",9.70%,±1.1
"('Built 1970 to 1979',)","New Orleans city, Louisiana","28,472","±1,931",14.90%,±1.0
"('Built 1970 to 1979',)","New York city, New York","247,512","±7,195",7.30%,±0.2
"('Built 1970 to 1979',)","Newark city, New Jersey","10,463","±1,344",9.60%,±1.2
"('Built 1970 to 1979',)","Oakland city, California","19,042","±1,996",11.10%,±1.1
"('Built 1970 to 1979',)","Oklahoma City city, Oklahoma","46,664","±2,850",17.90%,±1.1
"('Built 1970 to 1979',)","Omaha city, Nebraska","34,626","±2,453",19.10%,±1.3
"('Built 1970 to 1979',)","Orlando city, Florida","17,224","±2,067",14.10%,±1.5
"('Built 1970 to 1979',)","Philadelphia city, Pennsylvania","45,637","±3,658",6.80%,±0.5
"('Built 1970 to 1979',)","Phoenix city, Arizona","121,413","±4,776",20.30%,±0.8
"('Built 1970 to 1979',)","Pittsburgh city, Pennsylvania","7,509","±1,078",4.90%,±0.7
"('Built 1970 to 1979',)","Plano city, Texas","18,947","±2,072",18.00%,±1.8
"('Built 1970 to 1979',)","Portland city, Oregon","30,476","±2,956",11.50%,±1.1
"('Built 1970 to 1979',)","Raleigh city, North Carolina","20,421","±1,997",11.50%,±1.1
"('Built 1970 to 1979',)","Riverside city, California","21,582","±2,212",22.10%,±2.1
"('Built 1970 to 1979',)","Sacramento city, California","27,413","±2,278",14.30%,±1.2
"('Built 1970 to 1979',)","San Antonio city, Texas","93,581","±4,069",17.50%,±0.7
"('Built 1970 to 1979',)","San Diego city, California","112,633","±5,085",21.90%,±0.9
"('Built 1970 to 1979',)","San Francisco city, California","24,517","±2,342",6.50%,±0.6
"('Built 1970 to 1979',)","San Jose city, California","82,947","±3,839",25.90%,±1.2
"('Built 1970 to 1979',)","Santa Ana city, California","18,103","±1,847",24.40%,±2.2
"('Built 1970 to 1979',)","Seattle city, Washington","31,735","±2,953",10.20%,±0.9
"('Built 1970 to 1979',)","St. Louis city, Missouri","8,394","±1,263",4.80%,±0.7
"('Built 1970 to 1979',)","St. Paul city, Minnesota","13,522","±1,680",11.40%,±1.4
"('Built 1970 to 1979',)","Stockton city, California","20,401","±2,111",20.40%,±2.1
"('Built 1970 to 1979',)","Tampa city, Florida","18,128","±1,945",11.40%,±1.2
"('Built 1970 to 1979',)","Tucson city, Arizona","48,526","±3,066",21.00%,±1.2
"('Built 1970 to 1979',)","Tulsa city, Oklahoma","41,508","±1,633",22.20%,±0.9
"('Built 1970 to 1979',)","Virginia Beach city, Virginia","39,701","±2,495",22.10%,±1.4
"('Built 1970 to 1979',)","Washington city, District of Columbia","27,151","±2,405",9.00%,±0.8
"('Built 1970 to 1979',)","Wichita city, Kansas","22,330","±2,139",13.30%,±1.3
"('Built 1960 to 1969',)","Albuquerque city, New Mexico","25,282","±2,163",10.50%,±0.9
"('Built 1960 to 1969',)","Anaheim city, California","16,350","±2,156",15.60%,±2.0
"('Built 1960 to 1969',)","Anchorage municipality, Alaska","15,191","±1,993",13.40%,±1.7
"('Built 1960 to 1969',)","Arlington city, Texas","12,400","±1,643",8.40%,±1.1
"('Built 1960 to 1969',)","Atlanta city, Georgia","29,339","±2,636",13.10%,±1.1
"('Built 1960 to 1969',)","Aurora city, Colorado","9,705","±1,195",7.40%,±0.9
"('Built 1960 to 1969',)","Austin city, Texas","31,910","±2,921",8.90%,±0.8
"('Built 1960 to 1969',)","Bakersfield city, California","9,285","±1,388",7.80%,±1.1
"('Built 1960 to 1969',)","Baltimore city, Maryland","25,706","±2,269",8.70%,±0.8
"('Built 1960 to 1969',)","Boston city, Massachusetts","19,184","±1,830",7.10%,±0.7
"('Built 1960 to 1969',)","Charlotte city, North Carolina","32,190","±2,506",9.80%,±0.8
"('Built 1960 to 1969',)","Chicago city, Illinois","124,940","±4,843",10.50%,±0.4
"('Built 1960 to 1969',)","Cincinnati city, Ohio","22,998","±2,413",14.40%,±1.5
"('Built 1960 to 1969',)","Cleveland city, Ohio","16,183","±1,388",7.70%,±0.7
"('Built 1960 to 1969',)","Colorado Springs city, Colorado","18,901","±1,681",10.50%,±0.9
"('Built 1960 to 1969',)","Columbus city, Ohio","48,803","±3,081",12.80%,±0.8
"('Built 1960 to 1969',)","Corpus Christi city, Texas","17,428","±1,979",13.80%,±1.6
"('Built 1960 to 1969',)","Dallas city, Texas","72,779","±3,783",13.90%,±0.7
"('Built 1960 to 1969',)","Denver city, Colorado","34,420","±2,341",11.90%,±0.8
"('Built 1960 to 1969',)","Detroit city, Michigan","27,131","±2,179",7.40%,±0.6
"('Built 1960 to 1969',)","Durham city, North Carolina","13,197","±1,656",12.30%,±1.5
"('Built 1960 to 1969',)","El Paso city, Texas","30,712","±1,997",13.10%,±0.8
"('Built 1960 to 1969',)","Fort Worth city, Texas","27,682","±2,757",9.40%,±0.9
"('Built 1960 to 1969',)","Fresno city, California","20,589","±2,095",11.70%,±1.2
"('Built 1960 to 1969',)","Greensboro city, North Carolina","13,617","±1,636",10.90%,±1.3
"('Built 1960 to 1969',)","Henderson city, Nevada","1,437",±444,1.30%,±0.4
"('Built 1960 to 1969',)","Houston city, Texas","131,515","±5,614",14.40%,±0.6
"('Built 1960 to 1969',)","Indianapolis city (balance), Indiana","52,995","±3,101",13.90%,±0.8
"('Built 1960 to 1969',)","Irvine city, California","2,983",±710,3.40%,±0.8
"('Built 1960 to 1969',)","Jacksonville city, Florida","42,829","±3,653",11.60%,±1.0
"('Built 1960 to 1969',)","Jersey City city, New Jersey","8,454","±1,488",7.70%,±1.3
"('Built 1960 to 1969',)","Kansas City city, Missouri","35,759","±2,675",15.60%,±1.2
"('Built 1960 to 1969',)","Las Vegas city, Nevada","20,721","±1,999",8.30%,±0.8
"('Built 1960 to 1969',)","Lincoln city, Nebraska","12,278","±1,346",11.00%,±1.2
"('Built 1960 to 1969',)","Long Beach city, California","25,371","±2,171",14.60%,±1.2
"('Built 1960 to 1969',)","Los Angeles city, California","196,947","±5,371",13.80%,±0.4
"('Built 1960 to 1969',)","Memphis city, Tennessee","49,126","±2,980",16.50%,±1.0
"('Built 1960 to 1969',)","Mesa city, Arizona","14,751","±1,819",7.30%,±0.9
"('Built 1960 to 1969',)","Miami city, Florida","19,544","±2,045",10.30%,±1.1
"('Built 1960 to 1969',)","Milwaukee city, Wisconsin","26,618","±1,980",10.40%,±0.8
"('Built 1960 to 1969',)","Minneapolis city, Minnesota","13,520","±1,423",7.50%,±0.8
"('Built 1960 to 1969',)","New Orleans city, Louisiana","18,317","±1,520",9.60%,±0.8
"('Built 1960 to 1969',)","New York city, New York","394,913","±8,013",11.70%,±0.2
"('Built 1960 to 1969',)","Newark city, New Jersey","9,645","±1,256",8.80%,±1.1
"('Built 1960 to 1969',)","Oakland city, California","20,259","±2,221",11.80%,±1.2
"('Built 1960 to 1969',)","Oklahoma City city, Oklahoma","34,722","±2,220",13.30%,±0.8
"('Built 1960 to 1969',)","Omaha city, Nebraska","27,705","±1,730",15.30%,±0.9
"('Built 1960 to 1969',)","Orlando city, Florida","9,230","±1,574",7.50%,±1.3
"('Built 1960 to 1969',)","Philadelphia city, Pennsylvania","72,797","±4,316",10.90%,±0.6
"('Built 1960 to 1969',)","Phoenix city, Arizona","60,429","±3,397",10.10%,±0.6
"('Built 1960 to 1969',)","Pittsburgh city, Pennsylvania","12,706","±1,731",8.30%,±1.1
"('Built 1960 to 1969',)","Plano city, Texas","4,254",±864,4.00%,±0.8
"('Built 1960 to 1969',)","Portland city, Oregon","27,549","±2,199",10.40%,±0.8
"('Built 1960 to 1969',)","Raleigh city, North Carolina","14,118","±1,616",7.90%,±0.8
"('Built 1960 to 1969',)","Riverside city, California","12,184","±1,446",12.50%,±1.5
"('Built 1960 to 1969',)","Sacramento city, California","23,073","±2,401",12.00%,±1.2
"('Built 1960 to 1969',)","San Antonio city, Texas","59,492","±3,911",11.10%,±0.7
"('Built 1960 to 1969',)","San Diego city, California","65,044","±2,915",12.70%,±0.5
"('Built 1960 to 1969',)","San Francisco city, California","30,063","±2,689",8.00%,±0.7
"('Built 1960 to 1969',)","San Jose city, California","63,743","±3,403",19.90%,±1.0
"('Built 1960 to 1969',)","Santa Ana city, California","16,552","±1,435",22.30%,±1.8
"('Built 1960 to 1969',)","Seattle city, Washington","29,158","±2,661",9.40%,±0.8
"('Built 1960 to 1969',)","St. Louis city, Missouri","13,383","±1,460",7.60%,±0.8
"('Built 1960 to 1969',)","St. Paul city, Minnesota","10,615","±1,302",8.90%,±1.1
"('Built 1960 to 1969',)","Stockton city, California","10,322","±1,168",10.30%,±1.2
"('Built 1960 to 1969',)","Tampa city, Florida","20,020","±1,913",12.60%,±1.2
"('Built 1960 to 1969',)","Tucson city, Arizona","28,375","±2,329",12.30%,±1.0
"('Built 1960 to 1969',)","Tulsa city, Oklahoma","27,614","±1,388",14.80%,±0.7
"('Built 1960 to 1969',)","Virginia Beach city, Virginia","23,757","±2,394",13.20%,±1.3
"('Built 1960 to 1969',)","Washington city, District of Columbia","38,368","±2,320",12.80%,±0.8
"('Built 1960 to 1969',)","Wichita city, Kansas","14,346","±1,408",8.50%,±0.9
"('Built 1950 to 1959',)","Albuquerque city, New Mexico","29,127","±2,140",12.10%,±0.9
"('Built 1950 to 1959',)","Anaheim city, California","24,156","±1,865",23.00%,±1.7
"('Built 1950 to 1959',)","Anchorage municipality, Alaska","6,441","±1,238",5.70%,±1.1
"('Built 1950 to 1959',)","Arlington city, Texas","8,727","±1,369",5.90%,±0.9
"('Built 1950 to 1959',)","Atlanta city, Georgia","29,337","±2,208",13.10%,±1.0
"('Built 1950 to 1959',)","Aurora city, Colorado","9,136","±1,175",6.90%,±0.9
"('Built 1950 to 1959',)","Austin city, Texas","21,874","±2,051",6.10%,±0.6
"('Built 1950 to 1959',)","Bakersfield city, California","8,463","±1,443",7.10%,±1.2
"('Built 1950 to 1959',)","Baltimore city, Maryland","43,106","±2,844",14.60%,±0.9
"('Built 1950 to 1959',)","Boston city, Massachusetts","19,635","±2,032",7.30%,±0.8
"('Built 1950 to 1959',)","Charlotte city, North Carolina","24,356","±2,072",7.50%,±0.6
"('Built 1950 to 1959',)","Chicago city, Illinois","136,377","±5,615",11.50%,±0.5
"('Built 1950 to 1959',)","Cincinnati city, Ohio","20,717","±1,991",13.00%,±1.2
"('Built 1950 to 1959',)","Cleveland city, Ohio","30,184","±2,411",14.30%,±1.1
"('Built 1950 to 1959',)","Colorado Springs city, Colorado","14,903","±1,594",8.20%,±0.9
"('Built 1950 to 1959',)","Columbus city, Ohio","46,405","±2,718",12.20%,±0.7
"('Built 1950 to 1959',)","Corpus Christi city, Texas","19,252","±1,707",15.30%,±1.4
"('Built 1950 to 1959',)","Dallas city, Texas","67,797","±3,762",12.90%,±0.7
"('Built 1950 to 1959',)","Denver city, Colorado","47,435","±2,930",16.50%,±1.0
"('Built 1950 to 1959',)","Detroit city, Michigan","93,309","±3,436",25.40%,±0.9
"('Built 1950 to 1959',)","Durham city, North Carolina","8,535","±1,246",7.90%,±1.2
"('Built 1950 to 1959',)","El Paso city, Texas","30,137","±2,020",12.80%,±0.9
"('Built 1950 to 1959',)","Fort Worth city, Texas","37,150","±2,368",12.50%,±0.8
"('Built 1950 to 1959',)","Fresno city, California","19,776","±1,814",11.30%,±1.0
"('Built 1950 to 1959',)","Greensboro city, North Carolina","12,416","±1,339",9.90%,±1.1
"('Built 1950 to 1959',)","Henderson city, Nevada","1,603",±559,1.40%,±0.5
"('Built 1950 to 1959',)","Houston city, Texas","100,518","±3,733",11.00%,±0.4
"('Built 1950 to 1959',)","Indianapolis city (balance), Indiana","52,739","±3,721",13.80%,±1.0
"('Built 1950 to 1959',)","Irvine city, California",504,±458,0.60%,±0.5
"('Built 1950 to 1959',)","Jacksonville city, Florida","44,138","±3,040",12.00%,±0.8
"('Built 1950 to 1959',)","Jersey City city, New Jersey","10,282","±1,404",9.30%,±1.2
"('Built 1950 to 1959',)","Kansas City city, Missouri","34,073","±2,229",14.90%,±0.9
"('Built 1950 to 1959',)","Las Vegas city, Nevada","11,931","±1,601",4.80%,±0.6
"('Built 1950 to 1959',)","Lincoln city, Nebraska","13,170","±1,684",11.80%,±1.5
"('Built 1950 to 1959',)","Long Beach city, California","37,915","±2,721",21.90%,±1.4
"('Built 1950 to 1959',)","Los Angeles city, California","253,497","±6,023",17.70%,±0.4
"('Built 1950 to 1959',)","Memphis city, Tennessee","52,796","±2,968",17.80%,±1.0
"('Built 1950 to 1959',)","Mesa city, Arizona","7,051","±1,158",3.50%,±0.6
"('Built 1950 to 1959',)","Miami city, Florida","29,160","±2,636",15.40%,±1.3
"('Built 1950 to 1959',)","Milwaukee city, Wisconsin","52,021","±2,629",20.20%,±1.0
"('Built 1950 to 1959',)","Minneapolis city, Minnesota","16,931","±1,639",9.40%,±0.9
"('Built 1950 to 1959',)","New Orleans city, Louisiana","24,203","±1,753",12.70%,±0.9
"('Built 1950 to 1959',)","New York city, New York","457,551","±9,849",13.50%,±0.3
"('Built 1950 to 1959',)","Newark city, New Jersey","14,050","±1,722",12.90%,±1.5
"('Built 1950 to 1959',)","Oakland city, California","20,132","±1,659",11.80%,±1.0
"('Built 1950 to 1959',)","Oklahoma City city, Oklahoma","30,597","±2,075",11.80%,±0.8
"('Built 1950 to 1959',)","Omaha city, Nebraska","21,353","±1,806",11.80%,±1.0
"('Built 1950 to 1959',)","Orlando city, Florida","12,680","±1,528",10.40%,±1.2
"('Built 1950 to 1959',)","Philadelphia city, Pennsylvania","107,614","±3,715",16.10%,±0.6
"('Built 1950 to 1959',)","Phoenix city, Arizona","63,340","±3,104",10.60%,±0.5
"('Built 1950 to 1959',)","Pittsburgh city, Pennsylvania","19,553","±1,606",12.80%,±1.0
"('Built 1950 to 1959',)","Plano city, Texas","1,052",±602,1.00%,±0.6
"('Built 1950 to 1959',)","Portland city, Oregon","33,678","±2,181",12.70%,±0.8
"('Built 1950 to 1959',)","Raleigh city, North Carolina","9,032","±1,097",5.10%,±0.6
"('Built 1950 to 1959',)","Riverside city, California","17,327","±1,741",17.80%,±1.8
"('Built 1950 to 1959',)","Sacramento city, California","25,917","±2,018",13.50%,±1.0
"('Built 1950 to 1959',)","San Antonio city, Texas","56,453","±3,070",10.60%,±0.6
"('Built 1950 to 1959',)","San Diego city, California","66,656","±3,586",13.00%,±0.7
"('Built 1950 to 1959',)","San Francisco city, California","35,856","±2,455",9.50%,±0.6
"('Built 1950 to 1959',)","San Jose city, California","37,444","±2,744",11.70%,±0.8
"('Built 1950 to 1959',)","Santa Ana city, California","14,981","±1,273",20.20%,±1.8
"('Built 1950 to 1959',)","Seattle city, Washington","34,350","±2,433",11.10%,±0.8
"('Built 1950 to 1959',)","St. Louis city, Missouri","22,090","±2,093",12.60%,±1.2
"('Built 1950 to 1959',)","St. Paul city, Minnesota","15,226","±1,508",12.80%,±1.2
"('Built 1950 to 1959',)","Stockton city, California","9,179","±1,284",9.20%,±1.2
"('Built 1950 to 1959',)","Tampa city, Florida","23,267","±2,131",14.60%,±1.3
"('Built 1950 to 1959',)","Tucson city, Arizona","33,788","±2,863",14.60%,±1.2
"('Built 1950 to 1959',)","Tulsa city, Oklahoma","32,015","±1,404",17.10%,±0.7
"('Built 1950 to 1959',)","Virginia Beach city, Virginia","11,385","±1,491",6.30%,±0.8
"('Built 1950 to 1959',)","Washington city, District of Columbia","41,402","±2,899",13.80%,±1.0
"('Built 1950 to 1959',)","Wichita city, Kansas","34,943","±2,546",20.80%,±1.5
"('Built 1940 to 1949',)","Albuquerque city, New Mexico","10,064","±1,514",4.20%,±0.6
"('Built 1940 to 1949',)","Anaheim city, California","2,814",±683,2.70%,±0.7
"('Built 1940 to 1949',)","Anchorage municipality, Alaska","2,833",±872,2.50%,±0.8
"('Built 1940 to 1949',)","Arlington city, Texas","1,319",±535,0.90%,±0.4
"('Built 1940 to 1949',)","Atlanta city, Georgia","14,769","±1,686",6.60%,±0.8
"('Built 1940 to 1949',)","Aurora city, Colorado","1,774",±582,1.30%,±0.4
"('Built 1940 to 1949',)","Austin city, Texas","10,249","±1,361",2.80%,±0.4
"('Built 1940 to 1949',)","Bakersfield city, California","3,467",±917,2.90%,±0.8
"('Built 1940 to 1949',)","Baltimore city, Maryland","35,957","±2,685",12.10%,±0.9
"('Built 1940 to 1949',)","Boston city, Massachusetts","15,611","±1,715",5.80%,±0.6
"('Built 1940 to 1949',)","Charlotte city, North Carolina","9,814","±1,417",3.00%,±0.4
"('Built 1940 to 1949',)","Chicago city, Illinois","93,903","±4,110",7.90%,±0.4
"('Built 1940 to 1949',)","Cincinnati city, Ohio","13,891","±1,688",8.70%,±1.1
"('Built 1940 to 1949',)","Cleveland city, Ohio","25,245","±1,956",12.00%,±0.9
"('Built 1940 to 1949',)","Colorado Springs city, Colorado","3,379",±900,1.90%,±0.5
"('Built 1940 to 1949',)","Columbus city, Ohio","20,680","±2,085",5.40%,±0.5
"('Built 1940 to 1949',)","Corpus Christi city, Texas","7,822","±1,363",6.20%,±1.1
"('Built 1940 to 1949',)","Dallas city, Texas","32,640","±2,461",6.20%,±0.5
"('Built 1940 to 1949',)","Denver city, Colorado","20,533","±1,954",7.10%,±0.7
"('Built 1940 to 1949',)","Detroit city, Michigan","89,409","±3,176",24.40%,±0.8
"('Built 1940 to 1949',)","Durham city, North Carolina","4,633","±1,041",4.30%,±1.0
"('Built 1940 to 1949',)","El Paso city, Texas","10,549","±1,942",4.50%,±0.8
"('Built 1940 to 1949',)","Fort Worth city, Texas","17,594","±1,775",5.90%,±0.6
"('Built 1940 to 1949',)","Fresno city, California","12,308","±1,312",7.00%,±0.7
"('Built 1940 to 1949',)","Greensboro city, North Carolina","5,819","±1,042",4.70%,±0.8
"('Built 1940 to 1949',)","Henderson city, Nevada",966,±420,0.90%,±0.4
"('Built 1940 to 1949',)","Houston city, Texas","45,613","±3,076",5.00%,±0.3
"('Built 1940 to 1949',)","Indianapolis city (balance), Indiana","29,960","±2,340",7.80%,±0.6
"('Built 1940 to 1949',)","Irvine city, California",117,±140,0.10%,±0.2
"('Built 1940 to 1949',)","Jacksonville city, Florida","20,364","±2,420",5.50%,±0.7
"('Built 1940 to 1949',)","Jersey City city, New Jersey","9,410","±1,447",8.60%,±1.3
"('Built 1940 to 1949',)","Kansas City city, Missouri","16,356","±1,892",7.20%,±0.8
"('Built 1940 to 1949',)","Las Vegas city, Nevada","2,797",±691,1.10%,±0.3
"('Built 1940 to 1949',)","Lincoln city, Nebraska","4,474",±923,4.00%,±0.8
"('Built 1940 to 1949',)","Long Beach city, California","25,947","±2,144",15.00%,±1.2
"('Built 1940 to 1949',)","Los Angeles city, California","148,579","±3,882",10.40%,±0.3
"('Built 1940 to 1949',)","Memphis city, Tennessee","21,449","±2,204",7.20%,±0.7
"('Built 1940 to 1949',)","Mesa city, Arizona","1,165",±439,0.60%,±0.2
"('Built 1940 to 1949',)","Miami city, Florida","29,961","±2,541",15.80%,±1.3
"('Built 1940 to 1949',)","Milwaukee city, Wisconsin","30,271","±2,247",11.80%,±0.9
"('Built 1940 to 1949',)","Minneapolis city, Minnesota","13,369","±1,453",7.50%,±0.8
"('Built 1940 to 1949',)","New Orleans city, Louisiana","19,484","±1,656",10.20%,±0.9
"('Built 1940 to 1949',)","New York city, New York","342,446","±9,625",10.10%,±0.3
"('Built 1940 to 1949',)","Newark city, New Jersey","14,747","±1,593",13.50%,±1.4
"('Built 1940 to 1949',)","Oakland city, California","18,743","±1,748",11.00%,±1.0
"('Built 1940 to 1949',)","Oklahoma City city, Oklahoma","16,206","±1,684",6.20%,±0.7
