Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('2 rooms',)","Detroit city, Michigan","5,645","±1,031",1.70%,±0.3
"('2 rooms',)","Durham city, North Carolina","5,819","±1,240",4.40%,±0.9
"('2 rooms',)","El Paso city, Texas","7,611","±1,643",2.90%,±0.6
"('2 rooms',)","Fort Worth city, Texas","13,385","±2,262",3.70%,±0.6
"('2 rooms',)","Fresno city, California","4,781","±1,369",2.50%,±0.7
"('2 rooms',)","Greensboro city, North Carolina","6,627","±1,989",4.70%,±1.4
"('2 rooms',)","Henderson city, Nevada","3,388","±1,152",2.60%,±0.9
"('2 rooms',)","Houston city, Texas","105,595","±7,081",10.30%,±0.7
"('2 rooms',)","Indianapolis city (balance), Indiana","10,839","±1,946",2.70%,±0.5
"('2 rooms',)","Irvine city, California","8,288","±2,182",6.80%,±1.7
"('2 rooms',)","Jacksonville city, Florida","15,102","±2,826",3.60%,±0.7
"('2 rooms',)","Jersey City city, New Jersey","12,682","±2,045",9.60%,±1.5
"('2 rooms',)","Kansas City city, Missouri","10,521","±1,729",4.30%,±0.7
"('2 rooms',)","Las Vegas city, Nevada","14,753","±1,850",5.50%,±0.7
"('2 rooms',)","Lexington-Fayette urban county, Kentucky","5,092","±1,456",3.50%,±1.0
"('2 rooms',)","Lincoln city, Nebraska","4,136","±1,023",3.30%,±0.8
"('2 rooms',)","Long Beach city, California","9,847","±1,846",5.50%,±1.0
"('2 rooms',)","Los Angeles city, California","125,395","±5,254",8.10%,±0.3
"('2 rooms',)","Memphis city, Tennessee","3,548","±1,156",1.20%,±0.4
"('2 rooms',)","Mesa city, Arizona","10,615","±1,638",4.80%,±0.7
"('2 rooms',)","Miami city, Florida","13,900","±2,666",6.30%,±1.2
"('2 rooms',)","Milwaukee city, Wisconsin","8,493","±1,437",3.30%,±0.6
"('2 rooms',)","Minneapolis city, Minnesota","15,952","±2,017",7.80%,±1.0
"('2 rooms',)","Nashville-Davidson metropolitan government (balance), Tennessee","12,750","±2,208",3.80%,±0.7
"('2 rooms',)","New Orleans city, Louisiana","6,196","±1,209",3.20%,±0.6
"('2 rooms',)","New York city, New York","291,311","±11,273",8.00%,±0.3
"('2 rooms',)","Newark city, New Jersey","4,497","±1,089",3.70%,±0.9
"('2 rooms',)","Oakland city, California","14,520","±1,933",7.80%,±1.0
"('2 rooms',)","Oklahoma City city, Oklahoma","9,189","±2,079",3.00%,±0.7
"('2 rooms',)","Omaha city, Nebraska","9,232","±1,557",4.30%,±0.7
"('2 rooms',)","Orlando city, Florida","8,715","±2,151",5.80%,±1.4
"('2 rooms',)","Philadelphia city, Pennsylvania","35,567","±4,319",4.90%,±0.6
"('2 rooms',)","Phoenix city, Arizona","26,203","±3,271",4.10%,±0.5
"('2 rooms',)","Pittsburgh city, Pennsylvania","8,568","±1,703",5.40%,±1.0
"('2 rooms',)","Plano city, Texas","6,570","±1,501",5.70%,±1.3
"('2 rooms',)","Portland city, Oregon","23,118","±2,830",7.60%,±0.9
"('2 rooms',)","Raleigh city, North Carolina","9,215","±1,739",4.20%,±0.8
"('2 rooms',)","Riverside city, California","3,856","±1,040",4.10%,±1.1
"('2 rooms',)","Sacramento city, California","10,340","±2,129",4.90%,±1.0
"('2 rooms',)","San Antonio city, Texas","27,736","±3,810",4.60%,±0.6
"('2 rooms',)","San Diego city, California","37,637","±3,460",6.80%,±0.6
"('2 rooms',)","San Francisco city, California","40,356","±4,076",9.80%,±1.0
"('2 rooms',)","San Jose city, California","23,930","±2,476",7.00%,±0.7
"('2 rooms',)","Santa Ana city, California","2,337",±841,2.90%,±1.0
"('2 rooms',)","Seattle city, Washington","46,389","±4,479",12.10%,±1.1
"('2 rooms',)","St. Louis city, Missouri","6,954","±1,208",4.00%,±0.7
"('2 rooms',)","St. Paul city, Minnesota","6,346","±1,246",4.80%,±0.9
"('2 rooms',)","Stockton city, California","1,196",±564,1.20%,±0.5
"('2 rooms',)","Tampa city, Florida","8,268","±1,490",4.80%,±0.8
"('2 rooms',)","Tucson city, Arizona","10,743","±1,994",4.40%,±0.8
"('2 rooms',)","Tulsa city, Oklahoma","6,721","±1,038",3.50%,±0.5
"('2 rooms',)","Virginia Beach city, Virginia","2,075",±875,1.10%,±0.5
"('2 rooms',)","Washington city, District of Columbia","41,349","±3,924",11.60%,±1.1
"('2 rooms',)","Wichita city, Kansas","4,766","±1,342",2.70%,±0.8
"('3 rooms',)","Albuquerque city, New Mexico","28,992","±2,950",11.30%,±1.1
"('3 rooms',)","Anaheim city, California","17,433","±1,983",15.80%,±1.7
"('3 rooms',)","Anchorage municipality, Alaska","10,182","±1,704",8.50%,±1.4
"('3 rooms',)","Arlington city, Texas","21,718","±3,436",13.90%,±2.0
"('3 rooms',)","Atlanta city, Georgia","45,399","±4,647",17.90%,±1.7
"('3 rooms',)","Aurora city, Colorado","20,250","±2,528",13.50%,±1.6
"('3 rooms',)","Austin city, Texas","83,133","±7,168",17.70%,±1.4
"('3 rooms',)","Bakersfield city, California","10,796","±1,922",8.00%,±1.4
"('3 rooms',)","Baltimore city, Maryland","27,364","±2,928",9.30%,±1.0
"('3 rooms',)","Boston city, Massachusetts","60,192","±3,523",19.60%,±1.1
"('3 rooms',)","Charlotte city, North Carolina","50,035","±3,803",12.70%,±0.9
"('3 rooms',)","Chicago city, Illinois","173,529","±6,026",13.60%,±0.5
"('3 rooms',)","Cincinnati city, Ohio","28,671","±2,705",17.90%,±1.6
"('3 rooms',)","Cleveland city, Ohio","24,677","±2,709",12.20%,±1.3
"('3 rooms',)","Colorado Springs city, Colorado","20,534","±2,637",10.00%,±1.3
"('3 rooms',)","Columbus city, Ohio","50,009","±4,019",11.80%,±0.9
"('3 rooms',)","Corpus Christi city, Texas","13,948","±2,107",10.10%,±1.5
"('3 rooms',)","Dallas city, Texas","95,500","±6,597",16.10%,±1.0
"('3 rooms',)","Denver city, Colorado","57,520","±4,056",16.30%,±1.2
"('3 rooms',)","Detroit city, Michigan","29,519","±2,899",9.10%,±0.9
"('3 rooms',)","Durham city, North Carolina","16,101","±2,592",12.20%,±1.9
"('3 rooms',)","El Paso city, Texas","22,554","±2,899",8.60%,±1.1
"('3 rooms',)","Fort Worth city, Texas","37,365","±3,902",10.30%,±1.1
"('3 rooms',)","Fresno city, California","15,673","±2,145",8.30%,±1.1
"('3 rooms',)","Greensboro city, North Carolina","15,987","±2,891",11.50%,±2.0
"('3 rooms',)","Henderson city, Nevada","12,875","±2,494",9.70%,±1.8
"('3 rooms',)","Houston city, Texas","187,260","±8,532",18.20%,±0.8
"('3 rooms',)","Indianapolis city (balance), Indiana","36,007","±4,567",9.00%,±1.1
"('3 rooms',)","Irvine city, California","20,215","±3,346",16.50%,±2.5
"('3 rooms',)","Jacksonville city, Florida","39,065","±4,001",9.30%,±0.9
"('3 rooms',)","Jersey City city, New Jersey","33,382","±3,348",25.40%,±2.4
"('3 rooms',)","Kansas City city, Missouri","22,557","±2,840",9.20%,±1.1
"('3 rooms',)","Las Vegas city, Nevada","26,158","±2,821",9.70%,±1.0
"('3 rooms',)","Lexington-Fayette urban county, Kentucky","16,934","±2,266",11.50%,±1.5
"('3 rooms',)","Lincoln city, Nebraska","15,509","±2,061",12.30%,±1.6
"('3 rooms',)","Long Beach city, California","35,499","±3,345",19.70%,±1.7
"('3 rooms',)","Los Angeles city, California","292,713","±8,830",19.00%,±0.5
"('3 rooms',)","Memphis city, Tennessee","22,581","±2,798",7.80%,±1.0
"('3 rooms',)","Mesa city, Arizona","28,444","±2,977",12.80%,±1.3
"('3 rooms',)","Miami city, Florida","60,358","±4,580",27.50%,±1.8
"('3 rooms',)","Milwaukee city, Wisconsin","28,790","±2,620",11.20%,±1.0
"('3 rooms',)","Minneapolis city, Minnesota","34,473","±3,627",16.90%,±1.6
"('3 rooms',)","Nashville-Davidson metropolitan government (balance), Tennessee","36,212","±3,514",10.90%,±1.1
"('3 rooms',)","New Orleans city, Louisiana","23,021","±2,193",11.80%,±1.1
"('3 rooms',)","New York city, New York","870,932","±18,660",23.90%,±0.5
"('3 rooms',)","Newark city, New Jersey","21,992","±3,140",18.00%,±2.3
"('3 rooms',)","Oakland city, California","29,144","±2,815",15.60%,±1.4
"('3 rooms',)","Oklahoma City city, Oklahoma","28,070","±3,254",9.30%,±1.1
"('3 rooms',)","Omaha city, Nebraska","21,980","±2,279",10.30%,±1.0
"('3 rooms',)","Orlando city, Florida","24,384","±3,538",16.30%,±2.1
"('3 rooms',)","Philadelphia city, Pennsylvania","85,663","±5,823",11.70%,±0.8
"('3 rooms',)","Phoenix city, Arizona","68,640","±4,248",10.60%,±0.6
"('3 rooms',)","Pittsburgh city, Pennsylvania","22,805","±2,431",14.30%,±1.4
"('3 rooms',)","Plano city, Texas","11,559","±2,275",10.10%,±1.9
"('3 rooms',)","Portland city, Oregon","38,795","±3,430",12.80%,±1.1
"('3 rooms',)","Raleigh city, North Carolina","33,948","±3,433",15.60%,±1.5
"('3 rooms',)","Riverside city, California","11,582","±1,908",12.30%,±2.0
"('3 rooms',)","Sacramento city, California","20,400","±2,412",9.70%,±1.1
"('3 rooms',)","San Antonio city, Texas","79,297","±5,531",13.10%,±0.9
"('3 rooms',)","San Diego city, California","85,075","±5,497",15.30%,±0.9
"('3 rooms',)","San Francisco city, California","77,977","±5,005",18.90%,±1.2
"('3 rooms',)","San Jose city, California","46,789","±3,378",13.70%,±1.0
"('3 rooms',)","Santa Ana city, California","13,382","±2,459",16.60%,±2.9
"('3 rooms',)","Seattle city, Washington","60,840","±4,503",15.80%,±1.2
"('3 rooms',)","St. Louis city, Missouri","26,202","±2,309",15.10%,±1.3
"('3 rooms',)","St. Paul city, Minnesota","20,333","±2,427",15.50%,±1.8
"('3 rooms',)","Stockton city, California","10,153","±1,481",9.90%,±1.3
"('3 rooms',)","Tampa city, Florida","21,323","±2,534",12.30%,±1.4
"('3 rooms',)","Tucson city, Arizona","31,156","±3,403",12.80%,±1.3
"('3 rooms',)","Tulsa city, Oklahoma","25,307","±2,044",13.00%,±1.0
"('3 rooms',)","Virginia Beach city, Virginia","12,515","±2,265",6.60%,±1.2
"('3 rooms',)","Washington city, District of Columbia","83,187","±4,529",23.30%,±1.3
"('3 rooms',)","Wichita city, Kansas","17,587","±2,245",10.00%,±1.3
"('4 rooms',)","Albuquerque city, New Mexico","41,528","±3,272",16.20%,±1.3
"('4 rooms',)","Anaheim city, California","21,593","±2,231",19.60%,±2.0
"('4 rooms',)","Anchorage municipality, Alaska","23,033","±2,093",19.20%,±1.7
"('4 rooms',)","Arlington city, Texas","21,826","±2,576",13.90%,±1.6
"('4 rooms',)","Atlanta city, Georgia","42,048","±4,123",16.60%,±1.5
"('4 rooms',)","Aurora city, Colorado","26,815","±2,901",17.90%,±1.9
"('4 rooms',)","Austin city, Texas","88,899","±6,583",18.90%,±1.4
"('4 rooms',)","Bakersfield city, California","28,113","±3,466",20.90%,±2.5
"('4 rooms',)","Baltimore city, Maryland","45,280","±3,820",15.40%,±1.3
"('4 rooms',)","Boston city, Massachusetts","66,338","±3,670",21.60%,±1.2
"('4 rooms',)","Charlotte city, North Carolina","70,753","±4,891",18.00%,±1.2
"('4 rooms',)","Chicago city, Illinois","243,634","±8,798",19.20%,±0.7
"('4 rooms',)","Cincinnati city, Ohio","30,667","±3,275",19.10%,±2.1
"('4 rooms',)","Cleveland city, Ohio","29,755","±2,819",14.70%,±1.4
"('4 rooms',)","Colorado Springs city, Colorado","30,475","±2,768",14.80%,±1.4
"('4 rooms',)","Columbus city, Ohio","93,239","±5,166",22.10%,±1.1
"('4 rooms',)","Corpus Christi city, Texas","29,160","±2,909",21.20%,±2.1
"('4 rooms',)","Dallas city, Texas","120,721","±6,278",20.40%,±1.1
"('4 rooms',)","Denver city, Colorado","65,129","±3,936",18.50%,±1.1
"('4 rooms',)","Detroit city, Michigan","37,766","±3,264",11.70%,±1.0
"('4 rooms',)","Durham city, North Carolina","26,083","±2,607",19.80%,±2.0
"('4 rooms',)","El Paso city, Texas","38,293","±3,327",14.60%,±1.2
"('4 rooms',)","Fort Worth city, Texas","61,389","±4,466",17.00%,±1.2
"('4 rooms',)","Fresno city, California","33,118","±2,883",17.50%,±1.5
"('4 rooms',)","Greensboro city, North Carolina","23,973","±3,060",17.20%,±2.1
"('4 rooms',)","Henderson city, Nevada","20,374","±2,351",15.40%,±1.8
"('4 rooms',)","Houston city, Texas","191,297","±8,513",18.60%,±0.8
"('4 rooms',)","Indianapolis city (balance), Indiana","66,898","±5,066",16.70%,±1.3
"('4 rooms',)","Irvine city, California","29,092","±3,169",23.80%,±2.7
"('4 rooms',)","Jacksonville city, Florida","68,066","±5,854",16.10%,±1.4
"('4 rooms',)","Jersey City city, New Jersey","33,155","±3,176",25.20%,±2.3
"('4 rooms',)","Kansas City city, Missouri","37,192","±3,282",15.20%,±1.3
"('4 rooms',)","Las Vegas city, Nevada","48,516","±3,306",18.00%,±1.1
"('4 rooms',)","Lexington-Fayette urban county, Kentucky","24,148","±2,615",16.40%,±1.8
"('4 rooms',)","Lincoln city, Nebraska","18,786","±2,426",14.90%,±1.9
"('4 rooms',)","Long Beach city, California","43,690","±3,207",24.30%,±1.7
"('4 rooms',)","Los Angeles city, California","324,889","±8,124",21.10%,±0.5
"('4 rooms',)","Memphis city, Tennessee","46,941","±3,756",16.30%,±1.2
"('4 rooms',)","Mesa city, Arizona","38,229","±3,313",17.20%,±1.4
"('4 rooms',)","Miami city, Florida","50,949","±4,029",23.20%,±1.8
"('4 rooms',)","Milwaukee city, Wisconsin","55,116","±3,259",21.40%,±1.2
"('4 rooms',)","Minneapolis city, Minnesota","28,900","±2,924",14.20%,±1.4
"('4 rooms',)","Nashville-Davidson metropolitan government (balance), Tennessee","60,126","±5,136",18.20%,±1.5
"('4 rooms',)","New Orleans city, Louisiana","38,016","±2,322",19.50%,±1.2
"('4 rooms',)","New York city, New York","905,349","±16,401",24.90%,±0.4
"('4 rooms',)","Newark city, New Jersey","26,084","±2,748",21.40%,±2.3
"('4 rooms',)","Oakland city, California","40,213","±3,148",21.50%,±1.6
"('4 rooms',)","Oklahoma City city, Oklahoma","46,805","±3,571",15.50%,±1.1
"('4 rooms',)","Omaha city, Nebraska","29,258","±2,885",13.70%,±1.3
"('4 rooms',)","Orlando city, Florida","34,263","±3,912",22.90%,±2.5
"('4 rooms',)","Philadelphia city, Pennsylvania","105,932","±5,385",14.50%,±0.7
"('4 rooms',)","Phoenix city, Arizona","114,549","±5,828",17.80%,±0.9
"('4 rooms',)","Pittsburgh city, Pennsylvania","25,911","±2,301",16.30%,±1.4
"('4 rooms',)","Plano city, Texas","15,706","±2,195",13.70%,±1.9
"('4 rooms',)","Portland city, Oregon","48,751","±3,621",16.10%,±1.2
"('4 rooms',)","Raleigh city, North Carolina","35,544","±3,370",16.30%,±1.5
"('4 rooms',)","Riverside city, California","15,673","±1,898",16.60%,±2.0
"('4 rooms',)","Sacramento city, California","41,563","±3,717",19.70%,±1.7
"('4 rooms',)","San Antonio city, Texas","106,316","±5,664",17.60%,±0.9
"('4 rooms',)","San Diego city, California","118,388","±5,731",21.30%,±1.0
"('4 rooms',)","San Francisco city, California","72,609","±4,987",17.60%,±1.2
"('4 rooms',)","San Jose city, California","60,841","±4,343",17.90%,±1.3
"('4 rooms',)","Santa Ana city, California","20,720","±1,922",25.70%,±2.3
"('4 rooms',)","Seattle city, Washington","62,192","±4,657",16.20%,±1.2
"('4 rooms',)","St. Louis city, Missouri","35,235","±2,833",20.30%,±1.6
"('4 rooms',)","St. Paul city, Minnesota","21,239","±2,356",16.20%,±1.8
"('4 rooms',)","Stockton city, California","18,909","±2,493",18.40%,±2.4
"('4 rooms',)","Tampa city, Florida","37,134","±3,292",21.50%,±1.9
"('4 rooms',)","Tucson city, Arizona","47,749","±3,387",19.70%,±1.4
"('4 rooms',)","Tulsa city, Oklahoma","31,043","±1,551",16.00%,±0.8
"('4 rooms',)","Virginia Beach city, Virginia","27,010","±2,818",14.10%,±1.5
"('4 rooms',)","Washington city, District of Columbia","59,366","±4,096",16.60%,±1.1
"('4 rooms',)","Wichita city, Kansas","27,038","±2,485",15.30%,±1.4
"('5 rooms',)","Albuquerque city, New Mexico","48,869","±4,015",19.00%,±1.5
"('5 rooms',)","Anaheim city, California","15,046","±1,861",13.60%,±1.6
"('5 rooms',)","Anchorage municipality, Alaska","19,662","±2,183",16.40%,±1.8
"('5 rooms',)","Arlington city, Texas","29,779","±3,651",19.00%,±2.4
"('5 rooms',)","Atlanta city, Georgia","36,835","±4,152",14.50%,±1.6
"('5 rooms',)","Aurora city, Colorado","19,366","±2,310",12.90%,±1.5
"('5 rooms',)","Austin city, Texas","69,717","±5,332",14.90%,±1.1
"('5 rooms',)","Bakersfield city, California","29,648","±2,893",22.10%,±2.1
"('5 rooms',)","Baltimore city, Maryland","49,200","±3,874",16.80%,±1.3
"('5 rooms',)","Boston city, Massachusetts","60,941","±4,105",19.80%,±1.3
"('5 rooms',)","Charlotte city, North Carolina","68,790","±4,903",17.50%,±1.2
"('5 rooms',)","Chicago city, Illinois","247,428","±9,043",19.40%,±0.7
"('5 rooms',)","Cincinnati city, Ohio","24,234","±3,179",15.10%,±1.9
"('5 rooms',)","Cleveland city, Ohio","44,342","±3,041",21.90%,±1.4
"('5 rooms',)","Colorado Springs city, Colorado","26,996","±3,115",13.10%,±1.5
"('5 rooms',)","Columbus city, Ohio","80,922","±4,636",19.20%,±1.1
"('5 rooms',)","Corpus Christi city, Texas","40,072","±3,580",29.20%,±2.5
"('5 rooms',)","Dallas city, Texas","101,084","±6,985",17.10%,±1.2
"('5 rooms',)","Denver city, Colorado","42,567","±3,474",12.10%,±1.0
"('5 rooms',)","Detroit city, Michigan","64,632","±4,297",20.00%,±1.4
"('5 rooms',)","Durham city, North Carolina","22,298","±2,919",16.90%,±2.2
"('5 rooms',)","El Paso city, Texas","58,245","±4,556",22.20%,±1.7
"('5 rooms',)","Fort Worth city, Texas","75,370","±5,454",20.90%,±1.4
"('5 rooms',)","Fresno city, California","42,439","±2,928",22.50%,±1.5
"('5 rooms',)","Greensboro city, North Carolina","26,963","±2,915",19.30%,±2.1
"('5 rooms',)","Henderson city, Nevada","27,357","±2,583",20.70%,±1.9
"('5 rooms',)","Houston city, Texas","169,669","±7,927",16.50%,±0.8
"('5 rooms',)","Indianapolis city (balance), Indiana","79,150","±4,512",19.80%,±1.1
"('5 rooms',)","Irvine city, California","19,065","±3,135",15.60%,±2.4
"('5 rooms',)","Jacksonville city, Florida","75,834","±5,808",18.00%,±1.4
"('5 rooms',)","Jersey City city, New Jersey","23,951","±3,111",18.20%,±2.4
"('5 rooms',)","Kansas City city, Missouri","45,655","±3,042",18.70%,±1.2
"('5 rooms',)","Las Vegas city, Nevada","52,578","±3,410",19.50%,±1.2
"('5 rooms',)","Lexington-Fayette urban county, Kentucky","24,951","±2,469",16.90%,±1.7
"('5 rooms',)","Lincoln city, Nebraska","17,321","±2,097",13.70%,±1.7
"('5 rooms',)","Long Beach city, California","31,609","±2,859",17.60%,±1.5
