Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Average household size of renter-occupied unit',)","Bakersfield city, California",3.13,±0.19,(X),(X)
"('Average household size of renter-occupied unit',)","Baltimore city, Maryland",2.19,±0.06,(X),(X)
"('Average household size of renter-occupied unit',)","Boston city, Massachusetts",2.28,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","Charlotte city, North Carolina",2.4,±0.06,(X),(X)
"('Average household size of renter-occupied unit',)","Chicago city, Illinois",2.17,±0.03,(X),(X)
"('Average household size of renter-occupied unit',)","Cincinnati city, Ohio",1.98,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Cleveland city, Ohio",2.08,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Colorado Springs city, Colorado",2.32,±0.09,(X),(X)
"('Average household size of renter-occupied unit',)","Columbus city, Ohio",2.31,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","Corpus Christi city, Texas",2.44,±0.13,(X),(X)
"('Average household size of renter-occupied unit',)","Dallas city, Texas",2.37,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","Denver city, Colorado",2.03,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","Detroit city, Michigan",2.34,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Durham city, North Carolina",2.18,±0.10,(X),(X)
"('Average household size of renter-occupied unit',)","El Paso city, Texas",2.81,±0.10,(X),(X)
"('Average household size of renter-occupied unit',)","Fort Worth city, Texas",2.52,±0.09,(X),(X)
"('Average household size of renter-occupied unit',)","Fresno city, California",2.9,±0.11,(X),(X)
"('Average household size of renter-occupied unit',)","Greensboro city, North Carolina",2.32,±0.11,(X),(X)
"('Average household size of renter-occupied unit',)","Henderson city, Nevada",2.54,±0.16,(X),(X)
"('Average household size of renter-occupied unit',)","Houston city, Texas",2.45,±0.04,(X),(X)
"('Average household size of renter-occupied unit',)","Indianapolis city (balance), Indiana",2.21,±0.07,(X),(X)
"('Average household size of renter-occupied unit',)","Irvine city, California",2.57,±0.13,(X),(X)
"('Average household size of renter-occupied unit',)","Jacksonville city, Florida",2.43,±0.07,(X),(X)
"('Average household size of renter-occupied unit',)","Jersey City city, New Jersey",2.27,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Kansas City city, Missouri",2.09,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Las Vegas city, Nevada",2.59,±0.11,(X),(X)
"('Average household size of renter-occupied unit',)","Lincoln city, Nebraska",2.02,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Long Beach city, California",2.66,±0.10,(X),(X)
"('Average household size of renter-occupied unit',)","Los Angeles city, California",2.62,±0.03,(X),(X)
"('Average household size of renter-occupied unit',)","Memphis city, Tennessee",2.4,±0.09,(X),(X)
"('Average household size of renter-occupied unit',)","Mesa city, Arizona",2.71,±0.13,(X),(X)
"('Average household size of renter-occupied unit',)","Miami city, Florida",2.29,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Milwaukee city, Wisconsin",2.39,±0.06,(X),(X)
"('Average household size of renter-occupied unit',)","Minneapolis city, Minnesota",2.11,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","New Orleans city, Louisiana",2.3,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","New York city, New York",2.41,±0.02,(X),(X)
"('Average household size of renter-occupied unit',)","Newark city, New Jersey",2.53,±0.09,(X),(X)
"('Average household size of renter-occupied unit',)","Oakland city, California",2.43,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Oklahoma City city, Oklahoma",2.41,±0.09,(X),(X)
"('Average household size of renter-occupied unit',)","Omaha city, Nebraska",2.13,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Orlando city, Florida",2.5,±0.13,(X),(X)
"('Average household size of renter-occupied unit',)","Philadelphia city, Pennsylvania",2.35,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","Phoenix city, Arizona",2.7,±0.07,(X),(X)
"('Average household size of renter-occupied unit',)","Pittsburgh city, Pennsylvania",1.86,±0.07,(X),(X)
"('Average household size of renter-occupied unit',)","Plano city, Texas",2.42,±0.13,(X),(X)
"('Average household size of renter-occupied unit',)","Portland city, Oregon",1.98,±0.06,(X),(X)
"('Average household size of renter-occupied unit',)","Raleigh city, North Carolina",2.26,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Riverside city, California",3.31,±0.18,(X),(X)
"('Average household size of renter-occupied unit',)","Sacramento city, California",2.51,±0.09,(X),(X)
"('Average household size of renter-occupied unit',)","San Antonio city, Texas",2.71,±0.06,(X),(X)
"('Average household size of renter-occupied unit',)","San Diego city, California",2.57,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","San Francisco city, California",2.16,±0.04,(X),(X)
"('Average household size of renter-occupied unit',)","San Jose city, California",2.96,±0.07,(X),(X)
"('Average household size of renter-occupied unit',)","Santa Ana city, California",4.11,±0.20,(X),(X)
"('Average household size of renter-occupied unit',)","Seattle city, Washington",1.89,±0.06,(X),(X)
"('Average household size of renter-occupied unit',)","St. Louis city, Missouri",1.79,±0.07,(X),(X)
"('Average household size of renter-occupied unit',)","St. Paul city, Minnesota",2.41,±0.11,(X),(X)
"('Average household size of renter-occupied unit',)","Stockton city, California",3.24,±0.19,(X),(X)
"('Average household size of renter-occupied unit',)","Tampa city, Florida",2.33,±0.10,(X),(X)
"('Average household size of renter-occupied unit',)","Tucson city, Arizona",2.25,±0.08,(X),(X)
"('Average household size of renter-occupied unit',)","Tulsa city, Oklahoma",2.24,±0.06,(X),(X)
"('Average household size of renter-occupied unit',)","Virginia Beach city, Virginia",2.38,±0.09,(X),(X)
"('Average household size of renter-occupied unit',)","Washington city, District of Columbia",2.11,±0.05,(X),(X)
"('Average household size of renter-occupied unit',)","Wichita city, Kansas",2.27,±0.10,(X),(X)
"('Occupied housing units',)","Albuquerque city, New Mexico","227,179","±3,703","227,179",(X)
"('Occupied housing units',)","Anaheim city, California","105,301","±3,293","105,301",(X)
"('Occupied housing units',)","Anchorage municipality, Alaska","105,198","±2,489","105,198",(X)
"('Occupied housing units',)","Arlington city, Texas","138,639","±4,153","138,639",(X)
"('Occupied housing units',)","Atlanta city, Georgia","223,736","±5,878","223,736",(X)
"('Occupied housing units',)","Aurora city, Colorado","136,443","±2,693","136,443",(X)
"('Occupied housing units',)","Austin city, Texas","409,903","±5,829","409,903",(X)
"('Occupied housing units',)","Bakersfield city, California","116,558","±3,205","116,558",(X)
"('Occupied housing units',)","Baltimore city, Maryland","242,694","±3,666","242,694",(X)
"('Occupied housing units',)","Boston city, Massachusetts","271,553","±4,551","271,553",(X)
"('Occupied housing units',)","Charlotte city, North Carolina","342,448","±5,660","342,448",(X)
"('Occupied housing units',)","Chicago city, Illinois","1,080,345","±9,304","1,080,345",(X)
"('Occupied housing units',)","Cincinnati city, Ohio","137,582","±3,335","137,582",(X)
"('Occupied housing units',)","Cleveland city, Ohio","171,632","±4,640","171,632",(X)
"('Occupied housing units',)","Colorado Springs city, Colorado","188,837","±2,803","188,837",(X)
"('Occupied housing units',)","Columbus city, Ohio","368,491","±5,107","368,491",(X)
"('Occupied housing units',)","Corpus Christi city, Texas","119,184","±3,288","119,184",(X)
"('Occupied housing units',)","Dallas city, Texas","518,998","±7,150","518,998",(X)
"('Occupied housing units',)","Denver city, Colorado","318,445","±3,441","318,445",(X)
"('Occupied housing units',)","Detroit city, Michigan","267,139","±4,836","267,139",(X)
"('Occupied housing units',)","Durham city, North Carolina","114,726","±2,575","114,726",(X)
"('Occupied housing units',)","El Paso city, Texas","223,076","±3,642","223,076",(X)
"('Occupied housing units',)","Fort Worth city, Texas","309,097","±6,094","309,097",(X)
"('Occupied housing units',)","Fresno city, California","172,815","±3,237","172,815",(X)
"('Occupied housing units',)","Greensboro city, North Carolina","118,046","±3,763","118,046",(X)
"('Occupied housing units',)","Henderson city, Nevada","121,285","±3,413","121,285",(X)
"('Occupied housing units',)","Houston city, Texas","876,504","±9,872","876,504",(X)
"('Occupied housing units',)","Indianapolis city (balance), Indiana","340,639","±4,213","340,639",(X)
"('Occupied housing units',)","Irvine city, California","104,524","±3,414","104,524",(X)
"('Occupied housing units',)","Jacksonville city, Florida","349,171","±4,506","349,171",(X)
"('Occupied housing units',)","Jersey City city, New Jersey","108,939","±2,641","108,939",(X)
"('Occupied housing units',)","Kansas City city, Missouri","209,768","±4,049","209,768",(X)
"('Occupied housing units',)","Las Vegas city, Nevada","235,628","±5,729","235,628",(X)
"('Occupied housing units',)","Lincoln city, Nebraska","117,726","±2,263","117,726",(X)
"('Occupied housing units',)","Long Beach city, California","165,689","±4,194","165,689",(X)
"('Occupied housing units',)","Los Angeles city, California","1,398,900","±11,130","1,398,900",(X)
"('Occupied housing units',)","Memphis city, Tennessee","254,423","±4,870","254,423",(X)
"('Occupied housing units',)","Mesa city, Arizona","187,111","±4,486","187,111",(X)
"('Occupied housing units',)","Miami city, Florida","189,084","±5,912","189,084",(X)
"('Occupied housing units',)","Milwaukee city, Wisconsin","232,176","±4,317","232,176",(X)
"('Occupied housing units',)","Minneapolis city, Minnesota","181,833","±4,194","181,833",(X)
"('Occupied housing units',)","New Orleans city, Louisiana","151,753","±2,527","151,753",(X)
"('Occupied housing units',)","New York city, New York","3,211,033","±12,221","3,211,033",(X)
"('Occupied housing units',)","Newark city, New Jersey","102,155","±3,269","102,155",(X)
"('Occupied housing units',)","Oakland city, California","168,413","±3,723","168,413",(X)
"('Occupied housing units',)","Oklahoma City city, Oklahoma","249,615","±3,750","249,615",(X)
"('Occupied housing units',)","Omaha city, Nebraska","188,824","±2,348","188,824",(X)
"('Occupied housing units',)","Orlando city, Florida","109,454","±4,328","109,454",(X)
"('Occupied housing units',)","Philadelphia city, Pennsylvania","619,505","±4,709","619,505",(X)
"('Occupied housing units',)","Phoenix city, Arizona","586,878","±7,653","586,878",(X)
"('Occupied housing units',)","Pittsburgh city, Pennsylvania","143,276","±3,942","143,276",(X)
"('Occupied housing units',)","Plano city, Texas","107,721","±2,964","107,721",(X)
"('Occupied housing units',)","Portland city, Oregon","280,176","±3,794","280,176",(X)
"('Occupied housing units',)","Raleigh city, North Carolina","188,412","±4,255","188,412",(X)
"('Occupied housing units',)","Riverside city, California","87,189","±3,049","87,189",(X)
"('Occupied housing units',)","Sacramento city, California","191,911","±3,797","191,911",(X)
"('Occupied housing units',)","San Antonio city, Texas","512,273","±5,781","512,273",(X)
"('Occupied housing units',)","San Diego city, California","512,530","±7,052","512,530",(X)
"('Occupied housing units',)","San Francisco city, California","365,851","±4,759","365,851",(X)
"('Occupied housing units',)","San Jose city, California","327,894","±5,001","327,894",(X)
"('Occupied housing units',)","Santa Ana city, California","79,704","±2,689","79,704",(X)
"('Occupied housing units',)","Seattle city, Washington","343,988","±6,250","343,988",(X)
"('Occupied housing units',)","St. Louis city, Missouri","146,779","±3,107","146,779",(X)
"('Occupied housing units',)","St. Paul city, Minnesota","110,782","±2,452","110,782",(X)
"('Occupied housing units',)","Stockton city, California","96,149","±3,251","96,149",(X)
"('Occupied housing units',)","Tampa city, Florida","153,918","±3,788","153,918",(X)
"('Occupied housing units',)","Tucson city, Arizona","217,993","±4,317","217,993",(X)
"('Occupied housing units',)","Tulsa city, Oklahoma","163,801","±2,216","163,801",(X)
"('Occupied housing units',)","Virginia Beach city, Virginia","175,029","±2,072","175,029",(X)
"('Occupied housing units',)","Washington city, District of Columbia","291,570","±3,959","291,570",(X)
"('Occupied housing units',)","Wichita city, Kansas","153,454","±3,015","153,454",(X)
"('Moved in 2017 or later',)","Albuquerque city, New Mexico","75,020","±4,111",33.00%,±1.6
"('Moved in 2017 or later',)","Anaheim city, California","29,672","±2,832",28.20%,±2.5
"('Moved in 2017 or later',)","Anchorage municipality, Alaska","34,619","±3,003",32.90%,±2.6
"('Moved in 2017 or later',)","Arlington city, Texas","50,309","±3,865",36.30%,±2.5
"('Moved in 2017 or later',)","Atlanta city, Georgia","94,843","±5,892",42.40%,±2.1
"('Moved in 2017 or later',)","Aurora city, Colorado","49,584","±3,478",36.30%,±2.4
"('Moved in 2017 or later',)","Austin city, Texas","192,406","±7,292",46.90%,±1.8
"('Moved in 2017 or later',)","Bakersfield city, California","35,861","±3,448",30.80%,±2.8
"('Moved in 2017 or later',)","Baltimore city, Maryland","80,399","±4,148",33.10%,±1.7
"('Moved in 2017 or later',)","Boston city, Massachusetts","99,291","±4,368",36.60%,±1.5
"('Moved in 2017 or later',)","Charlotte city, North Carolina","133,613","±5,381",39.00%,±1.4
"('Moved in 2017 or later',)","Chicago city, Illinois","362,787","±10,033",33.60%,±0.9
"('Moved in 2017 or later',)","Cincinnati city, Ohio","57,456","±3,634",41.80%,±2.5
"('Moved in 2017 or later',)","Cleveland city, Ohio","55,265","±3,244",32.20%,±1.7
"('Moved in 2017 or later',)","Colorado Springs city, Colorado","71,064","±3,772",37.60%,±1.8
"('Moved in 2017 or later',)","Columbus city, Ohio","148,749","±6,063",40.40%,±1.6
"('Moved in 2017 or later',)","Corpus Christi city, Texas","40,610","±3,355",34.10%,±2.6
"('Moved in 2017 or later',)","Dallas city, Texas","213,428","±7,745",41.10%,±1.3
"('Moved in 2017 or later',)","Denver city, Colorado","133,049","±4,758",41.80%,±1.4
"('Moved in 2017 or later',)","Detroit city, Michigan","80,956","±3,972",30.30%,±1.3
"('Moved in 2017 or later',)","Durham city, North Carolina","44,837","±3,201",39.10%,±2.6
"('Moved in 2017 or later',)","El Paso city, Texas","68,762","±4,285",30.80%,±1.8
"('Moved in 2017 or later',)","Fort Worth city, Texas","111,614","±6,627",36.10%,±2.0
"('Moved in 2017 or later',)","Fresno city, California","52,041","±3,354",30.10%,±1.9
"('Moved in 2017 or later',)","Greensboro city, North Carolina","45,949","±3,497",38.90%,±2.6
"('Moved in 2017 or later',)","Henderson city, Nevada","42,754","±2,858",35.30%,±2.1
"('Moved in 2017 or later',)","Houston city, Texas","353,367","±10,545",40.30%,±1.1
"('Moved in 2017 or later',)","Indianapolis city (balance), Indiana","129,048","±5,535",37.90%,±1.5
"('Moved in 2017 or later',)","Irvine city, California","47,871","±3,820",45.80%,±3.2
"('Moved in 2017 or later',)","Jacksonville city, Florida","132,854","±6,283",38.00%,±1.6
"('Moved in 2017 or later',)","Jersey City city, New Jersey","42,604","±3,013",39.10%,±2.7
"('Moved in 2017 or later',)","Kansas City city, Missouri","80,220","±3,873",38.20%,±1.7
"('Moved in 2017 or later',)","Las Vegas city, Nevada","90,188","±4,355",38.30%,±1.6
"('Moved in 2017 or later',)","Lincoln city, Nebraska","43,391","±2,954",36.90%,±2.2
"('Moved in 2017 or later',)","Long Beach city, California","48,410","±3,447",29.20%,±1.9
"('Moved in 2017 or later',)","Los Angeles city, California","372,399","±9,938",26.60%,±0.6
