Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('5 rooms',)","Dallas city, Texas","99,966","±4,377",18.20%,±0.8
"('5 rooms',)","Denver city, Colorado","41,368","±3,369",13.60%,±1.1
"('5 rooms',)","Detroit city, Michigan","81,926","±3,371",22.70%,±0.9
"('5 rooms',)","Durham city, North Carolina","22,623","±2,404",20.20%,±2.2
"('5 rooms',)","El Paso city, Texas","58,838","±4,484",23.80%,±1.8
"('5 rooms',)","Fort Worth city, Texas","76,847","±4,242",24.40%,±1.4
"('5 rooms',)","Fresno city, California","42,242","±3,169",24.30%,±1.8
"('5 rooms',)","Greensboro city, North Carolina","27,121","±2,706",20.50%,±2.0
"('5 rooms',)","Henderson city, Nevada","26,425","±2,573",21.00%,±1.9
"('5 rooms',)","Houston city, Texas","187,789","±6,489",19.80%,±0.7
"('5 rooms',)","Indianapolis city (balance), Indiana","87,118","±4,255",22.90%,±1.1
"('5 rooms',)","Irvine city, California","16,507","±2,130",17.10%,±2.2
"('5 rooms',)","Jacksonville city, Florida","79,599","±4,692",21.30%,±1.2
"('5 rooms',)","Jersey City city, New Jersey","22,923","±2,362",20.20%,±2.1
"('5 rooms',)","Kansas City city, Missouri","44,911","±2,632",19.80%,±1.1
"('5 rooms',)","Las Vegas city, Nevada","52,494","±3,322",20.40%,±1.2
"('5 rooms',)","Lincoln city, Nebraska","19,922","±2,181",17.30%,±1.9
"('5 rooms',)","Long Beach city, California","30,040","±2,771",16.90%,±1.6
"('5 rooms',)","Los Angeles city, California","224,705","±5,679",15.50%,±0.4
"('5 rooms',)","Memphis city, Tennessee","70,336","±3,552",23.40%,±1.2
"('5 rooms',)","Mesa city, Arizona","40,458","±2,965",19.60%,±1.4
"('5 rooms',)","Miami city, Florida","38,668","±3,206",18.80%,±1.5
"('5 rooms',)","Milwaukee city, Wisconsin","71,100","±3,411",27.60%,±1.3
"('5 rooms',)","Minneapolis city, Minnesota","26,084","±2,065",14.10%,±1.1
"('5 rooms',)","New Orleans city, Louisiana","42,001","±2,492",21.80%,±1.3
"('5 rooms',)","New York city, New York","569,504","±12,068",16.50%,±0.3
"('5 rooms',)","Newark city, New Jersey","31,487","±2,525",26.90%,±2.1
"('5 rooms',)","Oakland city, California","29,965","±2,196",17.70%,±1.3
"('5 rooms',)","Oklahoma City city, Oklahoma","63,017","±2,888",23.40%,±1.1
"('5 rooms',)","Omaha city, Nebraska","29,004","±2,720",15.30%,±1.4
"('5 rooms',)","Orlando city, Florida","29,226","±2,562",23.10%,±2.0
"('5 rooms',)","Philadelphia city, Pennsylvania","93,477","±5,000",13.90%,±0.7
"('5 rooms',)","Phoenix city, Arizona","121,316","±4,811",20.20%,±0.8
"('5 rooms',)","Pittsburgh city, Pennsylvania","25,224","±1,921",16.50%,±1.2
"('5 rooms',)","Plano city, Texas","13,607","±1,913",12.20%,±1.7
"('5 rooms',)","Portland city, Oregon","44,706","±2,907",16.30%,±1.1
"('5 rooms',)","Raleigh city, North Carolina","37,684","±3,120",19.30%,±1.6
"('5 rooms',)","Riverside city, California","20,070","±2,159",19.90%,±1.9
"('5 rooms',)","Sacramento city, California","42,921","±3,287",22.40%,±1.6
"('5 rooms',)","San Antonio city, Texas","120,243","±5,048",22.30%,±1.0
"('5 rooms',)","San Diego city, California","95,207","±4,398",17.90%,±0.8
"('5 rooms',)","San Francisco city, California","61,072","±3,878",15.70%,±1.0
"('5 rooms',)","San Jose city, California","59,315","±3,548",17.70%,±1.1
"('5 rooms',)","Santa Ana city, California","15,783","±1,492",21.20%,±2.1
"('5 rooms',)","Seattle city, Washington","37,663","±2,737",11.50%,±0.8
"('5 rooms',)","St. Louis city, Missouri","37,993","±2,704",21.60%,±1.5
"('5 rooms',)","St. Paul city, Minnesota","18,425","±1,845",15.20%,±1.5
"('5 rooms',)","Stockton city, California","24,219","±2,189",23.70%,±2.0
"('5 rooms',)","Tampa city, Florida","33,627","±2,618",20.70%,±1.5
"('5 rooms',)","Tucson city, Arizona","49,820","±3,094",21.20%,±1.3
"('5 rooms',)","Tulsa city, Oklahoma","39,036","±1,679",20.80%,±0.9
"('5 rooms',)","Virginia Beach city, Virginia","30,793","±2,628",16.80%,±1.4
"('5 rooms',)","Washington city, District of Columbia","36,413","±3,173",11.80%,±1.0
"('5 rooms',)","Wichita city, Kansas","33,799","±2,892",20.00%,±1.7
"('6 rooms',)","Albuquerque city, New Mexico","41,933","±3,408",17.20%,±1.4
"('6 rooms',)","Anaheim city, California","16,557","±1,669",15.80%,±1.6
"('6 rooms',)","Anchorage municipality, Alaska","15,582","±1,664",13.60%,±1.5
"('6 rooms',)","Arlington city, Texas","25,802","±2,229",17.90%,±1.6
"('6 rooms',)","Atlanta city, Georgia","34,069","±2,956",14.20%,±1.2
"('6 rooms',)","Aurora city, Colorado","19,680","±2,107",14.90%,±1.5
"('6 rooms',)","Austin city, Texas","47,831","±3,154",12.00%,±0.8
"('6 rooms',)","Bakersfield city, California","24,910","±2,676",20.20%,±2.1
"('6 rooms',)","Baltimore city, Maryland","70,897","±3,226",23.90%,±1.1
"('6 rooms',)","Boston city, Massachusetts","38,080","±2,814",13.30%,±1.0
"('6 rooms',)","Charlotte city, North Carolina","57,817","±3,706",16.50%,±1.1
"('6 rooms',)","Chicago city, Illinois","204,748","±6,557",17.00%,±0.5
"('6 rooms',)","Cincinnati city, Ohio","21,101","±2,134",12.80%,±1.3
"('6 rooms',)","Cleveland city, Ohio","46,105","±2,308",21.70%,±1.1
"('6 rooms',)","Colorado Springs city, Colorado","25,542","±2,412",13.20%,±1.3
"('6 rooms',)","Columbus city, Ohio","70,398","±3,746",18.20%,±1.0
"('6 rooms',)","Corpus Christi city, Texas","22,420","±2,370",17.10%,±1.8
"('6 rooms',)","Dallas city, Texas","76,358","±4,163",13.90%,±0.7
"('6 rooms',)","Denver city, Colorado","36,259","±2,634",11.90%,±0.9
"('6 rooms',)","Detroit city, Michigan","101,651","±3,931",28.10%,±1.0
"('6 rooms',)","Durham city, North Carolina","18,389","±2,045",16.40%,±1.8
"('6 rooms',)","El Paso city, Texas","48,324","±3,752",19.60%,±1.5
"('6 rooms',)","Fort Worth city, Texas","53,148","±3,650",16.90%,±1.2
"('6 rooms',)","Fresno city, California","29,965","±3,116",17.30%,±1.8
"('6 rooms',)","Greensboro city, North Carolina","22,583","±2,371",17.10%,±1.8
"('6 rooms',)","Henderson city, Nevada","24,629","±2,403",19.50%,±1.8
"('6 rooms',)","Houston city, Texas","142,545","±5,153",15.10%,±0.5
"('6 rooms',)","Indianapolis city (balance), Indiana","71,704","±3,788",18.90%,±1.0
"('6 rooms',)","Irvine city, California","12,374","±1,926",12.80%,±2.0
"('6 rooms',)","Jacksonville city, Florida","74,447","±4,027",19.90%,±1.1
"('6 rooms',)","Jersey City city, New Jersey","9,709","±1,486",8.60%,±1.3
"('6 rooms',)","Kansas City city, Missouri","42,281","±3,062",18.70%,±1.3
"('6 rooms',)","Las Vegas city, Nevada","46,190","±3,198",17.90%,±1.2
"('6 rooms',)","Lincoln city, Nebraska","14,610","±1,658",12.70%,±1.4
"('6 rooms',)","Long Beach city, California","23,055","±2,175",13.00%,±1.2
"('6 rooms',)","Los Angeles city, California","175,434","±4,755",12.10%,±0.3
"('6 rooms',)","Memphis city, Tennessee","55,154","±3,339",18.40%,±1.1
"('6 rooms',)","Mesa city, Arizona","32,858","±2,613",15.90%,±1.3
"('6 rooms',)","Miami city, Florida","13,480","±1,706",6.60%,±0.8
"('6 rooms',)","Milwaukee city, Wisconsin","44,774","±2,822",17.40%,±1.1
"('6 rooms',)","Minneapolis city, Minnesota","23,208","±1,984",12.50%,±1.0
"('6 rooms',)","New Orleans city, Louisiana","27,580","±1,809",14.30%,±0.9
"('6 rooms',)","New York city, New York","318,885","±7,229",9.20%,±0.2
"('6 rooms',)","Newark city, New Jersey","14,443","±1,812",12.30%,±1.5
"('6 rooms',)","Oakland city, California","19,796","±1,850",11.70%,±1.1
"('6 rooms',)","Oklahoma City city, Oklahoma","51,365","±3,015",19.10%,±1.1
"('6 rooms',)","Omaha city, Nebraska","29,804","±2,241",15.70%,±1.2
"('6 rooms',)","Orlando city, Florida","17,263","±2,081",13.60%,±1.6
"('6 rooms',)","Philadelphia city, Pennsylvania","177,063","±5,664",26.30%,±0.8
"('6 rooms',)","Phoenix city, Arizona","102,268","±4,689",17.10%,±0.8
"('6 rooms',)","Pittsburgh city, Pennsylvania","29,667","±2,009",19.50%,±1.3
"('6 rooms',)","Plano city, Texas","13,982","±1,848",12.50%,±1.6
"('6 rooms',)","Portland city, Oregon","40,093","±2,795",14.60%,±1.0
"('6 rooms',)","Raleigh city, North Carolina","27,823","±2,518",14.20%,±1.3
"('6 rooms',)","Riverside city, California","19,757","±2,156",19.60%,±2.0
"('6 rooms',)","Sacramento city, California","36,611","±2,917",19.10%,±1.4
"('6 rooms',)","San Antonio city, Texas","103,938","±4,679",19.20%,±0.8
"('6 rooms',)","San Diego city, California","75,919","±4,060",14.30%,±0.7
"('6 rooms',)","San Francisco city, California","45,619","±2,869",11.70%,±0.7
"('6 rooms',)","San Jose city, California","59,681","±3,024",17.80%,±0.9
"('6 rooms',)","Santa Ana city, California","10,668","±1,346",14.40%,±1.8
"('6 rooms',)","Seattle city, Washington","32,123","±2,433",9.80%,±0.7
"('6 rooms',)","St. Louis city, Missouri","23,203","±2,066",13.20%,±1.2
"('6 rooms',)","St. Paul city, Minnesota","16,954","±1,665",14.00%,±1.3
"('6 rooms',)","Stockton city, California","17,950","±1,771",17.60%,±1.7
"('6 rooms',)","Tampa city, Florida","23,945","±1,930",14.70%,±1.2
"('6 rooms',)","Tucson city, Arizona","33,923","±2,568",14.50%,±1.1
"('6 rooms',)","Tulsa city, Oklahoma","34,643","±1,741",18.40%,±0.9
"('6 rooms',)","Virginia Beach city, Virginia","30,131","±2,684",16.50%,±1.5
"('6 rooms',)","Washington city, District of Columbia","33,815","±2,846",10.90%,±0.9
"('6 rooms',)","Wichita city, Kansas","27,851","±2,204",16.50%,±1.3
"('7 rooms',)","Albuquerque city, New Mexico","33,654","±2,492",13.80%,±1.0
"('7 rooms',)","Anaheim city, California","8,577","±1,264",8.20%,±1.2
"('7 rooms',)","Anchorage municipality, Alaska","11,253","±1,669",9.80%,±1.4
"('7 rooms',)","Arlington city, Texas","15,401","±1,953",10.70%,±1.3
"('7 rooms',)","Atlanta city, Georgia","21,344","±2,234",8.90%,±0.9
"('7 rooms',)","Aurora city, Colorado","15,671","±1,665",11.80%,±1.2
"('7 rooms',)","Austin city, Texas","34,263","±2,675",8.60%,±0.7
"('7 rooms',)","Bakersfield city, California","14,746","±2,100",11.90%,±1.7
"('7 rooms',)","Baltimore city, Maryland","37,904","±3,060",12.80%,±1.0
"('7 rooms',)","Boston city, Massachusetts","15,684","±1,758",5.50%,±0.6
"('7 rooms',)","Charlotte city, North Carolina","36,031","±2,817",10.30%,±0.8
"('7 rooms',)","Chicago city, Illinois","92,209","±5,113",7.70%,±0.4
"('7 rooms',)","Cincinnati city, Ohio","13,064","±1,684",7.90%,±1.0
"('7 rooms',)","Cleveland city, Ohio","22,476","±1,910",10.60%,±0.9
"('7 rooms',)","Colorado Springs city, Colorado","21,790","±2,130",11.30%,±1.1
"('7 rooms',)","Columbus city, Ohio","37,949","±2,513",9.80%,±0.6
"('7 rooms',)","Corpus Christi city, Texas","12,475","±1,529",9.50%,±1.2
"('7 rooms',)","Dallas city, Texas","41,344","±3,343",7.50%,±0.6
"('7 rooms',)","Denver city, Colorado","25,569","±2,406",8.40%,±0.8
"('7 rooms',)","Detroit city, Michigan","46,719","±3,113",12.90%,±0.8
"('7 rooms',)","Durham city, North Carolina","10,217","±1,565",9.10%,±1.4
"('7 rooms',)","El Paso city, Texas","30,645","±3,185",12.40%,±1.3
"('7 rooms',)","Fort Worth city, Texas","27,713","±2,932",8.80%,±0.9
"('7 rooms',)","Fresno city, California","15,882","±2,014",9.20%,±1.1
"('7 rooms',)","Greensboro city, North Carolina","12,450","±1,478",9.40%,±1.1
"('7 rooms',)","Henderson city, Nevada","17,656","±1,819",14.00%,±1.5
"('7 rooms',)","Houston city, Texas","78,285","±4,663",8.30%,±0.5
"('7 rooms',)","Indianapolis city (balance), Indiana","42,916","±3,192",11.30%,±0.8
"('7 rooms',)","Irvine city, California","9,114","±1,352",9.50%,±1.4
"('7 rooms',)","Jacksonville city, Florida","48,713","±3,231",13.10%,±0.9
"('7 rooms',)","Jersey City city, New Jersey","3,556",±872,3.10%,±0.8
"('7 rooms',)","Kansas City city, Missouri","30,185","±2,655",13.30%,±1.1
"('7 rooms',)","Las Vegas city, Nevada","28,059","±2,395",10.90%,±0.9
"('7 rooms',)","Lincoln city, Nebraska","12,848","±1,317",11.10%,±1.1
"('7 rooms',)","Long Beach city, California","10,659","±1,427",6.00%,±0.8
"('7 rooms',)","Los Angeles city, California","96,942","±3,957",6.70%,±0.3
"('7 rooms',)","Memphis city, Tennessee","31,649","±2,623",10.60%,±0.9
"('7 rooms',)","Mesa city, Arizona","19,660","±1,969",9.50%,±0.9
"('7 rooms',)","Miami city, Florida","7,577","±1,297",3.70%,±0.6
"('7 rooms',)","Milwaukee city, Wisconsin","20,480","±1,465",7.90%,±0.6
"('7 rooms',)","Minneapolis city, Minnesota","19,392","±1,637",10.50%,±0.9
"('7 rooms',)","New Orleans city, Louisiana","17,903","±1,681",9.30%,±0.9
"('7 rooms',)","New York city, New York","138,572","±5,003",4.00%,±0.1
"('7 rooms',)","Newark city, New Jersey","4,856",±826,4.10%,±0.7
"('7 rooms',)","Oakland city, California","12,329","±1,530",7.30%,±0.9
"('7 rooms',)","Oklahoma City city, Oklahoma","30,256","±2,495",11.20%,±0.9
"('7 rooms',)","Omaha city, Nebraska","24,381","±2,177",12.80%,±1.1
"('7 rooms',)","Orlando city, Florida","10,960","±1,647",8.70%,±1.3
"('7 rooms',)","Philadelphia city, Pennsylvania","84,761","±5,126",12.60%,±0.8
"('7 rooms',)","Phoenix city, Arizona","70,465","±4,019",11.80%,±0.7
"('7 rooms',)","Pittsburgh city, Pennsylvania","17,396","±1,805",11.40%,±1.2
"('7 rooms',)","Plano city, Texas","16,301","±2,101",14.60%,±1.9
"('7 rooms',)","Portland city, Oregon","27,121","±2,444",9.90%,±0.9
"('7 rooms',)","Raleigh city, North Carolina","20,728","±2,705",10.60%,±1.3
"('7 rooms',)","Riverside city, California","11,450","±1,462",11.40%,±1.4
"('7 rooms',)","Sacramento city, California","20,062","±1,839",10.50%,±1.0
"('7 rooms',)","San Antonio city, Texas","54,263","±3,668",10.00%,±0.7
"('7 rooms',)","San Diego city, California","44,847","±2,728",8.40%,±0.5
"('7 rooms',)","San Francisco city, California","20,573","±2,043",5.30%,±0.5
"('7 rooms',)","San Jose city, California","40,960","±2,938",12.20%,±0.9
"('7 rooms',)","Santa Ana city, California","5,868","±1,023",7.90%,±1.4
"('7 rooms',)","Seattle city, Washington","25,686","±2,511",7.80%,±0.8
"('7 rooms',)","St. Louis city, Missouri","13,144","±1,446",7.50%,±0.8
"('7 rooms',)","St. Paul city, Minnesota","13,619","±1,528",11.20%,±1.3
"('7 rooms',)","Stockton city, California","13,992","±1,803",13.70%,±1.7
"('7 rooms',)","Tampa city, Florida","16,094","±1,957",9.90%,±1.2
"('7 rooms',)","Tucson city, Arizona","19,797","±1,884",8.40%,±0.8
"('7 rooms',)","Tulsa city, Oklahoma","19,718","±1,662",10.50%,±0.9
"('7 rooms',)","Virginia Beach city, Virginia","24,887","±2,174",13.60%,±1.2
"('7 rooms',)","Washington city, District of Columbia","24,310","±2,267",7.90%,±0.7
"('7 rooms',)","Wichita city, Kansas","20,133","±1,822",11.90%,±1.1
"('8 rooms',)","Albuquerque city, New Mexico","17,514","±1,999",7.20%,±0.8
"('8 rooms',)","Anaheim city, California","5,663",±796,5.40%,±0.8
"('8 rooms',)","Anchorage municipality, Alaska","9,336","±1,335",8.10%,±1.2
"('8 rooms',)","Arlington city, Texas","12,428","±2,065",8.60%,±1.4
"('8 rooms',)","Atlanta city, Georgia","11,283","±1,532",4.70%,±0.6
"('8 rooms',)","Aurora city, Colorado","12,125","±1,587",9.20%,±1.2
"('8 rooms',)","Austin city, Texas","20,793","±2,418",5.20%,±0.6
"('8 rooms',)","Bakersfield city, California","9,461","±1,643",7.70%,±1.3
"('8 rooms',)","Baltimore city, Maryland","20,778","±2,135",7.00%,±0.7
"('8 rooms',)","Boston city, Massachusetts","9,427","±1,473",3.30%,±0.5
"('8 rooms',)","Charlotte city, North Carolina","29,154","±2,493",8.30%,±0.7
"('8 rooms',)","Chicago city, Illinois","49,007","±2,913",4.10%,±0.2
"('8 rooms',)","Cincinnati city, Ohio","11,479","±1,633",7.00%,±1.0
"('8 rooms',)","Cleveland city, Ohio","11,779","±1,361",5.60%,±0.7
"('8 rooms',)","Colorado Springs city, Colorado","21,823","±2,148",11.30%,±1.1
"('8 rooms',)","Columbus city, Ohio","27,460","±2,085",7.10%,±0.5
"('8 rooms',)","Corpus Christi city, Texas","4,606",±862,3.50%,±0.7
"('8 rooms',)","Dallas city, Texas","25,843","±2,131",4.70%,±0.4
"('8 rooms',)","Denver city, Colorado","21,253","±1,946",7.00%,±0.6
"('8 rooms',)","Detroit city, Michigan","22,039","±1,932",6.10%,±0.5
"('8 rooms',)","Durham city, North Carolina","7,733","±1,337",6.90%,±1.2
"('8 rooms',)","El Paso city, Texas","19,518","±2,497",7.90%,±1.0
"('8 rooms',)","Fort Worth city, Texas","23,673","±2,439",7.50%,±0.8
"('8 rooms',)","Fresno city, California","9,569","±1,489",5.50%,±0.9
"('8 rooms',)","Greensboro city, North Carolina","10,098","±1,354",7.60%,±1.0
"('8 rooms',)","Henderson city, Nevada","10,033","±1,296",8.00%,±1.0
"('8 rooms',)","Houston city, Texas","46,708","±3,254",4.90%,±0.3
"('8 rooms',)","Indianapolis city (balance), Indiana","27,630","±2,577",7.30%,±0.7
"('8 rooms',)","Irvine city, California","6,343","±1,328",6.60%,±1.4
"('8 rooms',)","Jacksonville city, Florida","33,328","±2,771",8.90%,±0.7
"('8 rooms',)","Jersey City city, New Jersey","2,229",±707,2.00%,±0.6
"('8 rooms',)","Kansas City city, Missouri","17,281","±1,836",7.60%,±0.8
"('8 rooms',)","Las Vegas city, Nevada","18,441","±1,794",7.20%,±0.7
"('8 rooms',)","Lincoln city, Nebraska","10,472","±1,340",9.10%,±1.2
"('8 rooms',)","Long Beach city, California","4,637",±901,2.60%,±0.5
"('8 rooms',)","Los Angeles city, California","56,009","±2,845",3.90%,±0.2
"('8 rooms',)","Memphis city, Tennessee","20,418","±2,166",6.80%,±0.7
"('8 rooms',)","Mesa city, Arizona","12,165","±1,349",5.90%,±0.7
"('8 rooms',)","Miami city, Florida","2,959",±859,1.40%,±0.4
"('8 rooms',)","Milwaukee city, Wisconsin","10,390","±1,252",4.00%,±0.5
"('8 rooms',)","Minneapolis city, Minnesota","12,592","±1,344",6.80%,±0.7
"('8 rooms',)","New Orleans city, Louisiana","12,367","±1,544",6.40%,±0.8
"('8 rooms',)","New York city, New York","78,036","±3,659",2.30%,±0.1
"('8 rooms',)","Newark city, New Jersey","1,705",±556,1.50%,±0.5
"('8 rooms',)","Oakland city, California","6,483","±1,074",3.80%,±0.6
"('8 rooms',)","Oklahoma City city, Oklahoma","18,527","±2,147",6.90%,±0.8
"('8 rooms',)","Omaha city, Nebraska","19,456","±1,634",10.20%,±0.9
"('8 rooms',)","Orlando city, Florida","5,501","±1,239",4.30%,±1.0
"('8 rooms',)","Philadelphia city, Pennsylvania","53,936","±3,606",8.00%,±0.5
"('8 rooms',)","Phoenix city, Arizona","39,438","±2,767",6.60%,±0.5
"('8 rooms',)","Pittsburgh city, Pennsylvania","10,819","±1,410",7.10%,±0.9
"('8 rooms',)","Plano city, Texas","16,534","±1,812",14.80%,±1.6
"('8 rooms',)","Portland city, Oregon","19,566","±2,049",7.10%,±0.7
"('8 rooms',)","Raleigh city, North Carolina","15,407","±2,121",7.90%,±1.1
"('8 rooms',)","Riverside city, California","7,208","±1,237",7.20%,±1.2
