Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('8 rooms',)","Baltimore city, Maryland","19,818","±1,992",6.70%,±0.7
"('8 rooms',)","Boston city, Massachusetts","7,388","±1,165",2.70%,±0.4
"('8 rooms',)","Charlotte city, North Carolina","28,925","±2,455",8.60%,±0.7
"('8 rooms',)","Chicago city, Illinois","53,355","±3,256",4.50%,±0.3
"('8 rooms',)","Cincinnati city, Ohio","8,891","±1,172",5.50%,±0.7
"('8 rooms',)","Cleveland city, Ohio","12,245","±1,425",5.80%,±0.7
"('8 rooms',)","Colorado Springs city, Colorado","17,574","±1,737",9.40%,±1.0
"('8 rooms',)","Columbus city, Ohio","27,480","±2,227",7.20%,±0.6
"('8 rooms',)","Corpus Christi city, Texas","5,215",±850,4.00%,±0.6
"('8 rooms',)","Dallas city, Texas","24,754","±2,097",4.60%,±0.4
"('8 rooms',)","Denver city, Colorado","20,805","±2,171",7.00%,±0.7
"('8 rooms',)","Detroit city, Michigan","23,108","±2,013",6.30%,±0.5
"('8 rooms',)","Durham city, North Carolina","7,249","±1,067",6.30%,±0.9
"('8 rooms',)","El Paso city, Texas","18,406","±1,798",7.50%,±0.7
"('8 rooms',)","Fort Worth city, Texas","18,814","±2,234",6.10%,±0.7
"('8 rooms',)","Fresno city, California","9,836","±1,644",5.50%,±0.9
"('8 rooms',)","Greensboro city, North Carolina","9,420","±1,231",7.40%,±0.9
"('8 rooms',)","Henderson city, Nevada","8,682","±1,080",7.30%,±0.9
"('8 rooms',)","Houston city, Texas","44,982","±3,287",4.80%,±0.4
"('8 rooms',)","Indianapolis city (balance), Indiana","25,017","±2,476",6.50%,±0.6
"('8 rooms',)","Irvine city, California","6,127","±1,312",6.50%,±1.4
"('8 rooms',)","Jacksonville city, Florida","33,400","±3,028",9.00%,±0.8
"('8 rooms',)","Jersey City city, New Jersey","1,785",±580,1.60%,±0.5
"('8 rooms',)","Kansas City city, Missouri","17,101","±1,785",7.60%,±0.8
"('8 rooms',)","Las Vegas city, Nevada","15,535","±1,659",6.30%,±0.7
"('8 rooms',)","Lincoln city, Nebraska","11,033","±1,326",9.70%,±1.2
"('8 rooms',)","Long Beach city, California","5,146",±972,3.00%,±0.6
"('8 rooms',)","Los Angeles city, California","55,863","±3,285",3.90%,±0.2
"('8 rooms',)","Memphis city, Tennessee","17,523","±2,006",5.80%,±0.7
"('8 rooms',)","Mesa city, Arizona","14,755","±1,698",7.30%,±0.8
"('8 rooms',)","Miami city, Florida","3,025",±683,1.60%,±0.4
"('8 rooms',)","Milwaukee city, Wisconsin","10,667","±1,380",4.10%,±0.5
"('8 rooms',)","Minneapolis city, Minnesota","11,960","±1,306",6.50%,±0.7
"('8 rooms',)","New Orleans city, Louisiana","12,263","±1,325",6.40%,±0.7
"('8 rooms',)","New York city, New York","75,203","±3,592",2.20%,±0.1
"('8 rooms',)","Newark city, New Jersey","2,337",±606,2.20%,±0.6
"('8 rooms',)","Oakland city, California","7,422","±1,081",4.40%,±0.6
"('8 rooms',)","Oklahoma City city, Oklahoma","16,480","±1,474",6.20%,±0.6
"('8 rooms',)","Omaha city, Nebraska","16,997","±1,622",8.90%,±0.9
"('8 rooms',)","Orlando city, Florida","5,385","±1,258",4.20%,±1.0
"('8 rooms',)","Philadelphia city, Pennsylvania","50,574","±3,255",7.50%,±0.5
"('8 rooms',)","Phoenix city, Arizona","37,248","±2,705",6.20%,±0.4
"('8 rooms',)","Pittsburgh city, Pennsylvania","10,668","±1,432",7.00%,±0.9
"('8 rooms',)","Plano city, Texas","15,897","±1,569",14.60%,±1.5
"('8 rooms',)","Portland city, Oregon","18,174","±2,002",6.70%,±0.7
"('8 rooms',)","Raleigh city, North Carolina","14,563","±1,862",7.60%,±1.0
"('8 rooms',)","Riverside city, California","6,281","±1,014",6.50%,±1.1
"('8 rooms',)","Sacramento city, California","10,544","±1,343",5.50%,±0.7
"('8 rooms',)","San Antonio city, Texas","31,985","±2,795",6.00%,±0.5
"('8 rooms',)","San Diego city, California","30,071","±2,404",5.70%,±0.5
"('8 rooms',)","San Francisco city, California","13,698","±1,553",3.50%,±0.4
"('8 rooms',)","San Jose city, California","22,708","±2,120",7.00%,±0.7
"('8 rooms',)","Santa Ana city, California","2,076",±584,2.60%,±0.7
"('8 rooms',)","Seattle city, Washington","23,025","±2,459",7.10%,±0.8
"('8 rooms',)","St. Louis city, Missouri","7,689","±1,349",4.40%,±0.8
"('8 rooms',)","St. Paul city, Minnesota","9,274","±1,237",7.90%,±1.1
"('8 rooms',)","Stockton city, California","5,577","±1,224",5.40%,±1.2
"('8 rooms',)","Tampa city, Florida","9,320","±1,119",5.80%,±0.7
"('8 rooms',)","Tucson city, Arizona","9,559","±1,324",4.10%,±0.6
"('8 rooms',)","Tulsa city, Oklahoma","12,571","±1,030",6.70%,±0.6
"('8 rooms',)","Virginia Beach city, Virginia","23,527","±1,993",12.90%,±1.1
"('8 rooms',)","Washington city, District of Columbia","20,282","±1,805",6.60%,±0.6
"('8 rooms',)","Wichita city, Kansas","16,245","±1,729",9.60%,±1.0
"('9 rooms or more',)","Albuquerque city, New Mexico","16,890","±1,728",7.00%,±0.7
"('9 rooms or more',)","Anaheim city, California","4,818",±778,4.70%,±0.7
"('9 rooms or more',)","Anchorage municipality, Alaska","12,062","±1,451",10.60%,±1.3
"('9 rooms or more',)","Arlington city, Texas","12,446","±1,422",8.40%,±0.9
"('9 rooms or more',)","Atlanta city, Georgia","19,464","±1,761",8.30%,±0.7
"('9 rooms or more',)","Aurora city, Colorado","15,545","±1,600",11.60%,±1.2
"('9 rooms or more',)","Austin city, Texas","28,326","±1,932",7.20%,±0.5
"('9 rooms or more',)","Bakersfield city, California","5,762",±973,4.70%,±0.8
"('9 rooms or more',)","Baltimore city, Maryland","19,479","±1,781",6.60%,±0.6
"('9 rooms or more',)","Boston city, Massachusetts","11,104","±1,565",4.00%,±0.6
"('9 rooms or more',)","Charlotte city, North Carolina","42,636","±2,646",12.70%,±0.8
"('9 rooms or more',)","Chicago city, Illinois","63,733","±3,165",5.30%,±0.3
"('9 rooms or more',)","Cincinnati city, Ohio","11,115","±1,248",6.80%,±0.8
"('9 rooms or more',)","Cleveland city, Ohio","12,052","±1,381",5.70%,±0.6
"('9 rooms or more',)","Colorado Springs city, Colorado","36,491","±2,479",19.50%,±1.3
"('9 rooms or more',)","Columbus city, Ohio","21,939","±2,031",5.70%,±0.5
"('9 rooms or more',)","Corpus Christi city, Texas","5,536",±947,4.30%,±0.7
"('9 rooms or more',)","Dallas city, Texas","32,839","±2,168",6.10%,±0.4
"('9 rooms or more',)","Denver city, Colorado","35,691","±2,708",11.90%,±0.9
"('9 rooms or more',)","Detroit city, Michigan","21,980","±1,591",6.00%,±0.4
"('9 rooms or more',)","Durham city, North Carolina","10,044","±1,361",8.80%,±1.2
"('9 rooms or more',)","El Paso city, Texas","13,220","±1,741",5.40%,±0.7
"('9 rooms or more',)","Fort Worth city, Texas","27,600","±2,541",8.90%,±0.8
"('9 rooms or more',)","Fresno city, California","8,291","±1,171",4.60%,±0.7
"('9 rooms or more',)","Greensboro city, North Carolina","9,394",±959,7.40%,±0.8
"('9 rooms or more',)","Henderson city, Nevada","10,229","±1,473",8.60%,±1.2
"('9 rooms or more',)","Houston city, Texas","50,531","±2,567",5.40%,±0.3
"('9 rooms or more',)","Indianapolis city (balance), Indiana","34,163","±2,440",8.90%,±0.6
"('9 rooms or more',)","Irvine city, California","5,816","±1,300",6.10%,±1.3
"('9 rooms or more',)","Jacksonville city, Florida","28,216","±2,273",7.60%,±0.6
"('9 rooms or more',)","Jersey City city, New Jersey","3,368",±808,3.00%,±0.7
"('9 rooms or more',)","Kansas City city, Missouri","22,338","±2,007",9.90%,±0.9
"('9 rooms or more',)","Las Vegas city, Nevada","18,288","±1,894",7.40%,±0.8
"('9 rooms or more',)","Lincoln city, Nebraska","17,727","±1,565",15.50%,±1.4
"('9 rooms or more',)","Long Beach city, California","4,476",±728,2.60%,±0.4
"('9 rooms or more',)","Los Angeles city, California","57,675","±2,639",4.00%,±0.2
"('9 rooms or more',)","Memphis city, Tennessee","21,884","±2,335",7.30%,±0.8
"('9 rooms or more',)","Mesa city, Arizona","12,845","±1,510",6.30%,±0.7
"('9 rooms or more',)","Miami city, Florida","3,711",±696,1.90%,±0.4
"('9 rooms or more',)","Milwaukee city, Wisconsin","9,550","±1,215",3.70%,±0.5
"('9 rooms or more',)","Minneapolis city, Minnesota","16,227","±1,389",8.90%,±0.8
"('9 rooms or more',)","New Orleans city, Louisiana","16,516","±1,380",8.60%,±0.7
"('9 rooms or more',)","New York city, New York","110,026","±4,325",3.20%,±0.1
"('9 rooms or more',)","Newark city, New Jersey","2,864",±696,2.70%,±0.6
"('9 rooms or more',)","Oakland city, California","9,764","±1,261",5.80%,±0.7
"('9 rooms or more',)","Oklahoma City city, Oklahoma","17,105","±1,571",6.40%,±0.6
"('9 rooms or more',)","Omaha city, Nebraska","26,205","±1,564",13.80%,±0.8
"('9 rooms or more',)","Orlando city, Florida","4,609",±946,3.60%,±0.7
"('9 rooms or more',)","Philadelphia city, Pennsylvania","38,166","±2,666",5.70%,±0.4
"('9 rooms or more',)","Phoenix city, Arizona","34,236","±2,043",5.70%,±0.3
"('9 rooms or more',)","Pittsburgh city, Pennsylvania","12,883","±1,263",8.40%,±0.8
"('9 rooms or more',)","Plano city, Texas","24,189","±1,874",22.20%,±1.7
"('9 rooms or more',)","Portland city, Oregon","26,792","±1,997",9.90%,±0.7
"('9 rooms or more',)","Raleigh city, North Carolina","24,119","±2,202",12.50%,±1.1
"('9 rooms or more',)","Riverside city, California","6,738","±1,043",6.90%,±1.0
"('9 rooms or more',)","Sacramento city, California","9,888","±1,455",5.10%,±0.8
"('9 rooms or more',)","San Antonio city, Texas","36,765","±2,425",6.90%,±0.4
"('9 rooms or more',)","San Diego city, California","27,200","±2,343",5.10%,±0.5
"('9 rooms or more',)","San Francisco city, California","17,131","±1,866",4.40%,±0.5
"('9 rooms or more',)","San Jose city, California","17,935","±1,368",5.50%,±0.4
"('9 rooms or more',)","Santa Ana city, California","1,423",±383,1.80%,±0.5
"('9 rooms or more',)","Seattle city, Washington","32,860","±2,715",10.10%,±0.8
"('9 rooms or more',)","St. Louis city, Missouri","11,359","±1,408",6.50%,±0.8
"('9 rooms or more',)","St. Paul city, Minnesota","11,058","±1,146",9.40%,±1.0
"('9 rooms or more',)","Stockton city, California","4,258",±791,4.10%,±0.8
"('9 rooms or more',)","Tampa city, Florida","10,147","±1,216",6.30%,±0.7
"('9 rooms or more',)","Tucson city, Arizona","7,194",±956,3.10%,±0.4
"('9 rooms or more',)","Tulsa city, Oklahoma","16,814","±1,007",8.90%,±0.5
"('9 rooms or more',)","Virginia Beach city, Virginia","27,657","±1,708",15.20%,±0.9
"('9 rooms or more',)","Washington city, District of Columbia","28,177","±2,112",9.20%,±0.7
"('9 rooms or more',)","Wichita city, Kansas","22,660","±1,820",13.40%,±1.1
"('Median rooms',)","Albuquerque city, New Mexico",5.3,±0.2,(X),(X)
"('Median rooms',)","Anaheim city, California",4.9,±0.1,(X),(X)
"('Median rooms',)","Anchorage municipality, Alaska",5.2,±0.1,(X),(X)
"('Median rooms',)","Arlington city, Texas",5.2,±0.2,(X),(X)
"('Median rooms',)","Atlanta city, Georgia",4.9,±0.2,(X),(X)
"('Median rooms',)","Aurora city, Colorado",5.3,±0.2,(X),(X)
"('Median rooms',)","Austin city, Texas",4.7,±0.1,(X),(X)
"('Median rooms',)","Bakersfield city, California",5.3,±0.1,(X),(X)
"('Median rooms',)","Baltimore city, Maryland",5.6,±0.1,(X),(X)
"('Median rooms',)","Boston city, Massachusetts",4.3,±0.1,(X),(X)
"('Median rooms',)","Charlotte city, North Carolina",5.4,±0.1,(X),(X)
"('Median rooms',)","Chicago city, Illinois",4.8,±0.1,(X),(X)
"('Median rooms',)","Cincinnati city, Ohio",4.6,±0.1,(X),(X)
"('Median rooms',)","Cleveland city, Ohio",5.3,±0.1,(X),(X)
"('Median rooms',)","Colorado Springs city, Colorado",5.8,±0.1,(X),(X)
"('Median rooms',)","Columbus city, Ohio",5.1,±0.1,(X),(X)
"('Median rooms',)","Corpus Christi city, Texas",5,±0.1,(X),(X)
"('Median rooms',)","Dallas city, Texas",4.5,±0.1,(X),(X)
"('Median rooms',)","Denver city, Colorado",4.7,±0.1,(X),(X)
"('Median rooms',)","Detroit city, Michigan",5.6,±0.2,(X),(X)
"('Median rooms',)","Durham city, North Carolina",5,±0.2,(X),(X)
"('Median rooms',)","El Paso city, Texas",5.3,±0.2,(X),(X)
"('Median rooms',)","Fort Worth city, Texas",5.2,±0.1,(X),(X)
"('Median rooms',)","Fresno city, California",5,±0.1,(X),(X)
"('Median rooms',)","Greensboro city, North Carolina",5.2,±0.1,(X),(X)
"('Median rooms',)","Henderson city, Nevada",5.5,±0.1,(X),(X)
"('Median rooms',)","Houston city, Texas",4.6,±0.2,(X),(X)
"('Median rooms',)","Indianapolis city (balance), Indiana",5.4,±0.1,(X),(X)
"('Median rooms',)","Irvine city, California",4.5,±0.2,(X),(X)
"('Median rooms',)","Jacksonville city, Florida",5.3,±0.2,(X),(X)
"('Median rooms',)","Jersey City city, New Jersey",4,±0.2,(X),(X)
"('Median rooms',)","Kansas City city, Missouri",5.5,±0.1,(X),(X)
"('Median rooms',)","Las Vegas city, Nevada",5.1,±0.2,(X),(X)
"('Median rooms',)","Lincoln city, Nebraska",5.6,±0.2,(X),(X)
"('Median rooms',)","Long Beach city, California",4.2,±0.1,(X),(X)
"('Median rooms',)","Los Angeles city, California",4.1,±0.1,(X),(X)
"('Median rooms',)","Memphis city, Tennessee",5.3,±0.1,(X),(X)
"('Median rooms',)","Mesa city, Arizona",5.1,±0.1,(X),(X)
"('Median rooms',)","Miami city, Florida",3.8,±0.1,(X),(X)
"('Median rooms',)","Milwaukee city, Wisconsin",4.9,±0.1,(X),(X)
"('Median rooms',)","Minneapolis city, Minnesota",4.9,±0.2,(X),(X)
"('Median rooms',)","New Orleans city, Louisiana",5,±0.1,(X),(X)
"('Median rooms',)","New York city, New York",4,±0.1,(X),(X)
"('Median rooms',)","Newark city, New Jersey",4.5,±0.1,(X),(X)
"('Median rooms',)","Oakland city, California",4.4,±0.2,(X),(X)
"('Median rooms',)","Oklahoma City city, Oklahoma",5.3,±0.2,(X),(X)
"('Median rooms',)","Omaha city, Nebraska",5.6,±0.1,(X),(X)
"('Median rooms',)","Orlando city, Florida",4.6,±0.1,(X),(X)
"('Median rooms',)","Philadelphia city, Pennsylvania",5.6,±0.1,(X),(X)
"('Median rooms',)","Phoenix city, Arizona",5,±0.1,(X),(X)
"('Median rooms',)","Pittsburgh city, Pennsylvania",5.3,±0.2,(X),(X)
"('Median rooms',)","Plano city, Texas",6.5,±0.2,(X),(X)
"('Median rooms',)","Portland city, Oregon",5.1,±0.2,(X),(X)
"('Median rooms',)","Raleigh city, North Carolina",5.2,±0.1,(X),(X)
"('Median rooms',)","Riverside city, California",5.2,±0.1,(X),(X)
"('Median rooms',)","Sacramento city, California",5,±0.1,(X),(X)
"('Median rooms',)","San Antonio city, Texas",5.1,±0.1,(X),(X)
"('Median rooms',)","San Diego city, California",4.7,±0.1,(X),(X)
"('Median rooms',)","San Francisco city, California",4.1,±0.2,(X),(X)
"('Median rooms',)","San Jose city, California",5.2,±0.2,(X),(X)
"('Median rooms',)","Santa Ana city, California",4.4,±0.1,(X),(X)
"('Median rooms',)","Seattle city, Washington",4.4,±0.1,(X),(X)
"('Median rooms',)","St. Louis city, Missouri",4.7,±0.1,(X),(X)
"('Median rooms',)","St. Paul city, Minnesota",5.1,±0.2,(X),(X)
"('Median rooms',)","Stockton city, California",5.2,±0.2,(X),(X)
"('Median rooms',)","Tampa city, Florida",4.9,±0.1,(X),(X)
"('Median rooms',)","Tucson city, Arizona",4.7,±0.1,(X),(X)
"('Median rooms',)","Tulsa city, Oklahoma",5.3,±0.2,(X),(X)
"('Median rooms',)","Virginia Beach city, Virginia",6.1,±0.1,(X),(X)
"('Median rooms',)","Washington city, District of Columbia",4.2,±0.2,(X),(X)
"('Median rooms',)","Wichita city, Kansas",5.5,±0.1,(X),(X)
"('Total housing units',)","Albuquerque city, New Mexico","240,461","±2,448","240,461",(X)
"('Total housing units',)","Anaheim city, California","103,304","±3,277","103,304",(X)
"('Total housing units',)","Anchorage municipality, Alaska","114,320",±380,"114,320",(X)
"('Total housing units',)","Arlington city, Texas","148,731","±4,095","148,731",(X)
"('Total housing units',)","Atlanta city, Georgia","235,865","±4,580","235,865",(X)
"('Total housing units',)","Aurora city, Colorado","133,434","±2,055","133,434",(X)
"('Total housing units',)","Austin city, Texas","392,184","±4,926","392,184",(X)
"('Total housing units',)","Bakersfield city, California","122,393","±2,922","122,393",(X)
"('Total housing units',)","Baltimore city, Maryland","297,027","±1,081","297,027",(X)
"('Total housing units',)","Boston city, Massachusetts","274,459","±2,822","274,459",(X)
"('Total housing units',)","Charlotte city, North Carolina","334,471","±2,472","334,471",(X)
"('Total housing units',)","Chicago city, Illinois","1,192,346","±8,242","1,192,346",(X)
"('Total housing units',)","Cincinnati city, Ohio","163,103","±3,590","163,103",(X)
"('Total housing units',)","Cleveland city, Ohio","209,848","±3,834","209,848",(X)
"('Total housing units',)","Colorado Springs city, Colorado","187,010","±2,522","187,010",(X)
"('Total housing units',)","Columbus city, Ohio","381,780","±3,918","381,780",(X)
"('Total housing units',)","Corpus Christi city, Texas","129,241","±1,582","129,241",(X)
"('Total housing units',)","Dallas city, Texas","540,447","±5,968","540,447",(X)
"('Total housing units',)","Denver city, Colorado","298,880","±1,016","298,880",(X)
"('Total housing units',)","Detroit city, Michigan","367,958","±4,165","367,958",(X)
"('Total housing units',)","Durham city, North Carolina","114,191","±1,428","114,191",(X)
"('Total housing units',)","El Paso city, Texas","244,766","±2,137","244,766",(X)
"('Total housing units',)","Fort Worth city, Texas","309,326","±4,309","309,326",(X)
"('Total housing units',)","Fresno city, California","178,577","±2,818","178,577",(X)
"('Total housing units',)","Greensboro city, North Carolina","127,413","±2,809","127,413",(X)
"('Total housing units',)","Henderson city, Nevada","119,423","±3,595","119,423",(X)
"('Total housing units',)","Houston city, Texas","931,083","±8,168","931,083",(X)
"('Total housing units',)","Indianapolis city (balance), Indiana","382,494","±2,399","382,494",(X)
"('Total housing units',)","Irvine city, California","94,979","±3,452","94,979",(X)
"('Total housing units',)","Jacksonville city, Florida","371,254","±2,097","371,254",(X)
"('Total housing units',)","Jersey City city, New Jersey","110,896","±2,411","110,896",(X)
"('Total housing units',)","Kansas City city, Missouri","226,206","±3,549","226,206",(X)
"('Total housing units',)","Las Vegas city, Nevada","247,144","±4,937","247,144",(X)
"('Total housing units',)","Lincoln city, Nebraska","114,052","±1,039","114,052",(X)
"('Total housing units',)","Long Beach city, California","170,977","±3,872","170,977",(X)
"('Total housing units',)","Los Angeles city, California","1,433,123","±8,874","1,433,123",(X)
"('Total housing units',)","Memphis city, Tennessee","300,637","±3,089","300,637",(X)
"('Total housing units',)","Mesa city, Arizona","202,534","±4,200","202,534",(X)
"('Total housing units',)","Miami city, Florida","191,653","±5,003","191,653",(X)
"('Total housing units',)","Milwaukee city, Wisconsin","259,404","±3,166","259,404",(X)
"('Total housing units',)","Minneapolis city, Minnesota","182,617","±4,117","182,617",(X)
"('Total housing units',)","New Orleans city, Louisiana","192,472",±835,"192,472",(X)
"('Total housing units',)","New York city, New York","3,438,742","±2,693","3,438,742",(X)
"('Total housing units',)","Newark city, New Jersey","106,616","±2,787","106,616",(X)
"('Total housing units',)","Oakland city, California","167,945","±3,809","167,945",(X)
"('Total housing units',)","Oklahoma City city, Oklahoma","266,902","±3,364","266,902",(X)
"('Total housing units',)","Omaha city, Nebraska","189,952","±1,568","189,952",(X)
"('Total housing units',)","Orlando city, Florida","127,324","±4,381","127,324",(X)
"('Total housing units',)","Philadelphia city, Pennsylvania","670,445","±1,724","670,445",(X)
"('Total housing units',)","Phoenix city, Arizona","603,500","±6,781","603,500",(X)
"('Total housing units',)","Pittsburgh city, Pennsylvania","153,098","±3,875","153,098",(X)
