Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Total housing units',)","Cincinnati city, Ohio","167,544","±3,724","167,544",(X)
"('Total housing units',)","Cleveland city, Ohio","218,647","±3,440","218,647",(X)
"('Total housing units',)","Colorado Springs city, Colorado","178,707","±2,767","178,707",(X)
"('Total housing units',)","Columbus city, Ohio","373,875","±3,506","373,875",(X)
"('Total housing units',)","Corpus Christi city, Texas","126,661","±1,497","126,661",(X)
"('Total housing units',)","Dallas city, Texas","515,515","±6,758","515,515",(X)
"('Total housing units',)","Denver city, Colorado","286,787",±901,"286,787",(X)
"('Total housing units',)","Detroit city, Michigan","360,951","±4,758","360,951",(X)
"('Total housing units',)","Durham city, North Carolina","104,921","±2,179","104,921",(X)
"('Total housing units',)","El Paso city, Texas","233,462","±2,540","233,462",(X)
"('Total housing units',)","Fort Worth city, Texas","298,058","±5,452","298,058",(X)
"('Total housing units',)","Fresno city, California","169,302","±3,645","169,302",(X)
"('Total housing units',)","Greensboro city, North Carolina","126,047","±3,079","126,047",(X)
"('Total housing units',)","Henderson city, Nevada","112,961","±5,143","112,961",(X)
"('Total housing units',)","Houston city, Texas","906,187","±8,618","906,187",(X)
"('Total housing units',)","Indianapolis city (balance), Indiana","380,390","±2,905","380,390",(X)
"('Total housing units',)","Irvine city, California","79,374","±2,969","79,374",(X)
"('Total housing units',)","Jacksonville city, Florida","367,698","±1,925","367,698",(X)
"('Total housing units',)","Jersey City city, New Jersey","110,360","±2,760","110,360",(X)
"('Total housing units',)","Kansas City city, Missouri","227,108","±3,462","227,108",(X)
"('Total housing units',)","Las Vegas city, Nevada","247,665","±6,326","247,665",(X)
"('Total housing units',)","Lincoln city, Nebraska","110,631","±1,114","110,631",(X)
"('Total housing units',)","Long Beach city, California","174,366","±4,681","174,366",(X)
"('Total housing units',)","Los Angeles city, California","1,419,777","±8,526","1,419,777",(X)
"('Total housing units',)","Memphis city, Tennessee","294,145","±3,322","294,145",(X)
"('Total housing units',)","Mesa city, Arizona","194,822","±4,949","194,822",(X)
"('Total housing units',)","Miami city, Florida","191,012","±5,735","191,012",(X)
"('Total housing units',)","Milwaukee city, Wisconsin","262,653","±3,121","262,653",(X)
"('Total housing units',)","Minneapolis city, Minnesota","181,353","±3,665","181,353",(X)
"('Total housing units',)","New Orleans city, Louisiana","194,141",±662,"194,141",(X)
"('Total housing units',)","New York city, New York","3,368,809","±3,180","3,368,809",(X)
"('Total housing units',)","Newark city, New Jersey","108,031","±3,044","108,031",(X)
"('Total housing units',)","Oakland city, California","175,054","±3,510","175,054",(X)
"('Total housing units',)","Oklahoma City city, Oklahoma","254,896","±3,694","254,896",(X)
"('Total housing units',)","Omaha city, Nebraska","180,738","±2,224","180,738",(X)
"('Total housing units',)","Orlando city, Florida","117,116","±4,285","117,116",(X)
"('Total housing units',)","Philadelphia city, Pennsylvania","670,265","±1,466","670,265",(X)
"('Total housing units',)","Phoenix city, Arizona","604,835","±7,210","604,835",(X)
"('Total housing units',)","Pittsburgh city, Pennsylvania","157,351","±3,478","157,351",(X)
"('Total housing units',)","Plano city, Texas","106,865","±3,288","106,865",(X)
"('Total housing units',)","Portland city, Oregon","265,946","±2,464","265,946",(X)
"('Total housing units',)","Raleigh city, North Carolina","177,449","±4,319","177,449",(X)
"('Total housing units',)","Riverside city, California","96,819","±3,640","96,819",(X)
"('Total housing units',)","Sacramento city, California","189,291","±4,949","189,291",(X)
"('Total housing units',)","San Antonio city, Texas","533,822","±5,094","533,822",(X)
"('Total housing units',)","San Diego city, California","513,906","±6,573","513,906",(X)
"('Total housing units',)","San Francisco city, California","378,261","±1,035","378,261",(X)
"('Total housing units',)","San Jose city, California","319,321","±3,527","319,321",(X)
"('Total housing units',)","Santa Ana city, California","76,777","±3,187","76,777",(X)
"('Total housing units',)","Seattle city, Washington","305,397","±4,412","305,397",(X)
"('Total housing units',)","St. Louis city, Missouri","175,632",±952,"175,632",(X)
"('Total housing units',)","St. Paul city, Minnesota","121,636","±2,210","121,636",(X)
"('Total housing units',)","Stockton city, California","99,616","±2,642","99,616",(X)
"('Total housing units',)","Tampa city, Florida","160,567","±4,008","160,567",(X)
"('Total housing units',)","Tucson city, Arizona","232,099","±3,842","232,099",(X)
"('Total housing units',)","Tulsa city, Oklahoma","187,290","±2,220","187,290",(X)
"('Total housing units',)","Virginia Beach city, Virginia","179,263",±975,"179,263",(X)
"('Total housing units',)","Washington city, District of Columbia","298,908",±51,"298,908",(X)
"('Total housing units',)","Wichita city, Kansas","166,862","±2,157","166,862",(X)
"('No bedroom',)","Albuquerque city, New Mexico","6,768","±1,765",2.80%,±0.7
"('No bedroom',)","Anaheim city, California","2,218",±772,2.10%,±0.7
"('No bedroom',)","Anchorage municipality, Alaska","2,359",±934,2.10%,±0.8
"('No bedroom',)","Arlington city, Texas","3,031","±1,105",2.10%,±0.8
"('No bedroom',)","Atlanta city, Georgia","8,430","±2,061",3.80%,±0.9
"('No bedroom',)","Aurora city, Colorado","1,915",±800,1.50%,±0.6
"('No bedroom',)","Austin city, Texas","10,876","±2,222",3.00%,±0.6
"('No bedroom',)","Bakersfield city, California","2,099",±865,1.80%,±0.7
"('No bedroom',)","Baltimore city, Maryland","9,949","±1,993",3.40%,±0.7
"('No bedroom',)","Boston city, Massachusetts","17,525","±2,477",6.40%,±0.9
"('No bedroom',)","Charlotte city, North Carolina","4,296","±1,165",1.30%,±0.4
"('No bedroom',)","Chicago city, Illinois","79,237","±5,147",6.60%,±0.4
"('No bedroom',)","Cincinnati city, Ohio","6,488","±1,299",3.90%,±0.8
"('No bedroom',)","Cleveland city, Ohio","6,173","±1,190",2.80%,±0.5
"('No bedroom',)","Colorado Springs city, Colorado","1,793",±657,1.00%,±0.4
"('No bedroom',)","Columbus city, Ohio","6,821","±1,259",1.80%,±0.3
"('No bedroom',)","Corpus Christi city, Texas","3,704","±1,326",2.90%,±1.0
"('No bedroom',)","Dallas city, Texas","16,445","±2,739",3.20%,±0.5
"('No bedroom',)","Denver city, Colorado","12,508","±2,059",4.40%,±0.7
"('No bedroom',)","Detroit city, Michigan","12,776","±1,879",3.50%,±0.5
"('No bedroom',)","Durham city, North Carolina","2,533",±968,2.40%,±0.9
"('No bedroom',)","El Paso city, Texas","7,451","±1,418",3.20%,±0.6
"('No bedroom',)","Fort Worth city, Texas","3,976","±1,186",1.30%,±0.4
"('No bedroom',)","Fresno city, California","3,241","±1,008",1.90%,±0.6
"('No bedroom',)","Greensboro city, North Carolina","1,972",±947,1.60%,±0.7
"('No bedroom',)","Henderson city, Nevada",262,±334,0.20%,±0.3
"('No bedroom',)","Houston city, Texas","20,238","±2,702",2.20%,±0.3
"('No bedroom',)","Indianapolis city (balance), Indiana","9,446","±1,689",2.50%,±0.4
"('No bedroom',)","Irvine city, California","1,568",±958,2.00%,±1.2
"('No bedroom',)","Jacksonville city, Florida","4,464","±1,507",1.20%,±0.4
"('No bedroom',)","Jersey City city, New Jersey","5,389","±1,261",4.90%,±1.1
"('No bedroom',)","Kansas City city, Missouri","5,581","±1,179",2.50%,±0.5
"('No bedroom',)","Las Vegas city, Nevada","8,876","±1,380",3.60%,±0.5
"('No bedroom',)","Lincoln city, Nebraska","1,780",±657,1.60%,±0.6
"('No bedroom',)","Long Beach city, California","10,336","±1,830",5.90%,±1.0
"('No bedroom',)","Los Angeles city, California","131,117","±6,414",9.20%,±0.4
"('No bedroom',)","Memphis city, Tennessee","4,328","±1,131",1.50%,±0.4
"('No bedroom',)","Mesa city, Arizona","3,260","±1,264",1.70%,±0.6
"('No bedroom',)","Miami city, Florida","12,812","±2,393",6.70%,±1.2
"('No bedroom',)","Milwaukee city, Wisconsin","7,842","±1,313",3.00%,±0.5
"('No bedroom',)","Minneapolis city, Minnesota","11,575","±1,691",6.40%,±0.9
"('No bedroom',)","New Orleans city, Louisiana","7,582","±1,202",3.90%,±0.6
"('No bedroom',)","New York city, New York","250,029","±9,754",7.40%,±0.3
"('No bedroom',)","Newark city, New Jersey","6,948","±1,284",6.40%,±1.2
"('No bedroom',)","Oakland city, California","10,837","±1,594",6.20%,±0.9
"('No bedroom',)","Oklahoma City city, Oklahoma","4,542","±1,032",1.80%,±0.4
"('No bedroom',)","Omaha city, Nebraska","5,180","±1,263",2.90%,±0.7
"('No bedroom',)","Orlando city, Florida","2,461",±922,2.10%,±0.8
"('No bedroom',)","Philadelphia city, Pennsylvania","29,807","±3,551",4.40%,±0.5
"('No bedroom',)","Phoenix city, Arizona","22,704","±2,924",3.80%,±0.5
"('No bedroom',)","Pittsburgh city, Pennsylvania","5,844","±1,182",3.70%,±0.7
"('No bedroom',)","Plano city, Texas",968,±791,0.90%,±0.7
"('No bedroom',)","Portland city, Oregon","15,098","±2,380",5.70%,±0.9
"('No bedroom',)","Raleigh city, North Carolina","2,980",±944,1.70%,±0.5
"('No bedroom',)","Riverside city, California","2,338",±928,2.40%,±0.9
"('No bedroom',)","Sacramento city, California","4,836","±1,296",2.60%,±0.7
"('No bedroom',)","San Antonio city, Texas","12,439","±1,688",2.30%,±0.3
"('No bedroom',)","San Diego city, California","17,913","±2,287",3.50%,±0.4
"('No bedroom',)","San Francisco city, California","54,728","±4,595",14.50%,±1.2
"('No bedroom',)","San Jose city, California","13,381","±2,195",4.20%,±0.7
"('No bedroom',)","Santa Ana city, California","3,944","±1,151",5.10%,±1.4
"('No bedroom',)","Seattle city, Washington","22,016","±2,610",7.20%,±0.8
"('No bedroom',)","St. Louis city, Missouri","6,652","±1,440",3.80%,±0.8
"('No bedroom',)","St. Paul city, Minnesota","4,251","±1,172",3.50%,±1.0
"('No bedroom',)","Stockton city, California","4,170",±994,4.20%,±1.0
"('No bedroom',)","Tampa city, Florida","6,934","±1,437",4.30%,±0.9
"('No bedroom',)","Tucson city, Arizona","8,308","±1,751",3.60%,±0.8
"('No bedroom',)","Tulsa city, Oklahoma","4,077",±902,2.20%,±0.5
"('No bedroom',)","Virginia Beach city, Virginia","1,379",±739,0.80%,±0.4
"('No bedroom',)","Washington city, District of Columbia","26,061","±2,102",8.70%,±0.7
"('No bedroom',)","Wichita city, Kansas","4,781","±1,201",2.90%,±0.7
"('1 bedroom',)","Albuquerque city, New Mexico","33,367","±3,252",13.80%,±1.3
"('1 bedroom',)","Anaheim city, California","17,888","±2,080",17.10%,±1.8
"('1 bedroom',)","Anchorage municipality, Alaska","13,510","±1,804",11.90%,±1.6
"('1 bedroom',)","Arlington city, Texas","24,217","±2,865",16.60%,±1.7
"('1 bedroom',)","Atlanta city, Georgia","51,579","±4,599",23.30%,±1.9
"('1 bedroom',)","Aurora city, Colorado","22,624","±2,449",17.60%,±1.7
"('1 bedroom',)","Austin city, Texas","84,988","±4,304",23.60%,±1.1
"('1 bedroom',)","Bakersfield city, California","9,092","±1,267",7.70%,±1.1
"('1 bedroom',)","Baltimore city, Maryland","55,924","±3,210",18.90%,±1.1
"('1 bedroom',)","Boston city, Massachusetts","67,987","±3,806",24.80%,±1.3
"('1 bedroom',)","Charlotte city, North Carolina","38,877","±3,711",12.00%,±1.1
"('1 bedroom',)","Chicago city, Illinois","249,848","±9,310",20.90%,±0.8
"('1 bedroom',)","Cincinnati city, Ohio","48,914","±3,061",29.20%,±1.6
"('1 bedroom',)","Cleveland city, Ohio","29,883","±2,306",13.70%,±1.0
"('1 bedroom',)","Colorado Springs city, Colorado","24,731","±2,720",13.80%,±1.5
"('1 bedroom',)","Columbus city, Ohio","52,982","±4,074",14.20%,±1.1
"('1 bedroom',)","Corpus Christi city, Texas","15,402","±2,193",12.20%,±1.7
"('1 bedroom',)","Dallas city, Texas","136,097","±5,918",26.40%,±1.0
"('1 bedroom',)","Denver city, Colorado","67,204","±3,864",23.40%,±1.3
"('1 bedroom',)","Detroit city, Michigan","42,021","±2,728",11.60%,±0.7
"('1 bedroom',)","Durham city, North Carolina","14,399","±1,973",13.70%,±1.8
"('1 bedroom',)","El Paso city, Texas","22,263","±2,542",9.50%,±1.1
"('1 bedroom',)","Fort Worth city, Texas","48,826","±3,585",16.40%,±1.2
"('1 bedroom',)","Fresno city, California","18,103","±2,313",10.70%,±1.3
"('1 bedroom',)","Greensboro city, North Carolina","13,519","±2,229",10.70%,±1.7
"('1 bedroom',)","Henderson city, Nevada","7,662","±1,750",6.80%,±1.5
"('1 bedroom',)","Houston city, Texas","226,407","±7,298",25.00%,±0.7
"('1 bedroom',)","Indianapolis city (balance), Indiana","56,571","±3,778",14.90%,±1.0
"('1 bedroom',)","Irvine city, California","12,786","±2,208",16.10%,±2.6
"('1 bedroom',)","Jacksonville city, Florida","40,459","±3,874",11.00%,±1.1
"('1 bedroom',)","Jersey City city, New Jersey","32,594","±2,605",29.50%,±2.3
"('1 bedroom',)","Kansas City city, Missouri","32,651","±2,838",14.40%,±1.2
"('1 bedroom',)","Las Vegas city, Nevada","28,593","±3,565",11.50%,±1.4
"('1 bedroom',)","Lincoln city, Nebraska","15,523","±1,574",14.00%,±1.4
"('1 bedroom',)","Long Beach city, California","47,814","±3,587",27.40%,±1.7
"('1 bedroom',)","Los Angeles city, California","363,579","±8,304",25.60%,±0.6
"('1 bedroom',)","Memphis city, Tennessee","40,591","±3,109",13.80%,±1.1
"('1 bedroom',)","Mesa city, Arizona","32,384","±3,263",16.60%,±1.6
"('1 bedroom',)","Miami city, Florida","62,994","±5,093",33.00%,±2.3
"('1 bedroom',)","Milwaukee city, Wisconsin","47,552","±3,266",18.10%,±1.2
"('1 bedroom',)","Minneapolis city, Minnesota","46,887","±2,877",25.90%,±1.5
"('1 bedroom',)","New Orleans city, Louisiana","35,592","±2,440",18.30%,±1.3
"('1 bedroom',)","New York city, New York","1,050,893","±14,317",31.20%,±0.4
"('1 bedroom',)","Newark city, New Jersey","21,814","±1,810",20.20%,±1.6
"('1 bedroom',)","Oakland city, California","42,760","±3,099",24.40%,±1.6
"('1 bedroom',)","Oklahoma City city, Oklahoma","33,521","±2,288",13.20%,±0.9
"('1 bedroom',)","Omaha city, Nebraska","32,072","±2,394",17.70%,±1.3
"('1 bedroom',)","Orlando city, Florida","22,471","±2,364",19.20%,±1.8
"('1 bedroom',)","Philadelphia city, Pennsylvania","112,674","±5,168",16.80%,±0.8
"('1 bedroom',)","Phoenix city, Arizona","82,023","±4,576",13.60%,±0.7
"('1 bedroom',)","Pittsburgh city, Pennsylvania","31,909","±2,141",20.30%,±1.2
"('1 bedroom',)","Plano city, Texas","17,070","±2,328",16.00%,±2.1
"('1 bedroom',)","Portland city, Oregon","50,515","±3,009",19.00%,±1.1
"('1 bedroom',)","Raleigh city, North Carolina","24,057","±3,143",13.60%,±1.6
"('1 bedroom',)","Riverside city, California","13,847","±2,003",14.30%,±1.8
"('1 bedroom',)","Sacramento city, California","30,816","±2,997",16.30%,±1.4
"('1 bedroom',)","San Antonio city, Texas","87,417","±5,490",16.40%,±1.0
"('1 bedroom',)","San Diego city, California","98,306","±5,094",19.10%,±0.9
"('1 bedroom',)","San Francisco city, California","98,972","±4,158",26.20%,±1.1
"('1 bedroom',)","San Jose city, California","42,453","±3,302",13.30%,±1.0
"('1 bedroom',)","Santa Ana city, California","14,138","±1,856",18.40%,±2.1
"('1 bedroom',)","Seattle city, Washington","85,213","±4,391",27.90%,±1.4
"('1 bedroom',)","St. Louis city, Missouri","49,528","±2,517",28.20%,±1.4
"('1 bedroom',)","St. Paul city, Minnesota","29,877","±2,373",24.60%,±1.8
"('1 bedroom',)","Stockton city, California","10,238","±1,600",10.30%,±1.5
"('1 bedroom',)","Tampa city, Florida","26,278","±3,000",16.40%,±1.7
"('1 bedroom',)","Tucson city, Arizona","43,169","±3,512",18.60%,±1.5
"('1 bedroom',)","Tulsa city, Oklahoma","34,370","±2,614",18.40%,±1.4
"('1 bedroom',)","Virginia Beach city, Virginia","9,142","±1,505",5.10%,±0.8
"('1 bedroom',)","Washington city, District of Columbia","95,456","±3,465",31.90%,±1.2
"('1 bedroom',)","Wichita city, Kansas","20,579","±2,294",12.30%,±1.3
"('2 bedrooms',)","Albuquerque city, New Mexico","63,332","±4,112",26.20%,±1.7
"('2 bedrooms',)","Anaheim city, California","32,871","±2,396",31.50%,±2.1
"('2 bedrooms',)","Anchorage municipality, Alaska","30,453","±2,132",26.80%,±1.9
"('2 bedrooms',)","Arlington city, Texas","28,468","±2,733",19.50%,±1.8
"('2 bedrooms',)","Atlanta city, Georgia","78,763","±4,372",35.60%,±1.9
"('2 bedrooms',)","Aurora city, Colorado","36,835","±2,873",28.70%,±2.1
"('2 bedrooms',)","Austin city, Texas","102,710","±4,775",28.50%,±1.3
"('2 bedrooms',)","Bakersfield city, California","25,124","±2,407",21.40%,±2.0
"('2 bedrooms',)","Baltimore city, Maryland","79,767","±3,807",26.90%,±1.3
"('2 bedrooms',)","Boston city, Massachusetts","95,872","±4,240",35.00%,±1.6
"('2 bedrooms',)","Charlotte city, North Carolina","85,455","±5,744",26.30%,±1.7
"('2 bedrooms',)","Chicago city, Illinois","399,820","±9,038",33.50%,±0.7
"('2 bedrooms',)","Cincinnati city, Ohio","54,130","±3,155",32.30%,±1.7
"('2 bedrooms',)","Cleveland city, Ohio","78,625","±2,963",36.00%,±1.3
"('2 bedrooms',)","Colorado Springs city, Colorado","46,637","±3,142",26.10%,±1.7
"('2 bedrooms',)","Columbus city, Ohio","138,755","±6,033",37.10%,±1.5
"('2 bedrooms',)","Corpus Christi city, Texas","35,859","±3,342",28.30%,±2.7
"('2 bedrooms',)","Dallas city, Texas","152,967","±6,122",29.70%,±1.1
"('2 bedrooms',)","Denver city, Colorado","95,688","±3,981",33.40%,±1.4
"('2 bedrooms',)","Detroit city, Michigan","97,852","±3,827",27.10%,±1.0
"('2 bedrooms',)","Durham city, North Carolina","33,131","±2,532",31.60%,±2.3
"('2 bedrooms',)","El Paso city, Texas","47,653","±3,267",20.40%,±1.4
"('2 bedrooms',)","Fort Worth city, Texas","73,537","±4,689",24.70%,±1.5
"('2 bedrooms',)","Fresno city, California","51,172","±3,262",30.20%,±1.7
"('2 bedrooms',)","Greensboro city, North Carolina","40,788","±3,308",32.40%,±2.4
"('2 bedrooms',)","Henderson city, Nevada","30,834","±3,883",27.30%,±2.9
"('2 bedrooms',)","Houston city, Texas","274,585","±7,603",30.30%,±0.8
"('2 bedrooms',)","Indianapolis city (balance), Indiana","118,932","±4,963",31.30%,±1.3
"('2 bedrooms',)","Irvine city, California","24,679","±2,667",31.10%,±3.0
"('2 bedrooms',)","Jacksonville city, Florida","89,629","±4,404",24.40%,±1.2
"('2 bedrooms',)","Jersey City city, New Jersey","38,818","±2,801",35.20%,±2.4
"('2 bedrooms',)","Kansas City city, Missouri","68,263","±3,478",30.10%,±1.4
"('2 bedrooms',)","Las Vegas city, Nevada","70,036","±4,492",28.30%,±1.5
"('2 bedrooms',)","Lincoln city, Nebraska","34,542","±2,168",31.20%,±1.9
"('2 bedrooms',)","Long Beach city, California","62,270","±3,125",35.70%,±1.5
"('2 bedrooms',)","Los Angeles city, California","449,722","±10,170",31.70%,±0.7
"('2 bedrooms',)","Memphis city, Tennessee","91,783","±4,148",31.20%,±1.4
"('2 bedrooms',)","Mesa city, Arizona","63,662","±3,994",32.70%,±1.9
"('2 bedrooms',)","Miami city, Florida","70,992","±4,875",37.20%,±2.4
"('2 bedrooms',)","Milwaukee city, Wisconsin","96,299","±3,930",36.70%,±1.4
"('2 bedrooms',)","Minneapolis city, Minnesota","52,976","±3,063",29.20%,±1.5
"('2 bedrooms',)","New Orleans city, Louisiana","65,363","±3,159",33.70%,±1.6
"('2 bedrooms',)","New York city, New York","1,085,438","±16,086",32.20%,±0.5
"('2 bedrooms',)","Newark city, New Jersey","40,208","±2,523",37.20%,±2.0
