Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Built 1970 to 1979',)","Tulsa city, Oklahoma","38,668","±1,940",20.60%,±1.0
"('Built 1970 to 1979',)","Virginia Beach city, Virginia","40,729","±2,773",22.00%,±1.5
"('Built 1970 to 1979',)","Washington city, District of Columbia","23,595","±2,356",7.50%,±0.7
"('Built 1970 to 1979',)","Wichita city, Kansas","19,974","±2,266",11.60%,±1.3
"('Built 1960 to 1969',)","Albuquerque city, New Mexico","25,457","±2,804",10.40%,±1.1
"('Built 1960 to 1969',)","Anaheim city, California","21,357","±2,295",20.80%,±2.2
"('Built 1960 to 1969',)","Anchorage municipality, Alaska","13,212","±1,779",11.30%,±1.5
"('Built 1960 to 1969',)","Arlington city, Texas","10,987","±1,566",7.50%,±1.0
"('Built 1960 to 1969',)","Atlanta city, Georgia","30,177","±2,938",12.30%,±1.2
"('Built 1960 to 1969',)","Aurora city, Colorado","9,757","±1,387",7.30%,±1.0
"('Built 1960 to 1969',)","Austin city, Texas","31,210","±2,821",7.50%,±0.7
"('Built 1960 to 1969',)","Bakersfield city, California","11,159","±1,715",8.80%,±1.3
"('Built 1960 to 1969',)","Baltimore city, Maryland","24,357","±1,899",8.30%,±0.6
"('Built 1960 to 1969',)","Boston city, Massachusetts","23,589","±2,121",8.00%,±0.7
"('Built 1960 to 1969',)","Charlotte city, North Carolina","36,587","±3,496",10.20%,±1.0
"('Built 1960 to 1969',)","Chicago city, Illinois","111,226","±4,989",9.20%,±0.4
"('Built 1960 to 1969',)","Cincinnati city, Ohio","22,972","±2,560",13.90%,±1.6
"('Built 1960 to 1969',)","Cleveland city, Ohio","15,465","±1,954",7.30%,±0.9
"('Built 1960 to 1969',)","Colorado Springs city, Colorado","18,758","±1,840",9.90%,±1.0
"('Built 1960 to 1969',)","Columbus city, Ohio","51,006","±2,966",13.00%,±0.7
"('Built 1960 to 1969',)","Corpus Christi city, Texas","16,974","±2,180",12.90%,±1.6
"('Built 1960 to 1969',)","Dallas city, Texas","78,658","±4,149",13.70%,±0.7
"('Built 1960 to 1969',)","Denver city, Colorado","34,382","±2,618",10.70%,±0.8
"('Built 1960 to 1969',)","Detroit city, Michigan","24,902","±2,293",6.90%,±0.6
"('Built 1960 to 1969',)","Durham city, North Carolina","9,724","±1,609",8.20%,±1.4
"('Built 1960 to 1969',)","El Paso city, Texas","24,870","±2,297",9.80%,±0.9
"('Built 1960 to 1969',)","Fort Worth city, Texas","28,096","±2,346",8.50%,±0.7
"('Built 1960 to 1969',)","Fresno city, California","19,747","±1,915",10.90%,±1.1
"('Built 1960 to 1969',)","Greensboro city, North Carolina","13,400","±1,677",10.30%,±1.3
"('Built 1960 to 1969',)","Henderson city, Nevada","2,037",±785,1.50%,±0.6
"('Built 1960 to 1969',)","Houston city, Texas","129,621","±5,379",13.50%,±0.6
"('Built 1960 to 1969',)","Indianapolis city (balance), Indiana","48,643","±3,106",12.60%,±0.8
"('Built 1960 to 1969',)","Irvine city, California","3,225",±977,3.10%,±0.9
"('Built 1960 to 1969',)","Jacksonville city, Florida","41,605","±3,601",10.90%,±0.9
"('Built 1960 to 1969',)","Jersey City city, New Jersey","7,332","±1,322",6.40%,±1.1
"('Built 1960 to 1969',)","Kansas City city, Missouri","29,362","±2,438",12.40%,±1.0
"('Built 1960 to 1969',)","Las Vegas city, Nevada","22,450","±1,986",8.70%,±0.8
"('Built 1960 to 1969',)","Lincoln city, Nebraska","13,475","±1,769",11.30%,±1.5
"('Built 1960 to 1969',)","Long Beach city, California","24,290","±2,268",13.80%,±1.2
"('Built 1960 to 1969',)","Los Angeles city, California","198,180","±6,252",13.20%,±0.4
"('Built 1960 to 1969',)","Memphis city, Tennessee","42,523","±3,079",14.30%,±1.0
"('Built 1960 to 1969',)","Mesa city, Arizona","12,137","±1,442",5.80%,±0.7
"('Built 1960 to 1969',)","Miami city, Florida","21,746","±2,516",10.80%,±1.2
"('Built 1960 to 1969',)","Milwaukee city, Wisconsin","26,203","±2,127",10.10%,±0.8
"('Built 1960 to 1969',)","Minneapolis city, Minnesota","15,692","±1,808",8.30%,±0.9
"('Built 1960 to 1969',)","New Orleans city, Louisiana","25,646","±1,868",13.40%,±1.0
"('Built 1960 to 1969',)","New York city, New York","433,501","±11,699",12.40%,±0.3
"('Built 1960 to 1969',)","Newark city, New Jersey","10,437","±1,501",9.20%,±1.3
"('Built 1960 to 1969',)","Oakland city, California","17,179","±1,990",10.20%,±1.1
"('Built 1960 to 1969',)","Oklahoma City city, Oklahoma","30,995","±2,240",11.50%,±0.8
"('Built 1960 to 1969',)","Omaha city, Nebraska","29,156","±1,823",14.60%,±0.9
"('Built 1960 to 1969',)","Orlando city, Florida","10,278","±1,581",8.00%,±1.2
"('Built 1960 to 1969',)","Philadelphia city, Pennsylvania","69,041","±4,528",10.10%,±0.7
"('Built 1960 to 1969',)","Phoenix city, Arizona","75,599","±4,618",12.20%,±0.7
"('Built 1960 to 1969',)","Pittsburgh city, Pennsylvania","14,100","±1,908",8.90%,±1.2
"('Built 1960 to 1969',)","Plano city, Texas","3,496","±1,006",3.10%,±0.9
"('Built 1960 to 1969',)","Portland city, Oregon","20,858","±2,073",7.30%,±0.7
"('Built 1960 to 1969',)","Raleigh city, North Carolina","16,955","±2,166",8.30%,±1.1
"('Built 1960 to 1969',)","Riverside city, California","11,150","±1,457",12.20%,±1.5
"('Built 1960 to 1969',)","Sacramento city, California","24,209","±2,297",12.10%,±1.1
"('Built 1960 to 1969',)","San Antonio city, Texas","53,229","±3,783",9.60%,±0.7
"('Built 1960 to 1969',)","San Diego city, California","69,505","±3,914",12.80%,±0.7
"('Built 1960 to 1969',)","San Francisco city, California","33,010","±2,747",8.30%,±0.7
"('Built 1960 to 1969',)","San Jose city, California","62,098","±3,442",18.30%,±1.0
"('Built 1960 to 1969',)","Santa Ana city, California","17,836","±1,763",22.40%,±2.0
"('Built 1960 to 1969',)","Seattle city, Washington","34,067","±3,435",9.60%,±0.9
"('Built 1960 to 1969',)","St. Louis city, Missouri","12,239","±1,603",6.90%,±0.9
"('Built 1960 to 1969',)","St. Paul city, Minnesota","11,543","±1,615",9.80%,±1.3
"('Built 1960 to 1969',)","Stockton city, California","10,455","±1,430",10.40%,±1.3
"('Built 1960 to 1969',)","Tampa city, Florida","15,364","±2,197",8.80%,±1.2
"('Built 1960 to 1969',)","Tucson city, Arizona","26,373","±2,490",11.00%,±1.0
"('Built 1960 to 1969',)","Tulsa city, Oklahoma","27,833","±1,697",14.80%,±0.9
"('Built 1960 to 1969',)","Virginia Beach city, Virginia","23,663","±1,969",12.80%,±1.1
"('Built 1960 to 1969',)","Washington city, District of Columbia","41,493","±3,163",13.20%,±1.0
"('Built 1960 to 1969',)","Wichita city, Kansas","20,106","±2,184",11.60%,±1.2
"('Built 1950 to 1959',)","Albuquerque city, New Mexico","27,411","±2,360",11.20%,±1.0
"('Built 1950 to 1959',)","Anaheim city, California","25,819","±2,081",25.20%,±1.9
"('Built 1950 to 1959',)","Anchorage municipality, Alaska","6,554","±1,489",5.60%,±1.3
"('Built 1950 to 1959',)","Arlington city, Texas","10,808","±1,789",7.40%,±1.2
"('Built 1950 to 1959',)","Atlanta city, Georgia","30,863","±2,857",12.60%,±1.1
"('Built 1950 to 1959',)","Aurora city, Colorado","6,721","±1,080",5.00%,±0.8
"('Built 1950 to 1959',)","Austin city, Texas","23,053","±2,008",5.50%,±0.5
"('Built 1950 to 1959',)","Bakersfield city, California","8,454","±1,690",6.70%,±1.3
"('Built 1950 to 1959',)","Baltimore city, Maryland","45,890","±3,104",15.60%,±1.1
"('Built 1950 to 1959',)","Boston city, Massachusetts","23,389","±2,661",8.00%,±0.9
"('Built 1950 to 1959',)","Charlotte city, North Carolina","24,699","±2,238",6.90%,±0.6
"('Built 1950 to 1959',)","Chicago city, Illinois","154,257","±5,122",12.70%,±0.4
"('Built 1950 to 1959',)","Cincinnati city, Ohio","20,569","±2,239",12.50%,±1.3
"('Built 1950 to 1959',)","Cleveland city, Ohio","26,396","±2,417",12.40%,±1.1
"('Built 1950 to 1959',)","Colorado Springs city, Colorado","13,274","±1,592",7.00%,±0.8
"('Built 1950 to 1959',)","Columbus city, Ohio","45,335","±3,083",11.60%,±0.8
"('Built 1950 to 1959',)","Corpus Christi city, Texas","20,831","±2,228",15.80%,±1.7
"('Built 1950 to 1959',)","Dallas city, Texas","74,523","±3,625",13.00%,±0.6
"('Built 1950 to 1959',)","Denver city, Colorado","47,597","±3,102",14.80%,±1.0
"('Built 1950 to 1959',)","Detroit city, Michigan","84,618","±4,077",23.30%,±1.1
"('Built 1950 to 1959',)","Durham city, North Carolina","7,603","±1,367",6.40%,±1.2
"('Built 1950 to 1959',)","El Paso city, Texas","26,672","±2,191",10.50%,±0.9
"('Built 1950 to 1959',)","Fort Worth city, Texas","37,492","±2,780",11.40%,±0.8
"('Built 1950 to 1959',)","Fresno city, California","21,047","±2,082",11.70%,±1.1
"('Built 1950 to 1959',)","Greensboro city, North Carolina","11,749","±1,775",9.00%,±1.3
"('Built 1950 to 1959',)","Henderson city, Nevada","1,334",±607,1.00%,±0.4
"('Built 1950 to 1959',)","Houston city, Texas","100,770","±5,022",10.50%,±0.5
"('Built 1950 to 1959',)","Indianapolis city (balance), Indiana","49,718","±3,607",12.90%,±0.9
"('Built 1950 to 1959',)","Irvine city, California",934,±657,0.90%,±0.6
"('Built 1950 to 1959',)","Jacksonville city, Florida","45,863","±3,816",12.00%,±1.0
"('Built 1950 to 1959',)","Jersey City city, New Jersey","10,722","±1,760",9.40%,±1.5
"('Built 1950 to 1959',)","Kansas City city, Missouri","31,538","±2,513",13.40%,±1.1
"('Built 1950 to 1959',)","Las Vegas city, Nevada","11,259","±1,717",4.30%,±0.6
"('Built 1950 to 1959',)","Lincoln city, Nebraska","11,391","±1,367",9.50%,±1.1
"('Built 1950 to 1959',)","Long Beach city, California","38,776","±2,744",22.10%,±1.5
"('Built 1950 to 1959',)","Los Angeles city, California","260,745","±7,324",17.40%,±0.5
"('Built 1950 to 1959',)","Memphis city, Tennessee","63,486","±4,027",21.30%,±1.3
"('Built 1950 to 1959',)","Mesa city, Arizona","6,422","±1,293",3.10%,±0.6
"('Built 1950 to 1959',)","Miami city, Florida","26,437","±2,876",13.10%,±1.4
"('Built 1950 to 1959',)","Milwaukee city, Wisconsin","55,009","±2,815",21.10%,±1.1
"('Built 1950 to 1959',)","Minneapolis city, Minnesota","18,395","±1,588",9.80%,±0.8
"('Built 1950 to 1959',)","New Orleans city, Louisiana","23,307","±1,750",12.20%,±0.9
"('Built 1950 to 1959',)","New York city, New York","444,306","±10,314",12.70%,±0.3
"('Built 1950 to 1959',)","Newark city, New Jersey","14,392","±2,164",12.70%,±1.9
"('Built 1950 to 1959',)","Oakland city, California","19,700","±2,002",11.70%,±1.1
"('Built 1950 to 1959',)","Oklahoma City city, Oklahoma","31,560","±2,164",11.70%,±0.8
"('Built 1950 to 1959',)","Omaha city, Nebraska","21,539","±1,938",10.80%,±1.0
"('Built 1950 to 1959',)","Orlando city, Florida","11,325","±1,905",8.80%,±1.4
"('Built 1950 to 1959',)","Philadelphia city, Pennsylvania","107,712","±5,545",15.70%,±0.8
"('Built 1950 to 1959',)","Phoenix city, Arizona","64,505","±3,779",10.40%,±0.6
"('Built 1950 to 1959',)","Pittsburgh city, Pennsylvania","19,364","±1,909",12.20%,±1.1
"('Built 1950 to 1959',)","Plano city, Texas",781,±370,0.70%,±0.3
"('Built 1950 to 1959',)","Portland city, Oregon","33,000","±2,877",11.60%,±1.0
"('Built 1950 to 1959',)","Raleigh city, North Carolina","10,143","±1,496",5.00%,±0.7
"('Built 1950 to 1959',)","Riverside city, California","14,556","±1,665",15.90%,±1.7
"('Built 1950 to 1959',)","Sacramento city, California","23,610","±2,209",11.80%,±1.1
"('Built 1950 to 1959',)","San Antonio city, Texas","52,529","±3,411",9.50%,±0.6
"('Built 1950 to 1959',)","San Diego city, California","68,141","±3,764",12.50%,±0.7
"('Built 1950 to 1959',)","San Francisco city, California","36,301","±3,398",9.10%,±0.8
"('Built 1950 to 1959',)","San Jose city, California","37,039","±2,401",10.90%,±0.7
"('Built 1950 to 1959',)","Santa Ana city, California","14,384","±1,533",18.10%,±1.9
"('Built 1950 to 1959',)","Seattle city, Washington","36,532","±3,037",10.30%,±0.8
"('Built 1950 to 1959',)","St. Louis city, Missouri","19,304","±2,003",10.90%,±1.1
"('Built 1950 to 1959',)","St. Paul city, Minnesota","15,674","±1,660",13.30%,±1.3
"('Built 1950 to 1959',)","Stockton city, California","10,172","±1,735",10.10%,±1.7
"('Built 1950 to 1959',)","Tampa city, Florida","25,082","±2,134",14.30%,±1.2
"('Built 1950 to 1959',)","Tucson city, Arizona","32,959","±3,152",13.80%,±1.3
"('Built 1950 to 1959',)","Tulsa city, Oklahoma","30,931","±1,673",16.50%,±0.9
"('Built 1950 to 1959',)","Virginia Beach city, Virginia","12,683","±1,735",6.90%,±0.9
"('Built 1950 to 1959',)","Washington city, District of Columbia","38,616","±3,142",12.30%,±1.0
"('Built 1950 to 1959',)","Wichita city, Kansas","34,088","±1,993",19.70%,±1.2
"('Built 1940 to 1949',)","Albuquerque city, New Mexico","11,765","±1,614",4.80%,±0.7
"('Built 1940 to 1949',)","Anaheim city, California","1,591",±525,1.60%,±0.5
"('Built 1940 to 1949',)","Anchorage municipality, Alaska","1,320",±485,1.10%,±0.4
"('Built 1940 to 1949',)","Arlington city, Texas","1,739",±744,1.20%,±0.5
"('Built 1940 to 1949',)","Atlanta city, Georgia","14,327","±1,757",5.80%,±0.7
"('Built 1940 to 1949',)","Aurora city, Colorado","1,416",±478,1.10%,±0.3
"('Built 1940 to 1949',)","Austin city, Texas","10,867","±1,583",2.60%,±0.4
"('Built 1940 to 1949',)","Bakersfield city, California","3,022",±943,2.40%,±0.7
"('Built 1940 to 1949',)","Baltimore city, Maryland","31,469","±2,324",10.70%,±0.8
"('Built 1940 to 1949',)","Boston city, Massachusetts","15,663","±1,899",5.30%,±0.6
"('Built 1940 to 1949',)","Charlotte city, North Carolina","9,758","±1,417",2.70%,±0.4
"('Built 1940 to 1949',)","Chicago city, Illinois","120,015","±5,533",9.90%,±0.4
"('Built 1940 to 1949',)","Cincinnati city, Ohio","14,231","±1,840",8.60%,±1.1
"('Built 1940 to 1949',)","Cleveland city, Ohio","22,954","±2,211",10.80%,±1.0
"('Built 1940 to 1949',)","Colorado Springs city, Colorado","4,988","±1,204",2.60%,±0.6
"('Built 1940 to 1949',)","Columbus city, Ohio","19,464","±2,045",5.00%,±0.5
"('Built 1940 to 1949',)","Corpus Christi city, Texas","8,824","±1,268",6.70%,±1.0
"('Built 1940 to 1949',)","Dallas city, Texas","30,128","±2,978",5.30%,±0.5
"('Built 1940 to 1949',)","Denver city, Colorado","23,974","±2,115",7.50%,±0.7
"('Built 1940 to 1949',)","Detroit city, Michigan","89,753","±3,983",24.70%,±1.1
"('Built 1940 to 1949',)","Durham city, North Carolina","4,915","±1,235",4.10%,±1.0
"('Built 1940 to 1949',)","El Paso city, Texas","10,809","±1,516",4.30%,±0.6
"('Built 1940 to 1949',)","Fort Worth city, Texas","17,237","±1,922",5.20%,±0.6
"('Built 1940 to 1949',)","Fresno city, California","10,180","±1,641",5.60%,±0.9
"('Built 1940 to 1949',)","Greensboro city, North Carolina","5,022","±1,206",3.80%,±0.9
"('Built 1940 to 1949',)","Henderson city, Nevada",949,±425,0.70%,±0.3
"('Built 1940 to 1949',)","Houston city, Texas","43,620","±3,441",4.60%,±0.4
"('Built 1940 to 1949',)","Indianapolis city (balance), Indiana","23,259","±2,626",6.00%,±0.7
"('Built 1940 to 1949',)","Irvine city, California",78,±125,0.10%,±0.1
"('Built 1940 to 1949',)","Jacksonville city, Florida","18,245","±2,148",4.80%,±0.6
"('Built 1940 to 1949',)","Jersey City city, New Jersey","6,729","±1,464",5.90%,±1.3
"('Built 1940 to 1949',)","Kansas City city, Missouri","13,338","±1,637",5.60%,±0.7
"('Built 1940 to 1949',)","Las Vegas city, Nevada","2,821",±732,1.10%,±0.3
"('Built 1940 to 1949',)","Lincoln city, Nebraska","3,922",±897,3.30%,±0.8
"('Built 1940 to 1949',)","Long Beach city, California","23,713","±2,031",13.50%,±1.1
"('Built 1940 to 1949',)","Los Angeles city, California","140,105","±4,989",9.40%,±0.3
"('Built 1940 to 1949',)","Memphis city, Tennessee","31,023","±2,228",10.40%,±0.7
"('Built 1940 to 1949',)","Mesa city, Arizona","1,434",±540,0.70%,±0.3
"('Built 1940 to 1949',)","Miami city, Florida","19,023","±1,997",9.40%,±1.0
"('Built 1940 to 1949',)","Milwaukee city, Wisconsin","24,368","±2,094",9.40%,±0.8
"('Built 1940 to 1949',)","Minneapolis city, Minnesota","13,347","±1,602",7.10%,±0.8
"('Built 1940 to 1949',)","New Orleans city, Louisiana","14,167","±1,410",7.40%,±0.7
"('Built 1940 to 1949',)","New York city, New York","334,448","±9,908",9.60%,±0.3
"('Built 1940 to 1949',)","Newark city, New Jersey","13,755","±1,750",12.20%,±1.5
"('Built 1940 to 1949',)","Oakland city, California","17,716","±1,962",10.50%,±1.1
"('Built 1940 to 1949',)","Oklahoma City city, Oklahoma","14,347","±1,740",5.30%,±0.6
"('Built 1940 to 1949',)","Omaha city, Nebraska","8,745","±1,173",4.40%,±0.6
"('Built 1940 to 1949',)","Orlando city, Florida","3,443",±928,2.70%,±0.7
"('Built 1940 to 1949',)","Philadelphia city, Pennsylvania","87,659","±4,419",12.80%,±0.6
"('Built 1940 to 1949',)","Phoenix city, Arizona","16,169","±1,919",2.60%,±0.3
"('Built 1940 to 1949',)","Pittsburgh city, Pennsylvania","13,791","±1,695",8.70%,±1.1
"('Built 1940 to 1949',)","Plano city, Texas",217,±207,0.20%,±0.2
"('Built 1940 to 1949',)","Portland city, Oregon","22,656","±2,187",8.00%,±0.8
"('Built 1940 to 1949',)","Raleigh city, North Carolina","3,592",±930,1.80%,±0.5
"('Built 1940 to 1949',)","Riverside city, California","3,968","±1,003",4.30%,±1.1
"('Built 1940 to 1949',)","Sacramento city, California","16,266","±1,942",8.10%,±0.9
"('Built 1940 to 1949',)","San Antonio city, Texas","32,015","±2,909",5.80%,±0.5
"('Built 1940 to 1949',)","San Diego city, California","22,037","±2,551",4.10%,±0.5
"('Built 1940 to 1949',)","San Francisco city, California","33,229","±2,686",8.40%,±0.7
"('Built 1940 to 1949',)","San Jose city, California","11,071","±1,435",3.30%,±0.4
"('Built 1940 to 1949',)","Santa Ana city, California","6,320","±1,149",7.90%,±1.4
"('Built 1940 to 1949',)","Seattle city, Washington","32,459","±2,596",9.10%,±0.7
"('Built 1940 to 1949',)","St. Louis city, Missouri","14,473","±1,834",8.20%,±1.0
"('Built 1940 to 1949',)","St. Paul city, Minnesota","6,809","±1,178",5.80%,±1.0
"('Built 1940 to 1949',)","Stockton city, California","7,629","±1,311",7.60%,±1.3
"('Built 1940 to 1949',)","Tampa city, Florida","8,373","±1,236",4.80%,±0.7
"('Built 1940 to 1949',)","Tucson city, Arizona","10,341","±2,045",4.30%,±0.8
"('Built 1940 to 1949',)","Tulsa city, Oklahoma","11,419","±1,053",6.10%,±0.6
"('Built 1940 to 1949',)","Virginia Beach city, Virginia","2,010",±728,1.10%,±0.4
"('Built 1940 to 1949',)","Washington city, District of Columbia","32,005","±2,137",10.20%,±0.7
"('Built 1940 to 1949',)","Wichita city, Kansas","12,840","±1,278",7.40%,±0.7
"('Built 1939 or earlier',)","Albuquerque city, New Mexico","6,773","±1,046",2.80%,±0.4
"('Built 1939 or earlier',)","Anaheim city, California","2,487",±747,2.40%,±0.7
"('Built 1939 or earlier',)","Anchorage municipality, Alaska",287,±289,0.20%,±0.2
"('Built 1939 or earlier',)","Arlington city, Texas",996,±522,0.70%,±0.4
"('Built 1939 or earlier',)","Atlanta city, Georgia","29,568","±2,166",12.10%,±0.8
"('Built 1939 or earlier',)","Aurora city, Colorado","1,271",±606,0.90%,±0.4
"('Built 1939 or earlier',)","Austin city, Texas","10,983","±1,968",2.60%,±0.5
"('Built 1939 or earlier',)","Bakersfield city, California","3,764","±1,115",3.00%,±0.9
