Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Occupied housing units',)","Baltimore city, Maryland","242,499","±1,423","242,499",(X)
"('Occupied housing units',)","Boston city, Massachusetts","273,188","±1,686","273,188",(X)
"('Occupied housing units',)","Charlotte city, North Carolina","338,985","±1,809","338,985",(X)
"('Occupied housing units',)","Chicago city, Illinois","1,081,143","±3,662","1,081,143",(X)
"('Occupied housing units',)","Cincinnati city, Ohio","138,696","±1,535","138,696",(X)
"('Occupied housing units',)","Cleveland city, Ohio","174,920","±1,865","174,920",(X)
"('Occupied housing units',)","Colorado Springs city, Colorado","184,788","±1,311","184,788",(X)
"('Occupied housing units',)","Columbus city, Ohio","362,626","±2,405","362,626",(X)
"('Occupied housing units',)","Corpus Christi city, Texas","117,789",±966,"117,789",(X)
"('Occupied housing units',)","Dallas city, Texas","524,498","±3,001","524,498",(X)
"('Occupied housing units',)","Denver city, Colorado","287,756","±1,205","287,756",(X)
"('Occupied housing units',)","Detroit city, Michigan","270,446","±2,405","270,446",(X)
"('Occupied housing units',)","Durham city, North Carolina","114,420","±1,123","114,420",(X)
"('Occupied housing units',)","El Paso city, Texas","230,905","±1,593","230,905",(X)
"('Occupied housing units',)","Fort Worth city, Texas","307,248","±2,354","307,248",(X)
"('Occupied housing units',)","Fresno city, California","170,137","±1,437","170,137",(X)
"('Occupied housing units',)","Greensboro city, North Carolina","118,126","±1,513","118,126",(X)
"('Occupied housing units',)","Henderson city, Nevada","120,735","±1,654","120,735",(X)
"('Occupied housing units',)","Houston city, Texas","874,827","±4,177","874,827",(X)
"('Occupied housing units',)","Indianapolis city (balance), Indiana","342,825","±1,835","342,825",(X)
"('Occupied housing units',)","Irvine city, California","96,707","±1,552","96,707",(X)
"('Occupied housing units',)","Jacksonville city, Florida","348,809","±2,342","348,809",(X)
"('Occupied housing units',)","Jersey City city, New Jersey","103,880","±1,263","103,880",(X)
"('Occupied housing units',)","Kansas City city, Missouri","206,295","±1,680","206,295",(X)
"('Occupied housing units',)","Las Vegas city, Nevada","237,308","±1,939","237,308",(X)
"('Occupied housing units',)","Lexington-Fayette urban county, Kentucky","130,926",±969,"130,926",(X)
"('Occupied housing units',)","Lincoln city, Nebraska","115,930",±784,"115,930",(X)
"('Occupied housing units',)","Long Beach city, California","166,236","±1,686","166,236",(X)
"('Occupied housing units',)","Los Angeles city, California","1,402,522","±4,385","1,402,522",(X)
"('Occupied housing units',)","Memphis city, Tennessee","255,756","±2,087","255,756",(X)
"('Occupied housing units',)","Mesa city, Arizona","186,503","±1,819","186,503",(X)
"('Occupied housing units',)","Miami city, Florida","180,676","±2,479","180,676",(X)
"('Occupied housing units',)","Milwaukee city, Wisconsin","229,227","±1,762","229,227",(X)
"('Occupied housing units',)","Minneapolis city, Minnesota","178,886","±1,587","178,886",(X)
"('Occupied housing units',)","Nashville-Davidson metropolitan government (balance), Tennessee","279,173","±1,418","279,173",(X)
"('Occupied housing units',)","New Orleans city, Louisiana","154,826","±1,140","154,826",(X)
"('Occupied housing units',)","New York city, New York","3,191,691","±6,027","3,191,691",(X)
"('Occupied housing units',)","Newark city, New Jersey","102,195","±1,178","102,195",(X)
"('Occupied housing units',)","Oakland city, California","160,095","±1,720","160,095",(X)
"('Occupied housing units',)","Oklahoma City city, Oklahoma","246,904","±2,083","246,904",(X)
"('Occupied housing units',)","Omaha city, Nebraska","189,922","±1,179","189,922",(X)
"('Occupied housing units',)","Orlando city, Florida","113,238","±1,901","113,238",(X)
"('Occupied housing units',)","Philadelphia city, Pennsylvania","613,125","±2,185","613,125",(X)
"('Occupied housing units',)","Phoenix city, Arizona","580,835","±3,460","580,835",(X)
"('Occupied housing units',)","Pittsburgh city, Pennsylvania","140,496","±1,714","140,496",(X)
"('Occupied housing units',)","Plano city, Texas","107,320","±1,202","107,320",(X)
"('Occupied housing units',)","Portland city, Oregon","277,142","±1,597","277,142",(X)
"('Occupied housing units',)","Raleigh city, North Carolina","187,517","±1,935","187,517",(X)
"('Occupied housing units',)","Riverside city, California","90,663","±1,683","90,663",(X)
"('Occupied housing units',)","Sacramento city, California","187,683","±1,440","187,683",(X)
"('Occupied housing units',)","San Antonio city, Texas","509,550","±2,443","509,550",(X)
"('Occupied housing units',)","San Diego city, California","511,662","±3,262","511,662",(X)
"('Occupied housing units',)","San Francisco city, California","362,141","±1,924","362,141",(X)
"('Occupied housing units',)","San Jose city, California","324,340","±1,812","324,340",(X)
"('Occupied housing units',)","Santa Ana city, California","79,142","±1,057","79,142",(X)
"('Occupied housing units',)","Seattle city, Washington","344,629","±2,322","344,629",(X)
"('Occupied housing units',)","St. Louis city, Missouri","143,566","±1,210","143,566",(X)
"('Occupied housing units',)","St. Paul city, Minnesota","114,742","±1,156","114,742",(X)
"('Occupied housing units',)","Stockton city, California","95,236","±1,153","95,236",(X)
"('Occupied housing units',)","Tampa city, Florida","156,705","±1,850","156,705",(X)
"('Occupied housing units',)","Tucson city, Arizona","215,943","±1,812","215,943",(X)
"('Occupied housing units',)","Tulsa city, Oklahoma","163,368","±1,055","163,368",(X)
"('Occupied housing units',)","Virginia Beach city, Virginia","172,452","±1,029","172,452",(X)
"('Occupied housing units',)","Washington city, District of Columbia","288,307","±1,319","288,307",(X)
"('Occupied housing units',)","Wichita city, Kansas","154,683","±1,171","154,683",(X)
"('Owner-occupied',)","Albuquerque city, New Mexico","138,568","±2,023",60.30%,±0.8
"('Owner-occupied',)","Anaheim city, California","47,328","±1,630",45.60%,±1.3
"('Owner-occupied',)","Anchorage municipality, Alaska","66,562","±1,484",62.20%,±1.3
"('Owner-occupied',)","Arlington city, Texas","75,382","±1,899",55.70%,±1.4
"('Owner-occupied',)","Atlanta city, Georgia","96,480","±2,288",44.80%,±1.0
"('Owner-occupied',)","Aurora city, Colorado","82,030","±1,324",61.60%,±0.9
"('Owner-occupied',)","Austin city, Texas","179,897","±2,732",45.50%,±0.6
"('Owner-occupied',)","Bakersfield city, California","70,470","±1,838",59.40%,±1.2
"('Owner-occupied',)","Baltimore city, Maryland","115,747","±2,004",47.70%,±0.8
"('Owner-occupied',)","Boston city, Massachusetts","96,502","±1,773",35.30%,±0.6
"('Owner-occupied',)","Charlotte city, North Carolina","179,054","±2,840",52.80%,±0.8
"('Owner-occupied',)","Chicago city, Illinois","490,295","±4,077",45.30%,±0.4
"('Owner-occupied',)","Cincinnati city, Ohio","54,016","±1,373",38.90%,±0.9
"('Owner-occupied',)","Cleveland city, Ohio","73,369","±1,561",41.90%,±0.7
"('Owner-occupied',)","Colorado Springs city, Colorado","111,167","±1,531",60.20%,±0.8
"('Owner-occupied',)","Columbus city, Ohio","162,690","±2,520",44.90%,±0.7
"('Owner-occupied',)","Corpus Christi city, Texas","67,081","±1,534",57.00%,±1.2
"('Owner-occupied',)","Dallas city, Texas","216,661","±2,734",41.30%,±0.5
"('Owner-occupied',)","Denver city, Colorado","145,172","±2,500",50.40%,±0.8
"('Owner-occupied',)","Detroit city, Michigan","128,739","±2,315",47.60%,±0.7
"('Owner-occupied',)","Durham city, North Carolina","59,063","±1,533",51.60%,±1.3
"('Owner-occupied',)","El Paso city, Texas","137,667","±2,083",59.60%,±0.9
"('Owner-occupied',)","Fort Worth city, Texas","174,993","±3,321",57.00%,±0.9
"('Owner-occupied',)","Fresno city, California","79,697","±1,738",46.80%,±1.0
"('Owner-occupied',)","Greensboro city, North Carolina","58,339","±1,434",49.40%,±1.2
"('Owner-occupied',)","Henderson city, Nevada","77,588","±1,940",64.30%,±1.3
"('Owner-occupied',)","Houston city, Texas","375,219","±4,376",42.90%,±0.5
"('Owner-occupied',)","Indianapolis city (balance), Indiana","184,977","±2,643",54.00%,±0.7
"('Owner-occupied',)","Irvine city, California","43,758","±1,610",45.20%,±1.5
"('Owner-occupied',)","Jacksonville city, Florida","196,649","±2,556",56.40%,±0.7
"('Owner-occupied',)","Jersey City city, New Jersey","30,751","±1,205",29.60%,±1.1
"('Owner-occupied',)","Kansas City city, Missouri","111,078","±1,803",53.80%,±0.8
"('Owner-occupied',)","Las Vegas city, Nevada","126,729","±2,067",53.40%,±0.7
"('Owner-occupied',)","Lexington-Fayette urban county, Kentucky","71,547","±1,219",54.60%,±0.9
"('Owner-occupied',)","Lincoln city, Nebraska","65,192","±1,027",56.20%,±0.8
"('Owner-occupied',)","Long Beach city, California","66,766","±1,397",40.20%,±0.7
"('Owner-occupied',)","Los Angeles city, California","518,346","±4,528",37.00%,±0.3
"('Owner-occupied',)","Memphis city, Tennessee","118,235","±2,383",46.20%,±0.8
"('Owner-occupied',)","Mesa city, Arizona","116,424","±1,863",62.40%,±0.9
"('Owner-occupied',)","Miami city, Florida","54,878","±1,986",30.40%,±1.0
"('Owner-occupied',)","Milwaukee city, Wisconsin","93,301","±1,719",40.70%,±0.7
"('Owner-occupied',)","Minneapolis city, Minnesota","84,821","±1,744",47.40%,±0.8
"('Owner-occupied',)","Nashville-Davidson metropolitan government (balance), Tennessee","150,632","±2,592",54.00%,±0.8
"('Owner-occupied',)","New Orleans city, Louisiana","77,066","±1,878",49.80%,±1.1
"('Owner-occupied',)","New York city, New York","1,048,262","±7,207",32.80%,±0.2
"('Owner-occupied',)","Newark city, New Jersey","24,023","±1,073",23.50%,±1.0
"('Owner-occupied',)","Oakland city, California","65,402","±1,187",40.90%,±0.7
"('Owner-occupied',)","Oklahoma City city, Oklahoma","146,383","±1,868",59.30%,±0.8
"('Owner-occupied',)","Omaha city, Nebraska","112,025","±1,396",59.00%,±0.7
"('Owner-occupied',)","Orlando city, Florida","42,267","±1,676",37.30%,±1.2
"('Owner-occupied',)","Philadelphia city, Pennsylvania","323,784","±3,661",52.80%,±0.6
"('Owner-occupied',)","Phoenix city, Arizona","322,758","±3,783",55.60%,±0.6
"('Owner-occupied',)","Pittsburgh city, Pennsylvania","65,620","±1,416",46.70%,±0.9
"('Owner-occupied',)","Plano city, Texas","63,167","±1,357",58.90%,±1.1
"('Owner-occupied',)","Portland city, Oregon","147,175","±1,955",53.10%,±0.7
"('Owner-occupied',)","Raleigh city, North Carolina","96,520","±1,803",51.50%,±0.9
"('Owner-occupied',)","Riverside city, California","49,781","±1,503",54.90%,±1.2
"('Owner-occupied',)","Sacramento city, California","93,559","±1,939",49.80%,±1.0
"('Owner-occupied',)","San Antonio city, Texas","273,903","±3,173",53.80%,±0.5
"('Owner-occupied',)","San Diego city, California","242,968","±3,243",47.50%,±0.5
"('Owner-occupied',)","San Francisco city, California","137,679","±2,191",38.00%,±0.6
"('Owner-occupied',)","San Jose city, California","183,499","±2,027",56.60%,±0.5
"('Owner-occupied',)","Santa Ana city, California","36,592","±1,066",46.20%,±1.2
"('Owner-occupied',)","Seattle city, Washington","154,840","±2,448",44.90%,±0.7
"('Owner-occupied',)","St. Louis city, Missouri","63,338","±1,402",44.10%,±0.9
"('Owner-occupied',)","St. Paul city, Minnesota","58,542","±1,144",51.00%,±0.9
"('Owner-occupied',)","Stockton city, California","47,481","±1,367",49.90%,±1.3
"('Owner-occupied',)","Tampa city, Florida","77,308","±1,769",49.30%,±0.9
"('Owner-occupied',)","Tucson city, Arizona","111,663","±1,943",51.70%,±0.8
"('Owner-occupied',)","Tulsa city, Oklahoma","84,198","±1,353",51.50%,±0.8
"('Owner-occupied',)","Virginia Beach city, Virginia","111,517","±1,618",64.70%,±0.9
"('Owner-occupied',)","Washington city, District of Columbia","122,648","±2,322",42.50%,±0.8
"('Owner-occupied',)","Wichita city, Kansas","89,666",±951,58.00%,±0.6
"('Renter-occupied',)","Albuquerque city, New Mexico","91,133","±1,984",39.70%,±0.8
"('Renter-occupied',)","Anaheim city, California","56,376","±1,313",54.40%,±1.3
"('Renter-occupied',)","Anchorage municipality, Alaska","40,408","±1,383",37.80%,±1.3
"('Renter-occupied',)","Arlington city, Texas","59,858","±2,192",44.30%,±1.4
"('Renter-occupied',)","Atlanta city, Georgia","118,699","±2,544",55.20%,±1.0
"('Renter-occupied',)","Aurora city, Colorado","51,032","±1,309",38.40%,±0.9
"('Renter-occupied',)","Austin city, Texas","215,383","±2,873",54.50%,±0.6
"('Renter-occupied',)","Bakersfield city, California","48,098","±1,505",40.60%,±1.2
"('Renter-occupied',)","Baltimore city, Maryland","126,752","±2,195",52.30%,±0.8
"('Renter-occupied',)","Boston city, Massachusetts","176,686","±2,015",64.70%,±0.6
"('Renter-occupied',)","Charlotte city, North Carolina","159,931","±2,653",47.20%,±0.8
"('Renter-occupied',)","Chicago city, Illinois","590,848","±4,899",54.70%,±0.4
"('Renter-occupied',)","Cincinnati city, Ohio","84,680","±1,642",61.10%,±0.9
"('Renter-occupied',)","Cleveland city, Ohio","101,551","±1,651",58.10%,±0.7
"('Renter-occupied',)","Colorado Springs city, Colorado","73,621","±1,554",39.80%,±0.8
"('Renter-occupied',)","Columbus city, Ohio","199,936","±3,083",55.10%,±0.7
"('Renter-occupied',)","Corpus Christi city, Texas","50,708","±1,524",43.00%,±1.2
"('Renter-occupied',)","Dallas city, Texas","307,837","±3,192",58.70%,±0.5
"('Renter-occupied',)","Denver city, Colorado","142,584","±2,533",49.60%,±0.8
"('Renter-occupied',)","Detroit city, Michigan","141,707","±2,369",52.40%,±0.7
"('Renter-occupied',)","Durham city, North Carolina","55,357","±1,647",48.40%,±1.3
"('Renter-occupied',)","El Paso city, Texas","93,238","±2,256",40.40%,±0.9
"('Renter-occupied',)","Fort Worth city, Texas","132,255","±2,808",43.00%,±0.9
"('Renter-occupied',)","Fresno city, California","90,440","±2,026",53.20%,±1.0
"('Renter-occupied',)","Greensboro city, North Carolina","59,787","±1,673",50.60%,±1.2
"('Renter-occupied',)","Henderson city, Nevada","43,147","±1,594",35.70%,±1.3
"('Renter-occupied',)","Houston city, Texas","499,608","±4,766",57.10%,±0.5
"('Renter-occupied',)","Indianapolis city (balance), Indiana","157,848","±2,674",46.00%,±0.7
"('Renter-occupied',)","Irvine city, California","52,949","±1,726",54.80%,±1.5
"('Renter-occupied',)","Jacksonville city, Florida","152,160","±2,801",43.60%,±0.7
"('Renter-occupied',)","Jersey City city, New Jersey","73,129","±1,342",70.40%,±1.1
"('Renter-occupied',)","Kansas City city, Missouri","95,217","±2,047",46.20%,±0.8
"('Renter-occupied',)","Las Vegas city, Nevada","110,579","±1,781",46.60%,±0.7
"('Renter-occupied',)","Lexington-Fayette urban county, Kentucky","59,379","±1,340",45.40%,±0.9
"('Renter-occupied',)","Lincoln city, Nebraska","50,738","±1,023",43.80%,±0.8
"('Renter-occupied',)","Long Beach city, California","99,470","±1,575",59.80%,±0.7
"('Renter-occupied',)","Los Angeles city, California","884,176","±4,374",63.00%,±0.3
"('Renter-occupied',)","Memphis city, Tennessee","137,521","±2,353",53.80%,±0.8
"('Renter-occupied',)","Mesa city, Arizona","70,079","±1,933",37.60%,±0.9
"('Renter-occupied',)","Miami city, Florida","125,798","±2,533",69.60%,±1.0
"('Renter-occupied',)","Milwaukee city, Wisconsin","135,926","±1,893",59.30%,±0.7
"('Renter-occupied',)","Minneapolis city, Minnesota","94,065","±1,602",52.60%,±0.8
"('Renter-occupied',)","Nashville-Davidson metropolitan government (balance), Tennessee","128,541","±2,293",46.00%,±0.8
"('Renter-occupied',)","New Orleans city, Louisiana","77,760","±1,674",50.20%,±1.1
"('Renter-occupied',)","New York city, New York","2,143,429","±6,928",67.20%,±0.2
"('Renter-occupied',)","Newark city, New Jersey","78,172","±1,451",76.50%,±1.0
"('Renter-occupied',)","Oakland city, California","94,693","±1,595",59.10%,±0.7
"('Renter-occupied',)","Oklahoma City city, Oklahoma","100,521","±2,297",40.70%,±0.8
"('Renter-occupied',)","Omaha city, Nebraska","77,897","±1,475",41.00%,±0.7
"('Renter-occupied',)","Orlando city, Florida","70,971","±1,597",62.70%,±1.2
"('Renter-occupied',)","Philadelphia city, Pennsylvania","289,341","±3,732",47.20%,±0.6
"('Renter-occupied',)","Phoenix city, Arizona","258,077","±3,789",44.40%,±0.6
"('Renter-occupied',)","Pittsburgh city, Pennsylvania","74,876","±1,657",53.30%,±0.9
"('Renter-occupied',)","Plano city, Texas","44,153","±1,306",41.10%,±1.1
"('Renter-occupied',)","Portland city, Oregon","129,967","±2,192",46.90%,±0.7
"('Renter-occupied',)","Raleigh city, North Carolina","90,997","±2,172",48.50%,±0.9
"('Renter-occupied',)","Riverside city, California","40,882","±1,270",45.10%,±1.2
"('Renter-occupied',)","Sacramento city, California","94,124","±1,982",50.20%,±1.0
"('Renter-occupied',)","San Antonio city, Texas","235,647","±2,906",46.20%,±0.5
"('Renter-occupied',)","San Diego city, California","268,694","±3,233",52.50%,±0.5
"('Renter-occupied',)","San Francisco city, California","224,462","±2,522",62.00%,±0.6
"('Renter-occupied',)","San Jose city, California","140,841","±1,920",43.40%,±0.5
"('Renter-occupied',)","Santa Ana city, California","42,550","±1,112",53.80%,±1.2
"('Renter-occupied',)","Seattle city, Washington","189,789","±2,763",55.10%,±0.7
"('Renter-occupied',)","St. Louis city, Missouri","80,228","±1,413",55.90%,±0.9
"('Renter-occupied',)","St. Paul city, Minnesota","56,200","±1,219",49.00%,±0.9
"('Renter-occupied',)","Stockton city, California","47,755","±1,370",50.10%,±1.3
"('Renter-occupied',)","Tampa city, Florida","79,397","±1,723",50.70%,±0.9
"('Renter-occupied',)","Tucson city, Arizona","104,280","±1,849",48.30%,±0.8
"('Renter-occupied',)","Tulsa city, Oklahoma","79,170","±1,408",48.50%,±0.8
"('Renter-occupied',)","Virginia Beach city, Virginia","60,935","±1,638",35.30%,±0.9
"('Renter-occupied',)","Washington city, District of Columbia","165,659","±2,394",57.50%,±0.8
"('Renter-occupied',)","Wichita city, Kansas","65,017","±1,268",42.00%,±0.6
"('Average household size of owner-occupied unit',)","Albuquerque city, New Mexico",2.54,±0.03,(X),(X)
"('Average household size of owner-occupied unit',)","Anaheim city, California",3.3,±0.07,(X),(X)
"('Average household size of owner-occupied unit',)","Anchorage municipality, Alaska",2.74,±0.04,(X),(X)
"('Average household size of owner-occupied unit',)","Arlington city, Texas",3.08,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","Atlanta city, Georgia",2.25,±0.04,(X),(X)
"('Average household size of owner-occupied unit',)","Aurora city, Colorado",2.84,±0.04,(X),(X)
"('Average household size of owner-occupied unit',)","Austin city, Texas",2.61,±0.03,(X),(X)
"('Average household size of owner-occupied unit',)","Bakersfield city, California",3.25,±0.05,(X),(X)
"('Average household size of owner-occupied unit',)","Baltimore city, Maryland",2.56,±0.03,(X),(X)
"('Average household size of owner-occupied unit',)","Boston city, Massachusetts",2.5,±0.03,(X),(X)
