Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Built 2000 to 2009',)","Tampa city, Florida","29,204","±2,941",17.00%,±1.6
"('Built 2000 to 2009',)","Tucson city, Arizona","27,388","±2,728",11.40%,±1.2
"('Built 2000 to 2009',)","Tulsa city, Oklahoma","10,903","±1,165",5.70%,±0.6
"('Built 2000 to 2009',)","Virginia Beach city, Virginia","21,914","±2,171",11.80%,±1.2
"('Built 2000 to 2009',)","Washington city, District of Columbia","25,260","±2,122",7.90%,±0.7
"('Built 2000 to 2009',)","Wichita city, Kansas","18,175","±1,825",10.40%,±1.1
"('Built 1990 to 1999',)","Albuquerque city, New Mexico","36,887","±3,020",14.80%,±1.2
"('Built 1990 to 1999',)","Anaheim city, California","10,562","±1,404",9.70%,±1.3
"('Built 1990 to 1999',)","Anchorage municipality, Alaska","13,801","±1,912",11.70%,±1.6
"('Built 1990 to 1999',)","Arlington city, Texas","21,526","±2,479",14.80%,±1.7
"('Built 1990 to 1999',)","Atlanta city, Georgia","28,961","±2,780",11.30%,±1.1
"('Built 1990 to 1999',)","Aurora city, Colorado","15,011","±1,926",10.90%,±1.4
"('Built 1990 to 1999',)","Austin city, Texas","59,816","±4,333",14.10%,±1.0
"('Built 1990 to 1999',)","Bakersfield city, California","18,038","±1,999",13.90%,±1.5
"('Built 1990 to 1999',)","Baltimore city, Maryland","10,877","±1,448",3.70%,±0.5
"('Built 1990 to 1999',)","Boston city, Massachusetts","12,031","±1,939",4.00%,±0.6
"('Built 1990 to 1999',)","Charlotte city, North Carolina","67,376","±3,671",18.30%,±1.0
"('Built 1990 to 1999',)","Chicago city, Illinois","61,411","±4,124",5.00%,±0.3
"('Built 1990 to 1999',)","Cincinnati city, Ohio","6,937","±1,400",4.30%,±0.9
"('Built 1990 to 1999',)","Cleveland city, Ohio","7,619","±1,278",3.60%,±0.6
"('Built 1990 to 1999',)","Colorado Springs city, Colorado","30,885","±2,741",16.10%,±1.4
"('Built 1990 to 1999',)","Columbus city, Ohio","64,106","±4,587",16.10%,±1.2
"('Built 1990 to 1999',)","Corpus Christi city, Texas","9,815","±1,348",7.40%,±1.0
"('Built 1990 to 1999',)","Dallas city, Texas","66,794","±4,406",11.30%,±0.8
"('Built 1990 to 1999',)","Denver city, Colorado","23,004","±2,391",7.00%,±0.7
"('Built 1990 to 1999',)","Detroit city, Michigan","7,325","±1,127",2.00%,±0.3
"('Built 1990 to 1999',)","Durham city, North Carolina","20,348","±2,363",16.60%,±1.9
"('Built 1990 to 1999',)","El Paso city, Texas","34,428","±3,197",13.60%,±1.2
"('Built 1990 to 1999',)","Fort Worth city, Texas","39,148","±3,600",11.60%,±1.1
"('Built 1990 to 1999',)","Fresno city, California","27,083","±2,574",14.80%,±1.3
"('Built 1990 to 1999',)","Greensboro city, North Carolina","21,068","±2,501",15.90%,±1.8
"('Built 1990 to 1999',)","Henderson city, Nevada","48,489","±3,190",36.40%,±2.2
"('Built 1990 to 1999',)","Houston city, Texas","97,249","±4,795",10.00%,±0.5
"('Built 1990 to 1999',)","Indianapolis city (balance), Indiana","48,414","±4,283",12.50%,±1.1
"('Built 1990 to 1999',)","Irvine city, California","16,057","±2,490",14.80%,±2.1
"('Built 1990 to 1999',)","Jacksonville city, Florida","60,181","±3,469",15.50%,±0.9
"('Built 1990 to 1999',)","Jersey City city, New Jersey","10,078","±1,474",9.10%,±1.3
"('Built 1990 to 1999',)","Kansas City city, Missouri","22,638","±2,320",9.60%,±1.0
"('Built 1990 to 1999',)","Las Vegas city, Nevada","83,493","±3,745",32.30%,±1.3
"('Built 1990 to 1999',)","Lincoln city, Nebraska","18,179","±1,653",14.90%,±1.4
"('Built 1990 to 1999',)","Long Beach city, California","9,326","±1,312",5.10%,±0.7
"('Built 1990 to 1999',)","Los Angeles city, California","89,970","±4,320",6.00%,±0.3
"('Built 1990 to 1999',)","Memphis city, Tennessee","28,313","±3,020",9.40%,±1.0
"('Built 1990 to 1999',)","Mesa city, Arizona","51,234","±3,398",23.60%,±1.5
"('Built 1990 to 1999',)","Miami city, Florida","12,178","±1,494",5.80%,±0.7
"('Built 1990 to 1999',)","Milwaukee city, Wisconsin","8,584","±1,288",3.30%,±0.5
"('Built 1990 to 1999',)","Minneapolis city, Minnesota","6,997","±1,243",3.70%,±0.6
"('Built 1990 to 1999',)","New Orleans city, Louisiana","7,050","±1,250",3.70%,±0.7
"('Built 1990 to 1999',)","New York city, New York","133,902","±5,786",3.80%,±0.2
"('Built 1990 to 1999',)","Newark city, New Jersey","15,473","±2,048",13.60%,±1.8
"('Built 1990 to 1999',)","Oakland city, California","10,050","±1,696",5.50%,±0.9
"('Built 1990 to 1999',)","Oklahoma City city, Oklahoma","25,680","±1,961",9.30%,±0.7
"('Built 1990 to 1999',)","Omaha city, Nebraska","25,065","±2,042",12.50%,±1.0
"('Built 1990 to 1999',)","Orlando city, Florida","20,316","±2,771",14.80%,±1.9
"('Built 1990 to 1999',)","Philadelphia city, Pennsylvania","20,462","±2,096",3.00%,±0.3
"('Built 1990 to 1999',)","Phoenix city, Arizona","103,052","±4,722",16.40%,±0.7
"('Built 1990 to 1999',)","Pittsburgh city, Pennsylvania","5,887","±1,098",3.70%,±0.7
"('Built 1990 to 1999',)","Plano city, Texas","36,101","±2,753",32.70%,±2.3
"('Built 1990 to 1999',)","Portland city, Oregon","23,824","±2,257",8.10%,±0.8
"('Built 1990 to 1999',)","Raleigh city, North Carolina","40,337","±3,687",19.20%,±1.8
"('Built 1990 to 1999',)","Riverside city, California","9,653","±1,441",10.40%,±1.5
"('Built 1990 to 1999',)","Sacramento city, California","16,499","±1,826",8.50%,±0.9
"('Built 1990 to 1999',)","San Antonio city, Texas","74,633","±4,325",13.40%,±0.8
"('Built 1990 to 1999',)","San Diego city, California","66,109","±4,237",11.90%,±0.7
"('Built 1990 to 1999',)","San Francisco city, California","16,884","±2,224",4.20%,±0.6
"('Built 1990 to 1999',)","San Jose city, California","33,809","±2,772",9.90%,±0.8
"('Built 1990 to 1999',)","Santa Ana city, California","5,227","±1,045",6.40%,±1.3
"('Built 1990 to 1999',)","Seattle city, Washington","29,497","±2,865",8.20%,±0.8
"('Built 1990 to 1999',)","St. Louis city, Missouri","4,335",±971,2.40%,±0.5
"('Built 1990 to 1999',)","St. Paul city, Minnesota","3,883",±798,3.10%,±0.6
"('Built 1990 to 1999',)","Stockton city, California","13,765","±1,819",13.50%,±1.7
"('Built 1990 to 1999',)","Tampa city, Florida","21,536","±2,413",12.50%,±1.4
"('Built 1990 to 1999',)","Tucson city, Arizona","32,899","±2,826",13.70%,±1.1
"('Built 1990 to 1999',)","Tulsa city, Oklahoma","16,674","±1,363",8.80%,±0.7
"('Built 1990 to 1999',)","Virginia Beach city, Virginia","24,723","±2,457",13.30%,±1.3
"('Built 1990 to 1999',)","Washington city, District of Columbia","9,769","±1,714",3.10%,±0.5
"('Built 1990 to 1999',)","Wichita city, Kansas","20,578","±1,999",11.80%,±1.1
"('Built 1980 to 1989',)","Albuquerque city, New Mexico","42,984","±3,178",17.30%,±1.3
"('Built 1980 to 1989',)","Anaheim city, California","12,740","±1,715",11.70%,±1.5
"('Built 1980 to 1989',)","Anchorage municipality, Alaska","32,144","±2,565",27.20%,±2.2
"('Built 1980 to 1989',)","Arlington city, Texas","45,090","±3,327",31.10%,±2.2
"('Built 1980 to 1989',)","Atlanta city, Georgia","22,516","±2,594",8.80%,±1.0
"('Built 1980 to 1989',)","Aurora city, Colorado","36,393","±2,710",26.30%,±1.9
"('Built 1980 to 1989',)","Austin city, Texas","86,359","±5,058",20.30%,±1.2
"('Built 1980 to 1989',)","Bakersfield city, California","22,553","±2,533",17.30%,±1.9
"('Built 1980 to 1989',)","Baltimore city, Maryland","11,651","±1,557",4.00%,±0.5
"('Built 1980 to 1989',)","Boston city, Massachusetts","16,859","±2,031",5.60%,±0.7
"('Built 1980 to 1989',)","Charlotte city, North Carolina","57,132","±3,045",15.50%,±0.8
"('Built 1980 to 1989',)","Chicago city, Illinois","52,906","±3,603",4.30%,±0.3
"('Built 1980 to 1989',)","Cincinnati city, Ohio","7,659","±1,379",4.70%,±0.9
"('Built 1980 to 1989',)","Cleveland city, Ohio","4,142",±940,1.90%,±0.4
"('Built 1980 to 1989',)","Colorado Springs city, Colorado","35,360","±2,808",18.40%,±1.4
"('Built 1980 to 1989',)","Columbus city, Ohio","51,357","±3,669",12.90%,±0.9
"('Built 1980 to 1989',)","Corpus Christi city, Texas","21,145","±2,032",16.00%,±1.5
"('Built 1980 to 1989',)","Dallas city, Texas","95,128","±5,469",16.10%,±0.9
"('Built 1980 to 1989',)","Denver city, Colorado","26,151","±2,759",7.90%,±0.8
"('Built 1980 to 1989',)","Detroit city, Michigan","11,174","±1,758",3.10%,±0.5
"('Built 1980 to 1989',)","Durham city, North Carolina","18,823","±2,288",15.30%,±1.8
"('Built 1980 to 1989',)","El Paso city, Texas","33,896","±2,691",13.40%,±1.1
"('Built 1980 to 1989',)","Fort Worth city, Texas","44,260","±3,363",13.10%,±1.0
"('Built 1980 to 1989',)","Fresno city, California","25,569","±2,498",14.00%,±1.3
"('Built 1980 to 1989',)","Greensboro city, North Carolina","19,710","±2,416",14.90%,±1.8
"('Built 1980 to 1989',)","Henderson city, Nevada","19,078","±2,255",14.30%,±1.6
"('Built 1980 to 1989',)","Houston city, Texas","134,987","±6,277",13.80%,±0.6
"('Built 1980 to 1989',)","Indianapolis city (balance), Indiana","47,727","±3,941",12.30%,±1.0
"('Built 1980 to 1989',)","Irvine city, California","16,645","±2,065",15.30%,±1.9
"('Built 1980 to 1989',)","Jacksonville city, Florida","57,192","±3,815",14.70%,±1.0
"('Built 1980 to 1989',)","Jersey City city, New Jersey","7,034","±1,140",6.30%,±1.0
"('Built 1980 to 1989',)","Kansas City city, Missouri","22,831","±2,148",9.70%,±0.9
"('Built 1980 to 1989',)","Las Vegas city, Nevada","43,609","±2,700",16.90%,±1.0
"('Built 1980 to 1989',)","Lincoln city, Nebraska","13,050","±1,731",10.70%,±1.4
"('Built 1980 to 1989',)","Long Beach city, California","14,604","±1,882",8.00%,±1.0
"('Built 1980 to 1989',)","Los Angeles city, California","151,103","±6,698",10.10%,±0.4
"('Built 1980 to 1989',)","Memphis city, Tennessee","38,370","±3,319",12.80%,±1.1
"('Built 1980 to 1989',)","Mesa city, Arizona","57,122","±3,496",26.30%,±1.4
"('Built 1980 to 1989',)","Miami city, Florida","15,555","±2,055",7.40%,±1.0
"('Built 1980 to 1989',)","Milwaukee city, Wisconsin","10,630","±1,277",4.10%,±0.5
"('Built 1980 to 1989',)","Minneapolis city, Minnesota","14,282","±1,866",7.60%,±1.0
"('Built 1980 to 1989',)","New Orleans city, Louisiana","15,938","±1,825",8.30%,±0.9
"('Built 1980 to 1989',)","New York city, New York","168,483","±6,548",4.80%,±0.2
"('Built 1980 to 1989',)","Newark city, New Jersey","8,281","±1,668",7.30%,±1.5
"('Built 1980 to 1989',)","Oakland city, California","9,996","±1,539",5.50%,±0.8
"('Built 1980 to 1989',)","Oklahoma City city, Oklahoma","39,947","±3,022",14.40%,±1.1
"('Built 1980 to 1989',)","Omaha city, Nebraska","20,432","±2,147",10.20%,±1.0
"('Built 1980 to 1989',)","Orlando city, Florida","24,095","±3,268",17.60%,±2.2
"('Built 1980 to 1989',)","Philadelphia city, Pennsylvania","24,149","±2,703",3.50%,±0.4
"('Built 1980 to 1989',)","Phoenix city, Arizona","105,466","±5,476",16.80%,±0.8
"('Built 1980 to 1989',)","Pittsburgh city, Pennsylvania","7,183","±1,460",4.50%,±0.9
"('Built 1980 to 1989',)","Plano city, Texas","29,323","±2,281",26.60%,±2.1
"('Built 1980 to 1989',)","Portland city, Oregon","18,979","±2,001",6.40%,±0.7
"('Built 1980 to 1989',)","Raleigh city, North Carolina","35,706","±2,978",17.00%,±1.4
"('Built 1980 to 1989',)","Riverside city, California","16,131","±1,763",17.30%,±1.8
"('Built 1980 to 1989',)","Sacramento city, California","31,817","±2,311",16.30%,±1.1
"('Built 1980 to 1989',)","San Antonio city, Texas","87,988","±4,653",15.80%,±0.8
"('Built 1980 to 1989',)","San Diego city, California","100,437","±5,144",18.10%,±0.9
"('Built 1980 to 1989',)","San Francisco city, California","17,654","±2,155",4.40%,±0.5
"('Built 1980 to 1989',)","San Jose city, California","42,096","±3,072",12.30%,±0.9
"('Built 1980 to 1989',)","Santa Ana city, California","9,830","±1,440",12.10%,±1.7
"('Built 1980 to 1989',)","Seattle city, Washington","31,198","±2,935",8.70%,±0.8
"('Built 1980 to 1989',)","St. Louis city, Missouri","4,729","±1,072",2.70%,±0.6
"('Built 1980 to 1989',)","St. Paul city, Minnesota","7,894","±1,042",6.40%,±0.8
"('Built 1980 to 1989',)","Stockton city, California","16,741","±1,806",16.40%,±1.7
"('Built 1980 to 1989',)","Tampa city, Florida","20,971","±2,227",12.20%,±1.3
"('Built 1980 to 1989',)","Tucson city, Arizona","39,302","±3,149",16.40%,±1.3
"('Built 1980 to 1989',)","Tulsa city, Oklahoma","24,388","±1,710",12.90%,±0.9
"('Built 1980 to 1989',)","Virginia Beach city, Virginia","53,587","±3,182",28.80%,±1.7
"('Built 1980 to 1989',)","Washington city, District of Columbia","11,770","±1,760",3.70%,±0.6
"('Built 1980 to 1989',)","Wichita city, Kansas","20,954","±2,029",12.00%,±1.2
"('Built 1970 to 1979',)","Albuquerque city, New Mexico","47,075","±3,251",18.90%,±1.3
"('Built 1970 to 1979',)","Anaheim city, California","26,503","±2,077",24.40%,±1.9
"('Built 1970 to 1979',)","Anchorage municipality, Alaska","33,139","±2,799",28.00%,±2.4
"('Built 1970 to 1979',)","Arlington city, Texas","32,196","±2,664",22.20%,±1.6
"('Built 1970 to 1979',)","Atlanta city, Georgia","19,807","±2,304",7.80%,±0.9
"('Built 1970 to 1979',)","Aurora city, Colorado","35,567","±2,976",25.80%,±2.0
"('Built 1970 to 1979',)","Austin city, Texas","68,109","±4,410",16.00%,±1.0
"('Built 1970 to 1979',)","Bakersfield city, California","20,289","±2,284",15.60%,±1.6
"('Built 1970 to 1979',)","Baltimore city, Maryland","15,967","±1,835",5.40%,±0.6
"('Built 1970 to 1979',)","Boston city, Massachusetts","23,548","±2,704",7.90%,±0.9
"('Built 1970 to 1979',)","Charlotte city, North Carolina","42,746","±2,943",11.60%,±0.8
"('Built 1970 to 1979',)","Chicago city, Illinois","91,066","±5,716",7.40%,±0.5
"('Built 1970 to 1979',)","Cincinnati city, Ohio","16,976","±2,517",10.50%,±1.5
"('Built 1970 to 1979',)","Cleveland city, Ohio","9,023","±1,444",4.20%,±0.7
"('Built 1970 to 1979',)","Colorado Springs city, Colorado","33,663","±2,862",17.60%,±1.5
"('Built 1970 to 1979',)","Columbus city, Ohio","55,185","±3,824",13.90%,±1.0
"('Built 1970 to 1979',)","Corpus Christi city, Texas","23,154","±2,438",17.50%,±1.8
"('Built 1970 to 1979',)","Dallas city, Texas","103,858","±5,714",17.60%,±0.9
"('Built 1970 to 1979',)","Denver city, Colorado","45,048","±3,517",13.60%,±1.1
"('Built 1970 to 1979',)","Detroit city, Michigan","14,428","±1,745",4.00%,±0.5
"('Built 1970 to 1979',)","Durham city, North Carolina","11,599","±2,024",9.40%,±1.7
"('Built 1970 to 1979',)","El Paso city, Texas","41,146","±3,265",16.30%,±1.3
"('Built 1970 to 1979',)","Fort Worth city, Texas","34,787","±3,042",10.30%,±0.9
"('Built 1970 to 1979',)","Fresno city, California","36,168","±2,699",19.80%,±1.5
"('Built 1970 to 1979',)","Greensboro city, North Carolina","17,448","±1,648",13.10%,±1.3
"('Built 1970 to 1979',)","Henderson city, Nevada","5,187",±986,3.90%,±0.7
"('Built 1970 to 1979',)","Houston city, Texas","193,413","±6,678",19.80%,±0.6
"('Built 1970 to 1979',)","Indianapolis city (balance), Indiana","52,706","±3,926",13.60%,±1.0
"('Built 1970 to 1979',)","Irvine city, California","20,518","±1,732",18.90%,±1.5
"('Built 1970 to 1979',)","Jacksonville city, Florida","47,210","±3,603",12.10%,±0.9
"('Built 1970 to 1979',)","Jersey City city, New Jersey","7,562","±1,226",6.80%,±1.1
"('Built 1970 to 1979',)","Kansas City city, Missouri","26,474","±2,506",11.20%,±1.0
"('Built 1970 to 1979',)","Las Vegas city, Nevada","24,503","±2,339",9.50%,±0.9
"('Built 1970 to 1979',)","Lincoln city, Nebraska","18,332","±2,046",15.00%,±1.7
"('Built 1970 to 1979',)","Long Beach city, California","23,210","±2,379",12.60%,±1.3
"('Built 1970 to 1979',)","Los Angeles city, California","201,691","±6,721",13.40%,±0.4
"('Built 1970 to 1979',)","Memphis city, Tennessee","57,486","±3,001",19.10%,±1.0
"('Built 1970 to 1979',)","Mesa city, Arizona","41,102","±2,732",18.90%,±1.3
"('Built 1970 to 1979',)","Miami city, Florida","29,649","±3,234",14.00%,±1.4
"('Built 1970 to 1979',)","Milwaukee city, Wisconsin","20,958","±2,276",8.10%,±0.9
"('Built 1970 to 1979',)","Minneapolis city, Minnesota","15,786","±2,059",8.40%,±1.1
"('Built 1970 to 1979',)","New Orleans city, Louisiana","25,096","±2,062",13.10%,±1.1
"('Built 1970 to 1979',)","New York city, New York","245,923","±7,170",7.00%,±0.2
"('Built 1970 to 1979',)","Newark city, New Jersey","10,349","±1,712",9.10%,±1.5
"('Built 1970 to 1979',)","Oakland city, California","18,523","±1,868",10.20%,±1.1
"('Built 1970 to 1979',)","Oklahoma City city, Oklahoma","46,226","±3,013",16.70%,±1.1
"('Built 1970 to 1979',)","Omaha city, Nebraska","33,606","±2,637",16.80%,±1.3
"('Built 1970 to 1979',)","Orlando city, Florida","21,081","±2,625",15.40%,±1.9
"('Built 1970 to 1979',)","Philadelphia city, Pennsylvania","46,350","±3,292",6.70%,±0.5
"('Built 1970 to 1979',)","Phoenix city, Arizona","118,794","±4,734",18.90%,±0.7
"('Built 1970 to 1979',)","Pittsburgh city, Pennsylvania","10,233","±1,206",6.40%,±0.8
"('Built 1970 to 1979',)","Plano city, Texas","15,779","±1,619",14.30%,±1.4
"('Built 1970 to 1979',)","Portland city, Oregon","29,116","±2,507",9.90%,±0.8
"('Built 1970 to 1979',)","Raleigh city, North Carolina","21,497","±2,539",10.20%,±1.2
"('Built 1970 to 1979',)","Riverside city, California","16,797","±1,970",18.10%,±2.0
"('Built 1970 to 1979',)","Sacramento city, California","30,271","±2,480",15.50%,±1.3
"('Built 1970 to 1979',)","San Antonio city, Texas","82,212","±4,329",14.80%,±0.8
"('Built 1970 to 1979',)","San Diego city, California","113,092","±4,015",20.40%,±0.7
"('Built 1970 to 1979',)","San Francisco city, California","30,845","±2,970",7.70%,±0.7
"('Built 1970 to 1979',)","San Jose city, California","85,997","±3,732",25.20%,±1.1
"('Built 1970 to 1979',)","Santa Ana city, California","16,636","±1,965",20.50%,±2.3
"('Built 1970 to 1979',)","Seattle city, Washington","30,597","±3,208",8.50%,±0.9
"('Built 1970 to 1979',)","St. Louis city, Missouri","8,332","±1,340",4.70%,±0.8
"('Built 1970 to 1979',)","St. Paul city, Minnesota","13,699","±1,594",11.00%,±1.3
