Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('6 rooms',)","New Orleans city, Louisiana","28,183",rooms,"±2,002",14.50%,±1.0
"('6 rooms',)","New York city, New York","318,259",rooms,"±7,477",9.40%,±0.2
"('6 rooms',)","Newark city, New Jersey","12,025",rooms,"±1,484",11.10%,±1.4
"('6 rooms',)","Oakland city, California","24,191",rooms,"±2,302",13.80%,±1.3
"('6 rooms',)","Oklahoma City city, Oklahoma","50,707",rooms,"±3,780",19.90%,±1.5
"('6 rooms',)","Omaha city, Nebraska","29,383",rooms,"±2,259",16.30%,±1.2
"('6 rooms',)","Orlando city, Florida","19,115",rooms,"±2,204",16.30%,±1.8
"('6 rooms',)","Philadelphia city, Pennsylvania","192,153",rooms,"±6,223",28.70%,±0.9
"('6 rooms',)","Phoenix city, Arizona","105,579",rooms,"±5,468",17.50%,±0.9
"('6 rooms',)","Pittsburgh city, Pennsylvania","33,198",rooms,"±2,569",21.10%,±1.5
"('6 rooms',)","Plano city, Texas","11,247",rooms,"±1,528",10.50%,±1.4
"('6 rooms',)","Portland city, Oregon","41,450",rooms,"±2,317",15.60%,±0.9
"('6 rooms',)","Raleigh city, North Carolina","26,065",rooms,"±3,592",14.70%,±2.0
"('6 rooms',)","Riverside city, California","16,199",rooms,"±2,116",16.70%,±2.1
"('6 rooms',)","Sacramento city, California","37,126",rooms,"±3,231",19.60%,±1.6
"('6 rooms',)","San Antonio city, Texas","93,219",rooms,"±5,118",17.50%,±0.9
"('6 rooms',)","San Diego city, California","72,187",rooms,"±3,699",14.00%,±0.7
"('6 rooms',)","San Francisco city, California","45,504",rooms,"±3,488",12.00%,±0.9
"('6 rooms',)","San Jose city, California","58,880",rooms,"±3,348",18.40%,±1.0
"('6 rooms',)","Santa Ana city, California","11,569",rooms,"±1,372",15.10%,±1.9
"('6 rooms',)","Seattle city, Washington","32,994",rooms,"±2,901",10.80%,±0.9
"('6 rooms',)","St. Louis city, Missouri","27,680",rooms,"±2,650",15.80%,±1.5
"('6 rooms',)","St. Paul city, Minnesota","14,879",rooms,"±1,522",12.20%,±1.3
"('6 rooms',)","Stockton city, California","19,654",rooms,"±1,992",19.70%,±1.9
"('6 rooms',)","Tampa city, Florida","24,777",rooms,"±2,637",15.40%,±1.6
"('6 rooms',)","Tucson city, Arizona","37,627",rooms,"±3,102",16.20%,±1.4
"('6 rooms',)","Tulsa city, Oklahoma","38,906",rooms,"±2,548",20.80%,±1.3
"('6 rooms',)","Virginia Beach city, Virginia","32,186",rooms,"±2,877",18.00%,±1.6
"('6 rooms',)","Washington city, District of Columbia","32,438",rooms,"±2,180",10.90%,±0.7
"('6 rooms',)","Wichita city, Kansas","28,237",rooms,"±2,389",16.90%,±1.4
"('7 rooms',)","Albuquerque city, New Mexico","31,053",rooms,"±2,694",12.90%,±1.1
"('7 rooms',)","Anaheim city, California","9,905",rooms,"±1,658",9.50%,±1.6
"('7 rooms',)","Anchorage municipality, Alaska","12,980",rooms,"±1,683",11.40%,±1.5
"('7 rooms',)","Arlington city, Texas","17,688",rooms,"±2,877",12.10%,±1.9
"('7 rooms',)","Atlanta city, Georgia","17,667",rooms,"±2,124",8.00%,±0.9
"('7 rooms',)","Aurora city, Colorado","15,467",rooms,"±1,771",12.00%,±1.4
"('7 rooms',)","Austin city, Texas","29,077",rooms,"±3,095",8.10%,±0.9
"('7 rooms',)","Bakersfield city, California","14,223",rooms,"±1,966",12.10%,±1.6
"('7 rooms',)","Baltimore city, Maryland","39,774",rooms,"±2,749",13.40%,±0.9
"('7 rooms',)","Boston city, Massachusetts","15,279",rooms,"±1,702",5.60%,±0.6
"('7 rooms',)","Charlotte city, North Carolina","39,358",rooms,"±3,672",12.10%,±1.2
"('7 rooms',)","Chicago city, Illinois","88,215",rooms,"±4,468",7.40%,±0.4
"('7 rooms',)","Cincinnati city, Ohio","14,163",rooms,"±1,803",8.50%,±1.0
"('7 rooms',)","Cleveland city, Ohio","23,672",rooms,"±1,807",10.80%,±0.8
"('7 rooms',)","Colorado Springs city, Colorado","20,704",rooms,"±2,288",11.60%,±1.3
"('7 rooms',)","Columbus city, Ohio","39,140",rooms,"±3,095",10.50%,±0.8
"('7 rooms',)","Corpus Christi city, Texas","12,834",rooms,"±2,129",10.10%,±1.7
"('7 rooms',)","Dallas city, Texas","40,629",rooms,"±2,911",7.90%,±0.6
"('7 rooms',)","Denver city, Colorado","21,838",rooms,"±2,126",7.60%,±0.7
"('7 rooms',)","Detroit city, Michigan","48,424",rooms,"±3,017",13.40%,±0.8
"('7 rooms',)","Durham city, North Carolina","11,309",rooms,"±1,937",10.80%,±1.8
"('7 rooms',)","El Paso city, Texas","31,189",rooms,"±2,783",13.40%,±1.2
"('7 rooms',)","Fort Worth city, Texas","34,592",rooms,"±4,032",11.60%,±1.3
"('7 rooms',)","Fresno city, California","16,009",rooms,"±1,836",9.50%,±1.1
"('7 rooms',)","Greensboro city, North Carolina","14,915",rooms,"±1,957",11.80%,±1.5
"('7 rooms',)","Henderson city, Nevada","14,599",rooms,"±2,431",12.90%,±2.1
"('7 rooms',)","Houston city, Texas","73,625",rooms,"±4,918",8.10%,±0.5
"('7 rooms',)","Indianapolis city (balance), Indiana","48,708",rooms,"±3,869",12.80%,±1.0
"('7 rooms',)","Irvine city, California","9,437",rooms,"±1,899",11.90%,±2.4
"('7 rooms',)","Jacksonville city, Florida","41,632",rooms,"±3,371",11.30%,±0.9
"('7 rooms',)","Jersey City city, New Jersey","2,864",rooms,±798,2.60%,±0.7
"('7 rooms',)","Kansas City city, Missouri","30,227",rooms,"±2,253",13.30%,±1.0
"('7 rooms',)","Las Vegas city, Nevada","29,552",rooms,"±3,225",11.90%,±1.3
"('7 rooms',)","Lincoln city, Nebraska","11,941",rooms,"±1,447",10.80%,±1.3
"('7 rooms',)","Long Beach city, California","10,611",rooms,"±1,483",6.10%,±0.8
"('7 rooms',)","Los Angeles city, California","94,683",rooms,"±4,609",6.70%,±0.3
"('7 rooms',)","Memphis city, Tennessee","33,152",rooms,"±2,724",11.30%,±0.9
"('7 rooms',)","Mesa city, Arizona","22,694",rooms,"±2,432",11.60%,±1.2
"('7 rooms',)","Miami city, Florida","12,468",rooms,"±2,114",6.50%,±1.1
"('7 rooms',)","Milwaukee city, Wisconsin","19,068",rooms,"±1,723",7.30%,±0.7
"('7 rooms',)","Minneapolis city, Minnesota","18,516",rooms,"±1,553",10.20%,±0.8
"('7 rooms',)","New Orleans city, Louisiana","18,850",rooms,"±1,825",9.70%,±0.9
"('7 rooms',)","New York city, New York","137,800",rooms,"±5,464",4.10%,±0.2
"('7 rooms',)","Newark city, New Jersey","3,978",rooms,±900,3.70%,±0.8
"('7 rooms',)","Oakland city, California","14,223",rooms,"±1,882",8.10%,±1.1
"('7 rooms',)","Oklahoma City city, Oklahoma","30,921",rooms,"±2,755",12.10%,±1.1
"('7 rooms',)","Omaha city, Nebraska","19,612",rooms,"±1,624",10.90%,±0.9
"('7 rooms',)","Orlando city, Florida","9,238",rooms,"±2,045",7.90%,±1.8
"('7 rooms',)","Philadelphia city, Pennsylvania","87,111",rooms,"±4,356",13.00%,±0.6
"('7 rooms',)","Phoenix city, Arizona","63,425",rooms,"±3,989",10.50%,±0.6
"('7 rooms',)","Pittsburgh city, Pennsylvania","17,761",rooms,"±1,953",11.30%,±1.2
"('7 rooms',)","Plano city, Texas","13,621",rooms,"±1,402",12.70%,±1.3
"('7 rooms',)","Portland city, Oregon","25,681",rooms,"±1,560",9.70%,±0.6
"('7 rooms',)","Raleigh city, North Carolina","21,292",rooms,"±3,040",12.00%,±1.6
"('7 rooms',)","Riverside city, California","10,973",rooms,"±1,777",11.30%,±1.8
"('7 rooms',)","Sacramento city, California","20,973",rooms,"±2,339",11.10%,±1.2
"('7 rooms',)","San Antonio city, Texas","58,141",rooms,"±3,863",10.90%,±0.7
"('7 rooms',)","San Diego city, California","45,648",rooms,"±2,789",8.90%,±0.5
"('7 rooms',)","San Francisco city, California","24,187",rooms,"±2,617",6.40%,±0.7
"('7 rooms',)","San Jose city, California","39,663",rooms,"±2,290",12.40%,±0.7
"('7 rooms',)","Santa Ana city, California","5,323",rooms,±967,6.90%,±1.2
"('7 rooms',)","Seattle city, Washington","26,463",rooms,"±2,581",8.70%,±0.9
"('7 rooms',)","St. Louis city, Missouri","13,038",rooms,"±1,654",7.40%,±0.9
"('7 rooms',)","St. Paul city, Minnesota","14,731",rooms,"±1,657",12.10%,±1.4
"('7 rooms',)","Stockton city, California","12,284",rooms,"±1,929",12.30%,±1.9
"('7 rooms',)","Tampa city, Florida","14,255",rooms,"±1,839",8.90%,±1.1
"('7 rooms',)","Tucson city, Arizona","20,142",rooms,"±3,062",8.70%,±1.3
"('7 rooms',)","Tulsa city, Oklahoma","20,946",rooms,"±1,816",11.20%,±1.0
"('7 rooms',)","Virginia Beach city, Virginia","28,256",rooms,"±2,873",15.80%,±1.6
"('7 rooms',)","Washington city, District of Columbia","21,559",rooms,"±2,079",7.20%,±0.7
"('7 rooms',)","Wichita city, Kansas","19,309",rooms,"±1,921",11.60%,±1.1
"('8 rooms',)","Albuquerque city, New Mexico","17,847",rooms,"±2,442",7.40%,±1.0
"('8 rooms',)","Anaheim city, California","5,633",rooms,±972,5.40%,±0.9
"('8 rooms',)","Anchorage municipality, Alaska","9,013",rooms,"±1,603",7.90%,±1.4
"('8 rooms',)","Arlington city, Texas","12,625",rooms,"±1,672",8.70%,±1.2
"('8 rooms',)","Atlanta city, Georgia","10,723",rooms,"±1,772",4.80%,±0.8
"('8 rooms',)","Aurora city, Colorado","11,775",rooms,"±1,700",9.20%,±1.3
"('8 rooms',)","Austin city, Texas","18,450",rooms,"±2,115",5.10%,±0.6
"('8 rooms',)","Bakersfield city, California","9,017",rooms,"±1,307",7.70%,±1.1
"('8 rooms',)","Baltimore city, Maryland","18,960",rooms,"±2,042",6.40%,±0.7
"('8 rooms',)","Boston city, Massachusetts","8,519",rooms,"±1,466",3.10%,±0.5
"('8 rooms',)","Charlotte city, North Carolina","27,207",rooms,"±3,176",8.40%,±1.0
"('8 rooms',)","Chicago city, Illinois","45,459",rooms,"±3,043",3.80%,±0.3
"('8 rooms',)","Cincinnati city, Ohio","8,069",rooms,"±1,464",4.80%,±0.9
"('8 rooms',)","Cleveland city, Ohio","14,880",rooms,"±1,621",6.80%,±0.7
"('8 rooms',)","Colorado Springs city, Colorado","18,589",rooms,"±1,951",10.40%,±1.1
"('8 rooms',)","Columbus city, Ohio","26,687",rooms,"±2,562",7.10%,±0.7
"('8 rooms',)","Corpus Christi city, Texas","5,394",rooms,"±1,011",4.30%,±0.8
"('8 rooms',)","Dallas city, Texas","26,762",rooms,"±2,551",5.20%,±0.5
"('8 rooms',)","Denver city, Colorado","19,436",rooms,"±2,462",6.80%,±0.9
"('8 rooms',)","Detroit city, Michigan","25,801",rooms,"±2,156",7.10%,±0.6
"('8 rooms',)","Durham city, North Carolina","5,946",rooms,"±1,384",5.70%,±1.3
"('8 rooms',)","El Paso city, Texas","18,999",rooms,"±2,487",8.10%,±1.1
"('8 rooms',)","Fort Worth city, Texas","21,509",rooms,"±3,407",7.20%,±1.1
"('8 rooms',)","Fresno city, California","7,598",rooms,"±1,242",4.50%,±0.7
"('8 rooms',)","Greensboro city, North Carolina","9,739",rooms,"±1,763",7.70%,±1.4
"('8 rooms',)","Henderson city, Nevada","10,097",rooms,"±1,932",8.90%,±1.7
"('8 rooms',)","Houston city, Texas","42,582",rooms,"±3,582",4.70%,±0.4
"('8 rooms',)","Indianapolis city (balance), Indiana","27,116",rooms,"±2,805",7.10%,±0.7
"('8 rooms',)","Irvine city, California","6,422",rooms,"±1,621",8.10%,±2.1
"('8 rooms',)","Jacksonville city, Florida","31,309",rooms,"±2,571",8.50%,±0.7
"('8 rooms',)","Jersey City city, New Jersey","2,530",rooms,±713,2.30%,±0.6
"('8 rooms',)","Kansas City city, Missouri","18,317",rooms,"±1,981",8.10%,±0.9
"('8 rooms',)","Las Vegas city, Nevada","16,492",rooms,"±2,438",6.70%,±1.0
"('8 rooms',)","Lincoln city, Nebraska","10,082",rooms,"±1,435",9.10%,±1.3
"('8 rooms',)","Long Beach city, California","5,239",rooms,"±1,041",3.00%,±0.6
"('8 rooms',)","Los Angeles city, California","52,973",rooms,"±2,910",3.70%,±0.2
"('8 rooms',)","Memphis city, Tennessee","20,812",rooms,"±2,086",7.10%,±0.7
"('8 rooms',)","Mesa city, Arizona","12,603",rooms,"±1,810",6.50%,±0.9
"('8 rooms',)","Miami city, Florida","2,739",rooms,±776,1.40%,±0.4
"('8 rooms',)","Milwaukee city, Wisconsin","9,632",rooms,"±1,248",3.70%,±0.5
"('8 rooms',)","Minneapolis city, Minnesota","12,236",rooms,"±1,490",6.70%,±0.8
"('8 rooms',)","New Orleans city, Louisiana","11,497",rooms,"±1,180",5.90%,±0.6
"('8 rooms',)","New York city, New York","74,811",rooms,"±4,033",2.20%,±0.1
"('8 rooms',)","Newark city, New Jersey","2,897",rooms,±769,2.70%,±0.7
"('8 rooms',)","Oakland city, California","8,648",rooms,"±1,330",4.90%,±0.7
"('8 rooms',)","Oklahoma City city, Oklahoma","15,037",rooms,"±1,670",5.90%,±0.6
"('8 rooms',)","Omaha city, Nebraska","17,145",rooms,"±1,527",9.50%,±0.8
"('8 rooms',)","Orlando city, Florida","5,121",rooms,"±1,151",4.40%,±1.0
"('8 rooms',)","Philadelphia city, Pennsylvania","39,102",rooms,"±3,035",5.80%,±0.5
"('8 rooms',)","Phoenix city, Arizona","40,613",rooms,"±3,482",6.70%,±0.6
"('8 rooms',)","Pittsburgh city, Pennsylvania","10,720",rooms,"±1,211",6.80%,±0.8
"('8 rooms',)","Plano city, Texas","17,212",rooms,"±2,214",16.10%,±2.0
"('8 rooms',)","Portland city, Oregon","16,536",rooms,"±1,666",6.20%,±0.6
"('8 rooms',)","Raleigh city, North Carolina","11,366",rooms,"±1,719",6.40%,±1.0
"('8 rooms',)","Riverside city, California","8,117",rooms,"±1,773",8.40%,±1.8
"('8 rooms',)","Sacramento city, California","8,112",rooms,"±1,424",4.30%,±0.7
"('8 rooms',)","San Antonio city, Texas","34,966",rooms,"±3,038",6.60%,±0.6
"('8 rooms',)","San Diego city, California","25,260",rooms,"±2,754",4.90%,±0.5
"('8 rooms',)","San Francisco city, California","13,480",rooms,"±1,938",3.60%,±0.5
"('8 rooms',)","San Jose city, California","24,052",rooms,"±2,082",7.50%,±0.7
"('8 rooms',)","Santa Ana city, California","3,202",rooms,±878,4.20%,±1.1
"('8 rooms',)","Seattle city, Washington","16,945",rooms,"±1,683",5.50%,±0.6
"('8 rooms',)","St. Louis city, Missouri","8,129",rooms,"±1,324",4.60%,±0.8
"('8 rooms',)","St. Paul city, Minnesota","9,165",rooms,"±1,466",7.50%,±1.2
"('8 rooms',)","Stockton city, California","6,191",rooms,"±1,305",6.20%,±1.3
"('8 rooms',)","Tampa city, Florida","8,406",rooms,"±1,143",5.20%,±0.7
"('8 rooms',)","Tucson city, Arizona","10,570",rooms,"±1,759",4.60%,±0.7
"('8 rooms',)","Tulsa city, Oklahoma","12,075",rooms,"±1,411",6.40%,±0.8
"('8 rooms',)","Virginia Beach city, Virginia","26,946",rooms,"±2,535",15.00%,±1.4
"('8 rooms',)","Washington city, District of Columbia","14,475",rooms,"±1,600",4.80%,±0.5
"('8 rooms',)","Wichita city, Kansas","13,854",rooms,"±1,687",8.30%,±1.0
"('9 rooms or more',)","Albuquerque city, New Mexico","15,857",rooms,"±1,610",6.60%,±0.7
"('9 rooms or more',)","Anaheim city, California","4,437",rooms,±929,4.30%,±0.9
"('9 rooms or more',)","Anchorage municipality, Alaska","10,630",rooms,"±1,486",9.40%,±1.3
"('9 rooms or more',)","Arlington city, Texas","11,655",rooms,"±1,650",8.00%,±1.2
"('9 rooms or more',)","Atlanta city, Georgia","16,921",rooms,"±1,620",7.60%,±0.7
"('9 rooms or more',)","Aurora city, Colorado","14,274",rooms,"±1,727",11.10%,±1.3
"('9 rooms or more',)","Austin city, Texas","22,406",rooms,"±2,425",6.20%,±0.7
"('9 rooms or more',)","Bakersfield city, California","7,267",rooms,"±1,504",6.20%,±1.3
"('9 rooms or more',)","Baltimore city, Maryland","20,614",rooms,"±1,820",7.00%,±0.6
"('9 rooms or more',)","Boston city, Massachusetts","12,215",rooms,"±1,617",4.50%,±0.6
"('9 rooms or more',)","Charlotte city, North Carolina","39,228",rooms,"±2,398",12.10%,±0.8
"('9 rooms or more',)","Chicago city, Illinois","58,516",rooms,"±3,576",4.90%,±0.3
"('9 rooms or more',)","Cincinnati city, Ohio","10,758",rooms,"±1,193",6.40%,±0.7
"('9 rooms or more',)","Cleveland city, Ohio","13,112",rooms,"±1,221",6.00%,±0.6
"('9 rooms or more',)","Colorado Springs city, Colorado","32,605",rooms,"±2,821",18.20%,±1.5
"('9 rooms or more',)","Columbus city, Ohio","17,392",rooms,"±2,108",4.70%,±0.6
"('9 rooms or more',)","Corpus Christi city, Texas","5,527",rooms,"±1,272",4.40%,±1.0
"('9 rooms or more',)","Dallas city, Texas","30,028",rooms,"±2,555",5.80%,±0.5
"('9 rooms or more',)","Denver city, Colorado","31,010",rooms,"±2,343",10.80%,±0.8
"('9 rooms or more',)","Detroit city, Michigan","24,781",rooms,"±1,961",6.90%,±0.5
"('9 rooms or more',)","Durham city, North Carolina","10,042",rooms,"±1,688",9.60%,±1.6
"('9 rooms or more',)","El Paso city, Texas","12,619",rooms,"±1,605",5.40%,±0.7
"('9 rooms or more',)","Fort Worth city, Texas","21,332",rooms,"±2,949",7.20%,±1.0
"('9 rooms or more',)","Fresno city, California","6,579",rooms,"±1,107",3.90%,±0.7
"('9 rooms or more',)","Greensboro city, North Carolina","10,233",rooms,"±1,638",8.10%,±1.3
"('9 rooms or more',)","Henderson city, Nevada","11,742",rooms,"±2,280",10.40%,±1.9
"('9 rooms or more',)","Houston city, Texas","50,566",rooms,"±3,251",5.60%,±0.4
"('9 rooms or more',)","Indianapolis city (balance), Indiana","31,567",rooms,"±2,613",8.30%,±0.7
"('9 rooms or more',)","Irvine city, California","3,987",rooms,±876,5.00%,±1.1
"('9 rooms or more',)","Jacksonville city, Florida","24,928",rooms,"±2,664",6.80%,±0.7
"('9 rooms or more',)","Jersey City city, New Jersey","3,915",rooms,±804,3.50%,±0.7
"('9 rooms or more',)","Kansas City city, Missouri","20,406",rooms,"±2,024",9.00%,±0.9
"('9 rooms or more',)","Las Vegas city, Nevada","12,391",rooms,"±2,114",5.00%,±0.9
"('9 rooms or more',)","Lincoln city, Nebraska","18,159",rooms,"±1,447",16.40%,±1.3
"('9 rooms or more',)","Long Beach city, California","4,781",rooms,±892,2.70%,±0.5
"('9 rooms or more',)","Los Angeles city, California","54,990",rooms,"±3,965",3.90%,±0.3
"('9 rooms or more',)","Memphis city, Tennessee","19,111",rooms,"±1,902",6.50%,±0.6
"('9 rooms or more',)","Mesa city, Arizona","14,761",rooms,"±2,159",7.60%,±1.1
"('9 rooms or more',)","Miami city, Florida","3,395",rooms,±948,1.80%,±0.5
"('9 rooms or more',)","Milwaukee city, Wisconsin","11,079",rooms,"±1,134",4.20%,±0.4
"('9 rooms or more',)","Minneapolis city, Minnesota","17,166",rooms,"±1,605",9.50%,±0.8
"('9 rooms or more',)","New Orleans city, Louisiana","12,339",rooms,"±1,314",6.40%,±0.7
"('9 rooms or more',)","New York city, New York","121,061",rooms,"±4,725",3.60%,±0.1
"('9 rooms or more',)","Newark city, New Jersey","3,380",rooms,±703,3.10%,±0.7
"('9 rooms or more',)","Oakland city, California","8,139",rooms,"±1,172",4.60%,±0.6
"('9 rooms or more',)","Oklahoma City city, Oklahoma","16,291",rooms,"±1,754",6.40%,±0.7
"('9 rooms or more',)","Omaha city, Nebraska","23,234",rooms,"±1,666",12.90%,±0.9
"('9 rooms or more',)","Orlando city, Florida","5,158",rooms,"±1,084",4.40%,±0.9
"('9 rooms or more',)","Philadelphia city, Pennsylvania","36,477",rooms,"±2,630",5.40%,±0.4
"('9 rooms or more',)","Phoenix city, Arizona","33,180",rooms,"±3,307",5.50%,±0.6
"('9 rooms or more',)","Pittsburgh city, Pennsylvania","11,301",rooms,"±1,180",7.20%,±0.7
"('9 rooms or more',)","Plano city, Texas","23,220",rooms,"±2,052",21.70%,±2.0
"('9 rooms or more',)","Portland city, Oregon","24,294",rooms,"±1,978",9.10%,±0.7
"('9 rooms or more',)","Raleigh city, North Carolina","20,844",rooms,"±2,366",11.70%,±1.3
"('9 rooms or more',)","Riverside city, California","6,210",rooms,"±1,379",6.40%,±1.5
"('9 rooms or more',)","Sacramento city, California","10,004",rooms,"±2,167",5.30%,±1.2
"('9 rooms or more',)","San Antonio city, Texas","33,409",rooms,"±3,309",6.30%,±0.6
"('9 rooms or more',)","San Diego city, California","26,461",rooms,"±2,206",5.10%,±0.4
"('9 rooms or more',)","San Francisco city, California","15,017",rooms,"±1,684",4.00%,±0.4
"('9 rooms or more',)","San Jose city, California","13,928",rooms,"±1,577",4.40%,±0.5
"('9 rooms or more',)","Santa Ana city, California","2,523",rooms,±663,3.30%,±0.9
"('9 rooms or more',)","Seattle city, Washington","30,165",rooms,"±2,457",9.90%,±0.8
"('9 rooms or more',)","St. Louis city, Missouri","8,060",rooms,"±1,113",4.60%,±0.6
"('9 rooms or more',)","St. Paul city, Minnesota","10,302",rooms,"±1,055",8.50%,±0.8
"('9 rooms or more',)","Stockton city, California","3,974",rooms,±853,4.00%,±0.9
"('9 rooms or more',)","Tampa city, Florida","9,643",rooms,"±1,219",6.00%,±0.8
"('9 rooms or more',)","Tucson city, Arizona","5,920",rooms,"±1,555",2.60%,±0.7
"('9 rooms or more',)","Tulsa city, Oklahoma","15,437",rooms,"±1,686",8.20%,±0.9
"('9 rooms or more',)","Virginia Beach city, Virginia","22,700",rooms,"±1,915",12.70%,±1.1
"('9 rooms or more',)","Washington city, District of Columbia","27,943",rooms,"±2,150",9.30%,±0.7
"('9 rooms or more',)","Wichita city, Kansas","23,410",rooms,"±2,337",14.00%,±1.4
"('Median rooms',)","Albuquerque city, New Mexico",5.3,rooms,±0.2,(X),(X)
"('Median rooms',)","Anaheim city, California",4.5,rooms,±0.2,(X),(X)
"('Median rooms',)","Anchorage municipality, Alaska",5.2,rooms,±0.1,(X),(X)
"('Median rooms',)","Arlington city, Texas",5.3,rooms,±0.2,(X),(X)
"('Median rooms',)","Atlanta city, Georgia",4.6,rooms,±0.1,(X),(X)
"('Median rooms',)","Aurora city, Colorado",5.2,rooms,±0.2,(X),(X)
"('Median rooms',)","Austin city, Texas",4.6,rooms,±0.1,(X),(X)
"('Median rooms',)","Bakersfield city, California",5.4,rooms,±0.2,(X),(X)
